,id,name,img,link,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,author,album,whose
225,3ZEyqdjBJDdPUG24U4Y3il,Street Fighter Mas,https://i.scdn.co/image/ab67616d00001e02bb3bdd8d1c813aa7c0ac967f,,0.6,0.662,-8.285,0.0941,0.58,0.952,0.1,0.707,80.856,358151.0,Kamasi Washington,Heaven and Earth,z
226,2qIv3Zylpfdj61H2W6oBxX,Proton Lander,https://i.scdn.co/image/ab67616d00001e024d28db9d95fc4af71ee30b58,https://p.scdn.co/mp3-preview/664e08c147f7d348f17eee597058178f2aa8a5c3?cid=774b29d4f13844c495f206cafdad9c86,0.3,0.507,-11.716,0.0339,0.187,0.906,0.0937,0.273,137.187,464945.0,Spaceslug,Lemanis,z
227,07HF5tFmwh6ahN93JC6LmE,Space Cadet,https://i.scdn.co/image/ab67616d00001e02e14537a9543655496d648bad,https://p.scdn.co/mp3-preview/52043da79074dcf3da2fe4f03da346b3d819b18f?cid=774b29d4f13844c495f206cafdad9c86,0.461,0.168,-16.225,0.042,0.449,0.886,0.267,0.309,169.675,422533.0,Kyuss,Welcome To Sky Valley,z
228,0aJw4gN69qSUpm79181z13,"See God, Bare Your Soul, Ascend Straight To Heaven",https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/17f9ea235dd281586dcdfa74d8c6a7a33ea11b0b?cid=774b29d4f13844c495f206cafdad9c86,0.213,0.878,-5.456,0.0825,0.000409,0.945,0.345,0.0719,145.969,354449.0,Nate Mercereau,Joy Techniques,z
229,2vWxvpycD0ELvOJr6g4pQt,WEIGHT OFF,https://i.scdn.co/image/ab67616d00001e0242c18fe458181bc13d08070a,,0.65,0.495,-6.385,0.0451,0.523,0.723,0.123,0.394,80.032,155960.0,KAYTRANADA,99.9%,z
230,6mbVuPZKV8h62TV3ZdzzLm,Thebes,https://i.scdn.co/image/ab67616d00001e02f6bed411c67054cd13159e87,https://p.scdn.co/mp3-preview/dda2783e6ad2ffe4cc36d78ff82f8dd29ea0e66a?cid=774b29d4f13844c495f206cafdad9c86,0.36,0.425,-12.839,0.0434,0.00686,0.759,0.146,0.0399,117.424,1148973.0,OM,God is Good,z
231,6rM0VGPuljsc0ZmGxvbWCM,Hoverin' All Night,https://i.scdn.co/image/ab67616d00001e026b13f1df52b989ec5f4856fe,https://p.scdn.co/mp3-preview/797076bcaaa9e4850949c1f8b5c4b714fe072a86?cid=774b29d4f13844c495f206cafdad9c86,0.178,0.771,-6.298,0.0637,0.0248,0.0577,0.323,0.325,77.351,289000.0,Post Animal,Post Animal Perform the Most Curious Water Activities,z
232,4PRhuS1Aue6yIMnYhRZ157,Zalatwic,https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/ec39402e25bf4653f2cd6cd8c6c73aba84c56f37?cid=774b29d4f13844c495f206cafdad9c86,0.714,0.826,-7.884,0.0984,0.0776,0.0469,0.0491,0.712,110.129,193639.0,Nate Mercereau,Joy Techniques,z
233,13m5qv9bHI7Q7J9ScWcZd8,RGB,https://i.scdn.co/image/ab67616d00001e0233b1591e62408b88e7d66749,https://p.scdn.co/mp3-preview/137034bfbfa274d06ff8b1a6d1bacc5434648398?cid=774b29d4f13844c495f206cafdad9c86,0.554,0.713,-7.689,0.0292,0.00773,0.739,0.109,0.128,95.981,247991.0,Scattle,Sketch,z
234,4fjzDf54eBNOlW45mNe14U,Souk Eye,https://i.scdn.co/image/ab67616d00001e024d9f7b88e82db31d13ac6668,https://p.scdn.co/mp3-preview/6a2e4722cb48f317c06e9ba07d838fe725203881?cid=774b29d4f13844c495f206cafdad9c86,0.64,0.853,-7.996,0.031,0.43,0.711,0.156,0.829,124.122,274760.0,Gorillaz,The Now Now,z
235,7hjogzkYgPMCJcBhScXwyI,On the Sun,https://i.scdn.co/image/ab67616d00001e022ab27c15786f935ed045cbbd,https://p.scdn.co/mp3-preview/dc77b1c5736fafc59bdec126f4ff4578f9abe92b?cid=774b29d4f13844c495f206cafdad9c86,0.339,0.449,-9.206,0.0355,0.0016,0.175,0.0799,0.0881,120.208,246856.0,Moon Hooch,Red Sky,z
236,25u4UX7zB4DIIb17Cg2Ksv,Get Involved,https://i.scdn.co/image/ab67616d00001e024c35b832f13ddd28a75d8840,https://p.scdn.co/mp3-preview/1a598ccb566b6437cfbac21c6cd55d756fdfb25d?cid=774b29d4f13844c495f206cafdad9c86,0.402,0.728,-6.013,0.0398,0.0009,0.903,0.108,0.106,113.179,145815.0,Nate Mercereau,Joy Techniques,z
237,5aZCwTIsfqv22p5bewcrgf,Derezzed,https://i.scdn.co/image/ab67616d00001e0297020c0136e12bb33c7e2cb7,https://p.scdn.co/mp3-preview/0d3f03d87cdbd93282a6c6d2f13b9ca0b0d08e35?cid=774b29d4f13844c495f206cafdad9c86,0.536,0.616,-10.019,0.0488,0.00159,0.773,0.195,0.101,119.988,104120.0,Daft Punk,TRON: Legacy,z
238,2LcxyYQZb8uK8HgEqryKZE,Eel,https://i.scdn.co/image/ab67616d00001e026b13f1df52b989ec5f4856fe,https://p.scdn.co/mp3-preview/d9223e1290fab5bc6c6765a048cd52f353670ff8?cid=774b29d4f13844c495f206cafdad9c86,0.34,0.895,-5.561,0.0975,0.682,4.27e-05,0.359,0.333,123.936,228000.0,Post Animal,Post Animal Perform the Most Curious Water Activities,z
239,60VNy4PpJvBZxL3fztmU3t,Yellow Ferrari,https://i.scdn.co/image/ab67616d00001e0207e8d23fc53bebbdbae1789c,https://p.scdn.co/mp3-preview/63df7ee12606330e7b25f9f7f8eb258bf8de48bc?cid=774b29d4f13844c495f206cafdad9c86,0.248,0.686,-7.831,0.0436,0.00138,0.49,0.159,0.33,84.981,271059.0,The Toxic Avenger,"Globe, Vol. 3",z
240,6iFwcRQsGBmW4paSWz5phj,Sweep Me off My Feet,https://i.scdn.co/image/ab67616d00001e02278d7e7ae4ba3d04191c9032,https://p.scdn.co/mp3-preview/f8bd3f16de55ef42df7236d686b33c4c3ab3d0e2?cid=774b29d4f13844c495f206cafdad9c86,0.411,0.806,-3.836,0.0402,0.000264,1.08e-05,0.694,0.202,100.157,209093.0,Pond,The Weather,z
241,3hmMKvX5ZbM7Co8rcFllvm,Form Constant; the Grid,https://i.scdn.co/image/ab67616d00001e021a741b82a9405051e76d5ed0,https://p.scdn.co/mp3-preview/7afecf85f5c1098b88467b467106e022e277b8d4?cid=774b29d4f13844c495f206cafdad9c86,0.0694,0.781,-10.026,0.147,0.194,0.828,0.347,0.14,75.994,488067.0,Ex Eye,Ex Eye,z
242,2ziSmGKN0x6qdj45B7HZHe,Adeline,https://i.scdn.co/image/ab67616d00001e02e7819dfc871a963b3193d0d8,https://p.scdn.co/mp3-preview/76cd825bd21452d605d2eddd6dd73f050f7a7453?cid=774b29d4f13844c495f206cafdad9c86,0.404,0.338,-14.732,0.0322,0.685,0.886,0.119,0.0501,142.053,350493.0,alt-J,RELAXER,z
243,1L9qsoNnyT3r8fgr2Pr7Ty,Cory Wong,https://i.scdn.co/image/ab67616d00001e02325ed53cf3123d2dd3e31556,https://p.scdn.co/mp3-preview/b5a42a78fee23362702aafe98d14939232f0f091?cid=774b29d4f13844c495f206cafdad9c86,0.621,0.6,-9.192,0.138,0.0894,0.571,0.813,0.959,127.508,246910.0,Vulfpeck,The Beautiful Game,z
244,1Kbkb3RaIxw8M96Sql65ST,Sense,https://i.scdn.co/image/ab67616d00001e0284754cebbe3cf0116504589e,https://p.scdn.co/mp3-preview/4bf7d24407b84547c2ffce98bb5ca13f5efed606?cid=774b29d4f13844c495f206cafdad9c86,0.536,0.596,-9.161,0.274,0.552,0.268,0.187,0.705,202.036,210653.0,King Gizzard & The Lizard Wizard,Paper Mâché Dream Balloon,z
245,6IY3cC281mz9q0bViUEldz,It's A Trip!,https://i.scdn.co/image/ab67616d00001e02b74e560074b933866d5496e3,https://p.scdn.co/mp3-preview/24697bcb578306ccec01a3c40e7bbad2d5dd6429?cid=774b29d4f13844c495f206cafdad9c86,0.673,0.716,-4.982,0.0291,0.088,0.00256,0.209,0.727,97.925,183525.0,Joywave,Content,z
246,6gALgtrwudJN8yICz7S0g5,Cremation Ghat II,https://i.scdn.co/image/ab67616d00001e02f6bed411c67054cd13159e87,https://p.scdn.co/mp3-preview/4f1d7948cd1070b6d36711f81fe28f812d9213ad?cid=774b29d4f13844c495f206cafdad9c86,0.361,0.319,-14.888,0.0371,0.0577,0.798,0.0809,0.035,108.217,298160.0,OM,God is Good,z
247,2yToG2mVb0P6FXYp0ecXhg,Alabaster,https://i.scdn.co/image/ab67616d00001e026b13f1df52b989ec5f4856fe,https://p.scdn.co/mp3-preview/19e56fe8400a16f7583548fe40a735aea8c1b1ac?cid=774b29d4f13844c495f206cafdad9c86,0.215,0.813,-7.227,0.0614,0.0677,0.000914,0.0791,0.398,167.394,256000.0,Post Animal,Post Animal Perform the Most Curious Water Activities,z
248,6jPFzz3Jd5x8IhsU4qhMnp,Paint Me Silver,https://i.scdn.co/image/ab67616d00001e02278d7e7ae4ba3d04191c9032,https://p.scdn.co/mp3-preview/3ec4711aeffee03e65674efb854f56c137144444?cid=774b29d4f13844c495f206cafdad9c86,0.355,0.821,-6.134,0.049,0.00533,0.00304,0.216,0.702,177.427,224973.0,Pond,The Weather,z
249,0Bl1Gt8R9kjz7JO7SYAuhe,Shalala,https://i.scdn.co/image/ab67616d00001e020531153fccbbc988b6e4f38e,https://p.scdn.co/mp3-preview/605b45e2b682ddb811c90e6aaf2a9e70f08f9926?cid=774b29d4f13844c495f206cafdad9c86,0.452,0.729,-5.6,0.0304,0.0192,0.0583,0.115,0.46,84.005,228015.0,Moses Gunn Collective,Mercy Mountain,z
250,3WtE4Zdt3JoBTBqGz8SCdp,Meditation is the Practice of Death,https://i.scdn.co/image/ab67616d00001e02f6bed411c67054cd13159e87,https://p.scdn.co/mp3-preview/d93f6fdd30f247f25e2a542f941067c230c4eaae?cid=774b29d4f13844c495f206cafdad9c86,0.571,0.267,-16.335,0.0425,0.465,0.854,0.111,0.0395,124.823,411440.0,OM,God is Good,z
251,4yyvIYex9wTsGJsxuYdBUB,Swamp Fruit,https://i.scdn.co/image/ab67616d00001e026b13f1df52b989ec5f4856fe,https://p.scdn.co/mp3-preview/db2782f0687e77994e1773a9701cb9015475a324?cid=774b29d4f13844c495f206cafdad9c86,0.351,0.726,-6.133,0.0548,0.448,0.753,0.326,0.148,89.96,298000.0,Post Animal,Post Animal Perform the Most Curious Water Activities,z
252,2jImrW8JHP3o4zIyjLRVMV,Rattlesnake,https://i.scdn.co/image/ab67616d00001e02d39fa25b69d5d13f0405fd77,https://p.scdn.co/mp3-preview/58c5eb41be268f5e8d6c6e2918c0bc3c89020516?cid=774b29d4f13844c495f206cafdad9c86,0.581,0.963,-5.927,0.0388,0.0311,0.839,0.383,0.816,170.574,468093.0,King Gizzard & The Lizard Wizard,Flying Microtonal Banana,z
253,4dhARBZ8YLvm8oRDnCIeXr,Necessary Evil,https://i.scdn.co/image/ab67616d00001e02ee70875d2ac4c16bdeba0191,https://p.scdn.co/mp3-preview/7c89086aaf5995496ca6ecfd6dfad2bc741c9ac2?cid=774b29d4f13844c495f206cafdad9c86,0.828,0.724,-7.217,0.113,0.045,0.0618,0.132,0.694,96.2,317800.0,Unknown Mortal Orchestra,Multi-Love,z
254,7EDMvrb5PA5TP0VQ8z9p82,Taro,https://i.scdn.co/image/ab67616d00001e021b6dedfcf8b05b06b6bd002f,https://p.scdn.co/mp3-preview/f522f08b00f485d9d7828e2724536e4f72554b4f?cid=774b29d4f13844c495f206cafdad9c86,0.368,0.476,-10.664,0.0339,0.761,0.0035,0.0783,0.284,171.731,314987.0,alt-J,An Awesome Wave,z
255,07HpSzHmnCo2MZkDY0XxLC,A Whale's Tale,https://i.scdn.co/image/ab67616d00001e026b13f1df52b989ec5f4856fe,https://p.scdn.co/mp3-preview/dcd4d8e5ce09071cf8e7261ac95efe5b9948ca14?cid=774b29d4f13844c495f206cafdad9c86,0.336,0.796,-7.023,0.0794,0.629,0.357,0.162,0.243,123.417,291000.0,Post Animal,Post Animal Perform the Most Curious Water Activities,z
256,61iUB6sUL3ARJ0phDHaCGK,Entropy,https://i.scdn.co/image/ab67616d00001e02e9fc848924f30c739ff693a8,https://p.scdn.co/mp3-preview/c93ff5e105c7467739386383c773edd46db282e3?cid=774b29d4f13844c495f206cafdad9c86,0.348,0.246,-18.37,0.08,0.979,0.00207,0.07,0.149,65.969,114080.0,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",z
257,6Tju3413wSU9XWttd5By6e,Something,https://i.scdn.co/image/ab67616d00001e0207e8d23fc53bebbdbae1789c,https://p.scdn.co/mp3-preview/12707de240a87aa3d5019e5da60aa16e7dde3857?cid=774b29d4f13844c495f206cafdad9c86,0.396,0.458,-7.729,0.0282,0.686,0.847,0.119,0.149,103.025,270291.0,The Toxic Avenger,"Globe, Vol. 3",z
258,2vAwockUBNYExCTm7tWBON,Thursday in the Danger Room (feat. Kamasi Washington),https://i.scdn.co/image/ab67616d00001e025c06d547f7c2e1515812e1d7,https://p.scdn.co/mp3-preview/2e78eb663c85e0a642bea27883f8dcbf6f41b10f?cid=774b29d4f13844c495f206cafdad9c86,0.522,0.766,-7.844,0.208,0.232,1.74e-06,0.463,0.189,61.769,262520.0,Run The Jewels,Run the Jewels 3,z
259,1cCbsojaA6GIT7Y3zuMJ1q,Nangs,https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79,https://p.scdn.co/mp3-preview/e1d8d8d4e92221348b2aa630fed4230c7721f6ad?cid=774b29d4f13844c495f206cafdad9c86,0.536,0.526,-9.754,0.181,0.159,0.847,0.128,0.434,167.608,107533.0,Tame Impala,Currents,z
260,4rL1OrbBCOD5hDgXWPCqW3,Bones,https://i.scdn.co/image/ab67616d00001e02864a5a2cf9f14df77fb7892a,https://p.scdn.co/mp3-preview/fb2d7cb916057c6b1be69f908fc19c6be845cfe1?cid=774b29d4f13844c495f206cafdad9c86,0.51,0.603,-9.691,0.0361,0.191,0.389,0.551,0.413,91.118,193981.0,Crumb,Crumb,z
261,7IEHc5BVgiN1J6lSSkzWj3,Infanticide,https://i.scdn.co/image/ab67616d00001e0272c83590fb2dbd9d9c676ce9,https://p.scdn.co/mp3-preview/e1aafdfe240c38243fe38cddc563f62c7ab0bc2c?cid=774b29d4f13844c495f206cafdad9c86,0.643,0.61,-9.595,0.0277,0.00669,0.886,0.32,0.142,111.993,300977.0,El Tigr3,Man-Eater,z
262,68d6ZfyMUYURol2y15Ta2Y,Lingus,https://i.scdn.co/image/ab67616d00001e02a29d1ada28cf3d9d5fe1972d,https://p.scdn.co/mp3-preview/da065def642a98be2ae5e5d40c423490b40cd74d?cid=774b29d4f13844c495f206cafdad9c86,0.457,0.776,-10.238,0.142,0.147,0.676,0.689,0.476,129.896,645720.0,Snarky Puppy,We Like It Here,z
263,1UYj8qTWjneZJDVjUMwMub,The Moment,https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79,https://p.scdn.co/mp3-preview/fb8f9b24de04dc8cb60a2cd728957254816aa02c?cid=774b29d4f13844c495f206cafdad9c86,0.547,0.827,-6.036,0.0468,0.000296,0.101,0.0858,0.451,119.089,255413.0,Tame Impala,Currents,z
264,20yNjjGAAROnXoANUjI3JY,Ugo,https://i.scdn.co/image/ab67616d00001e02af8256de4c303b30cb711ef3,https://p.scdn.co/mp3-preview/27828d094ddb379e3cefc348695e18f351d34f51?cid=774b29d4f13844c495f206cafdad9c86,0.25,0.707,-6.118,0.0304,0.011,0.712,0.152,0.262,90.081,358741.0,The Dead Pirates,Ugo,z
265,4i0oGvIIrkoTLNCYJWnMvh,Vitality,https://i.scdn.co/image/ab67616d00001e02d82ec3e7949d73aa363c88c0,https://p.scdn.co/mp3-preview/c387c6215b2b7d2a633e6d7e4b4fed23e40ae5b5?cid=774b29d4f13844c495f206cafdad9c86,0.75,0.889,-10.149,0.0511,0.00199,0.813,0.0774,0.627,150.01,227208.0,Mittsies,Equilibrium,z
266,3bmxsQVFi8k7qfM5ULU8Me,In Cold Blood,https://i.scdn.co/image/ab67616d00001e02e7819dfc871a963b3193d0d8,https://p.scdn.co/mp3-preview/b8832977a9ef088223a38adc786d2aeb72f4ae4c?cid=774b29d4f13844c495f206cafdad9c86,0.491,0.748,-5.471,0.0374,0.143,0.000475,0.273,0.59,143.448,206853.0,alt-J,RELAXER,z
267,4NxyGehfY0tAmpmDmusg2x,Gelatin Mode,https://i.scdn.co/image/ab67616d00001e0219fd011755908898d74158a3,https://p.scdn.co/mp3-preview/076df7efaade393b9cc3ebc1b8f0253c1bfe9eae?cid=774b29d4f13844c495f206cafdad9c86,0.274,0.719,-6.072,0.053,0.121,0.0,0.116,0.494,153.714,347973.0,Post Animal,When I Think Of You In A Castle,z
268,4dz8WzdifDQPWqHq2jWRKA,Spaced,https://i.scdn.co/image/ab67616d00001e0207e8d23fc53bebbdbae1789c,https://p.scdn.co/mp3-preview/65cdd053f4c8973e205294d23636121682b96ae6?cid=774b29d4f13844c495f206cafdad9c86,0.46,0.818,-8.744,0.0329,0.000151,0.704,0.111,0.59,159.993,288000.0,The Toxic Avenger,"Globe, Vol. 3",z
269,2zAGtTlxNoCKdhvdYfgCrU,Quarter Master,https://i.scdn.co/image/ab67616d00001e021f6a69634529e41a5cd27b44,https://p.scdn.co/mp3-preview/3097a3aa88629a20c810ef73297ca108b26cf627?cid=774b29d4f13844c495f206cafdad9c86,0.575,0.852,-8.175,0.133,0.0214,0.768,0.861,0.547,122.305,524947.0,Snarky Puppy,GroundUP,z
270,7pfG4tSlLiJCXFCHXpr5os,Phyllis,https://i.scdn.co/image/ab67616d00001e02bf230632b5d6436c5894ca38,https://p.scdn.co/mp3-preview/8fb5db31e007aeb0410d59573ecfa355ef57675b?cid=774b29d4f13844c495f206cafdad9c86,0.528,0.8,-5.844,0.0363,0.000203,0.924,0.125,0.382,88.007,410333.0,Lettuce,Crush,z
271,6eb2mbMsAxB4dn1bSB3LA4,Putty Boy Strut - Live,https://i.scdn.co/image/ab67616d00001e0249e172c541b06caf70afc958,https://p.scdn.co/mp3-preview/26eafa79d326bd0e2bc2c1ce108895fa6e7e6792?cid=774b29d4f13844c495f206cafdad9c86,0.521,0.795,-5.752,0.081,0.33,0.348,0.0779,0.492,104.839,387378.0,BADBADNOTGOOD,Spotify Live,z
272,1LfKHwrMydWNruvTonm0eO,Tessellate,https://i.scdn.co/image/ab67616d00001e021b6dedfcf8b05b06b6bd002f,https://p.scdn.co/mp3-preview/37dd61d36b55399d718615119f60124443ce559b?cid=774b29d4f13844c495f206cafdad9c86,0.68,0.611,-6.47,0.0439,0.374,0.0436,0.119,0.423,116.952,182667.0,alt-J,An Awesome Wave,z
273,2WWkBERKDC4MZN8nhiAdQQ,Fiction,https://i.scdn.co/image/ab67616d00001e0272770e0507fc3a46e47daf95,,0.786,0.362,-13.785,0.0373,0.695,0.408,0.0897,0.642,115.022,176480.0,The xx,Coexist,z
274,2LRYFwjjIwl4eTMehOpWpv,Cult,https://i.scdn.co/image/ab67616d00001e0207e8d23fc53bebbdbae1789c,https://p.scdn.co/mp3-preview/35ccbd3e189010a3bff0c47b3aaa2c1177836fb8?cid=774b29d4f13844c495f206cafdad9c86,0.665,0.38,-10.278,0.0541,0.00221,0.894,0.332,0.358,107.996,307714.0,The Toxic Avenger,"Globe, Vol. 3",z
275,19n2inOfXSxHlBuygEdCZV,Marmalade March,https://i.scdn.co/image/ab67616d00001e02e9fc848924f30c739ff693a8,https://p.scdn.co/mp3-preview/7dd7bdb36dd946e976a8a37df63d568313b995ea?cid=774b29d4f13844c495f206cafdad9c86,0.467,0.93,-5.472,0.0449,0.000927,0.000105,0.387,0.473,100.018,285733.0,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",z
276,21tdec2IIGAqiQWqJVPrgI,The Last Illiterate,https://i.scdn.co/image/ab67616d00001e0252f4c5264f633f44d272bd66,https://p.scdn.co/mp3-preview/c463c2074bd1acd9496ca6ca19125197b15f6072?cid=774b29d4f13844c495f206cafdad9c86,0.279,0.803,-10.376,0.0433,0.0222,0.814,0.0978,0.129,111.037,716000.0,BNNT,Multiverse,z
277,4jV8ThgB8B7BB4zBFH7rNe,Vinta,https://i.scdn.co/image/ab67616d00001e02864a5a2cf9f14df77fb7892a,https://p.scdn.co/mp3-preview/a58f9ad06dc22a3b7015247ab86fe8f3fe2777dc?cid=774b29d4f13844c495f206cafdad9c86,0.326,0.728,-8.264,0.0434,0.0126,0.485,0.237,0.506,77.179,299971.0,Crumb,Crumb,z
278,4tTtREtjHMbYDEZHG17PBK,Automatic,https://i.scdn.co/image/ab67616d00001e0207e8d23fc53bebbdbae1789c,https://p.scdn.co/mp3-preview/bbde998f76145ba01c7f6913c3d629c1f0fbd3d7?cid=774b29d4f13844c495f206cafdad9c86,0.803,0.489,-11.383,0.0587,0.0521,0.861,0.14,0.258,120.014,241714.0,The Toxic Avenger,"Globe, Vol. 3",z
279,51XZD1FCrWyU3dDWJH4nzb,Shuggie,https://i.scdn.co/image/ab67616d00001e02aae09cc2185e3355c5b11afc,https://p.scdn.co/mp3-preview/23d517581694fe91a56b5aa6025b4aa3b78908e1?cid=774b29d4f13844c495f206cafdad9c86,0.467,0.645,-7.614,0.0364,0.101,0.00524,0.144,0.71,127.947,201707.0,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,z
280,4LqQinWUzMl3QmRlO3Wgbh,Man It Feels Like Space Again,https://i.scdn.co/image/ab67616d00001e02c7bf042fb2f6f630bd160b4b,https://p.scdn.co/mp3-preview/9bc1813cf906246f6a66ff2cbaa1e0d094dfcd7c?cid=774b29d4f13844c495f206cafdad9c86,0.168,0.789,-5.279,0.0535,0.000183,0.0119,0.377,0.164,153.927,501841.0,Pond,Man It Feels Like Space Again,z
281,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79,https://p.scdn.co/mp3-preview/529af81043b7b86ae5f9709f590d52a6f7dd7fb5?cid=774b29d4f13844c495f206cafdad9c86,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320.0,Tame Impala,Currents,z
282,7vgiGtKJ0uHroj1iyZwXuH,JPEG,https://i.scdn.co/image/ab67616d00001e026bf327b04f0e069f59d47746,https://p.scdn.co/mp3-preview/62b7ec262830360de3e0100e60a295f4fa87a73d?cid=774b29d4f13844c495f206cafdad9c86,0.4,0.812,-6.695,0.0562,0.0044,0.744,0.363,0.247,216.087,171867.0,Digitalism,JPEG,z
283,0Ffuk7PwKX7u2ZsGluJl8g,Ugo,https://i.scdn.co/image/ab67616d00001e02fc5fe091019dcfd0cd36a94d,https://p.scdn.co/mp3-preview/19ab7829a730625772a73586d1a86bb92bf4face?cid=774b29d4f13844c495f206cafdad9c86,0.247,0.622,-9.025,0.031,0.0146,0.715,0.111,0.27,90.046,358250.0,The Dead Pirates,Highmare,z
284,2CgUaNGnbBYEIaKGzoLksn,Giant Tortoise,https://i.scdn.co/image/ab67616d00001e023d3bd2d5fe5d5bb5812d0e1b,https://p.scdn.co/mp3-preview/557bffc95f30ca67556abcf5032eb74f1e250446?cid=774b29d4f13844c495f206cafdad9c86,0.297,0.7,-6.487,0.0419,0.00487,0.0957,0.222,0.259,78.235,252653.0,Pond,Hobo Rocket,z
285,3S4G4SL15Cp4CvAfmye8um,Hooker With A Penis,https://i.scdn.co/image/ab67616d00001e02dce45359981d62e087a29e6f,https://p.scdn.co/mp3-preview/e54e480d94ee5caa2a64414bd5f96913d16071ad?cid=774b29d4f13844c495f206cafdad9c86,0.25,0.91,-7.363,0.155,0.00129,0.553,0.149,0.274,90.835,273827.0,TOOL,Ænima,z
286,5EGJ7e7frJjYja6H4afzoT,Bambro Koyo Ganda,https://i.scdn.co/image/ab67616d00001e0255fa09a768d1ef5ea5d279f9,https://p.scdn.co/mp3-preview/b6a27e42e030bda246c71e6bd794ea07bdb6dacf?cid=774b29d4f13844c495f206cafdad9c86,0.723,0.571,-10.22,0.0572,0.21,0.334,0.133,0.185,115.518,302428.0,Bonobo,Migration,z
287,47X95Rup7LOEaVIHWlkRUT,She's A Big Boy,https://i.scdn.co/image/ab67616d00001e022338d03bba5e0883c312249c,https://p.scdn.co/mp3-preview/4e3048b9d8ec5271428c730319b048daed94b948?cid=774b29d4f13844c495f206cafdad9c86,0.688,0.307,-10.726,0.0852,0.623,0.357,0.11,0.513,149.543,280225.0,Mcbaise,She's A Big Boy,z
288,2kXW9JriUNpNJfpBpYzqMM,Because I'm Me,https://i.scdn.co/image/ab67616d00001e026302564afe3a87e5eeb421a9,,0.472,0.805,-5.793,0.086,0.0491,0.0162,0.337,0.512,94.922,252800.0,The Avalanches,Wildflower,z
289,1SlkhRMOEJp97Ho0BaIOkj,Ace of Aces,https://i.scdn.co/image/ab67616d00001e026963b16bfbfe84a24567f782,https://p.scdn.co/mp3-preview/d46b1c5220f8e70ad8473415e3008091e59fd43e?cid=774b29d4f13844c495f206cafdad9c86,0.721,0.848,-9.67,0.0648,0.0426,0.95,0.15,0.896,105.605,124565.0,The Fearless Flyers,The Fearless Flyers,z
290,0ubtINXSfA7mFoza07BBap,Ralphie,https://i.scdn.co/image/ab67616d00001e0219fd011755908898d74158a3,https://p.scdn.co/mp3-preview/0fd17ff905397f172c4604b2fb1860afeb0d1feb?cid=774b29d4f13844c495f206cafdad9c86,0.442,0.823,-4.597,0.0488,0.0322,2.43e-06,0.224,0.378,144.256,275933.0,Post Animal,When I Think Of You In A Castle,z
291,3ZoYlQOl3ewm2BSULB5RzG,Slow Jam 1,https://i.scdn.co/image/ab67616d00001e02cc6af6507ad880e3844f1b6e,,0.422,0.732,-7.762,0.0892,0.353,0.808,0.365,0.734,175.43,174564.0,King Gizzard & The Lizard Wizard,I'm In Your Mind Fuzz,z
292,52ojopYMUzeNcudsoz7O9D,"New Person, Same Old Mistakes",https://i.scdn.co/image/ab67616d00001e029e1cfc756886ac782e363d79,https://p.scdn.co/mp3-preview/06472c1a93364e3bc68aa6d8b5819622af4b1472?cid=774b29d4f13844c495f206cafdad9c86,0.47,0.809,-6.74,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240.0,Tame Impala,Currents,z
293,55YTMvuiWLIXweU5DYWfeo,Over the Rainbow,https://i.scdn.co/image/ab67616d00001e02d164f5570844a525b6b1ea88,https://p.scdn.co/mp3-preview/b72b9f37da68647ab3ee5ef4744b966008d2d656?cid=774b29d4f13844c495f206cafdad9c86,0.366,0.789,-8.754,0.0383,5.78e-06,0.0301,0.314,0.388,104.356,206000.0,Blac Rabbit,Blac Rabbit,z
294,476QHG5G8xxNI9VHTBFfjp,Ghostride,https://i.scdn.co/image/ab67616d00001e029d45a127005f8a96652280bd,https://p.scdn.co/mp3-preview/39b895b094de987211e243f209d0865b054fcdb2?cid=774b29d4f13844c495f206cafdad9c86,0.665,0.35,-9.426,0.028,0.508,0.83,0.109,0.467,87.061,126120.0,Crumb,Jinx,z
295,7JQaw1W3H6JD3LJ1yDvnS8,Start Running,https://i.scdn.co/image/ab67616d00001e0239e0e15775c351c381fc9d70,https://p.scdn.co/mp3-preview/6efb46a925ba80d6ac8c97a73ff5ecce16d11ed8?cid=774b29d4f13844c495f206cafdad9c86,0.314,0.793,-7.423,0.0381,0.0125,0.857,0.219,0.291,126.159,392157.0,The Comet Is Coming,Death to the Planet,z
