col0,country,country_code,geo_id_final,region,subnational_cases_7,subnational_cases_14,subnational_population,subnational_rate_14,national_cases_7,national_population,national_testing_rate,national_positivity_rate,subnational_testing_data,positivity_rate_combined,testing_rate_combined,colour,week
20,Croatia,HR,HR04,Kontinentalna Hrvatska,15846,26598,2702175,984.318188126232,18566,4076246,1422.36263463981,32.0219389779058,TRUE,39.9697313658721,1467.15146132282,Red,2020-47
21,Cyprus,CY,CY0,Kypros,1662,2849,875899,325.265812610815,1405,875899,9289.42720564814,1.72676547943859,FALSE,1.72676547943859,9289.42720564814,Red,2020-47
22,Czechia,CZ,CZ01,Praha,2354,5449,1308632,416.389023040855,32521,10649800,1336.09081860692,22.8552754566346,FALSE,22.8552754566346,1336.09081860692,Red,2020-47
23,Czechia,CZ,CZ02,Stredni Cechy,3855,8792,1369332,642.064890033973,32521,10649800,1336.09081860692,22.8552754566346,FALSE,22.8552754566346,1336.09081860692,Red,2020-47
24,Czechia,CZ,CZ03,Jihozapad,3403,8874,1226805,723.342340469757,32521,10649800,1336.09081860692,22.8552754566346,FALSE,22.8552754566346,1336.09081860692,Red,2020-47
25,Czechia,CZ,CZ04,Severozapad,3242,7737,1115685,693.47530889095,32521,10649800,1336.09081860692,22.8552754566346,FALSE,22.8552754566346,1336.09081860692,Red,2020-47
26,Czechia,CZ,CZ05,Severovychod,5432,13148,1513693,868.60413571312,32521,10649800,1336.09081860692,22.8552754566346,FALSE,22.8552754566346,1336.09081860692,Red,2020-47
27,Czechia,CZ,CZ06,Jihovychod,5380,13490,1696941,794.959871910691,32521,10649800,1336.09081860692,22.8552754566346,FALSE,22.8552754566346,1336.09081860692,Red,2020-47
28,Czechia,CZ,CZ07,Stredni Morava,3856,9336,1215413,768.1339594031,32521,10649800,1336.09081860692,22.8552754566346,FALSE,22.8552754566346,1336.09081860692,Red,2020-47
29,Czechia,CZ,CZ08,Moravskoslezsko,3558,8852,1203299,735.644257994065,32521,10649800,1336.09081860692,22.8552754566346,FALSE,22.8552754566346,1336.09081860692,Red,2020-47
30,Denmark,DK,DK01,Hovedstaden,3887,7288,1835562,397.044610860325,8557,5806081,8672.70022584942,1.69935497195876,TRUE,2.20883648245489,9586.98207960287,Red,2020-47
31,Denmark,DK,DK02,Sjaelland,901,1836,836738,219.423523253396,8557,5806081,8672.70022584942,1.69935497195876,TRUE,1.50794979079498,7140.82544356776,Red,2020-47
32,Denmark,DK,DK03,Syddanmark,1504,2553,1223348,208.689596092036,8557,5806081,8672.70022584942,1.69935497195876,TRUE,1.82754933411101,6727.11280845679,Red,2020-47
33,Denmark,DK,DK04,Midtjylland,1717,3332,1320678,252.29465471523,8557,5806081,8672.70022584942,1.69935497195876,TRUE,1.92002325945474,6771.21902537939,Red,2020-47
34,Denmark,DK,DK05,Nordjylland,358,839,589755,142.262464921874,8557,5806081,8672.70022584942,1.69935497195876,TRUE,0.372540245793313,16294.3934345618,Orange,2020-47
35,Denmark,DK,FO,Faroe Islands,2,3,48497,6.18594964636988,8557,5806081,8672.70022584942,1.69935497195876,FALSE,1.69935497195876,8672.70022584942,Green,2020-47
36,Denmark,DK,GL,Greenland,0,1,56025,1.78491744756805,8557,5806081,8672.70022584942,1.69935497195876,FALSE,1.69935497195876,8672.70022584942,Green,2020-47
37,Estonia,EE,EE00,Eesti,2069,3682,1326819,277.505824079999,2227,1324820,2941.98457148896,5.71377257799672,FALSE,5.71377257799672,2941.98457148896,Red,2020-47
38,Finland,FI,FI19,Lansi-Suomi,368,467,1379749,33.846735891818,2114,5517919,1448.31774442503,2.64524444110765,FALSE,2.64524444110765,1448.31774442503,Orange,2020-47
39,Finland,FI,FI1B,Helsinki-Uusimaa,1644,2649,1671024,158.525550799989,2114,5517919,1448.31774442503,2.64524444110765,FALSE,2.64524444110765,1448.31774442503,Red,2020-47
40,Finland,FI,FI1C,Etela-Suomi,332,538,1152719,46.6722592409772,2114,5517919,1448.31774442503,2.64524444110765,FALSE,2.64524444110765,1448.31774442503,Orange,2020-47
41,Finland,FI,FI1D,Pohjois- Ja Ita-Suomi,297,526,1284638,40.9453869494753,2114,5517919,1448.31774442503,2.64524444110765,FALSE,2.64524444110765,1448.31774442503,Orange,2020-47
42,Finland,FI,FI2,Aland,1,2,29789,6.71388767665917,2114,5517919,1448.31774442503,2.64524444110765,FALSE,2.64524444110765,1448.31774442503,Green,2020-47
43,France,FR,FR1,ILE-DE-FRANCE,0,0,0,345.4,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
44,France,FR,FRB,CENTRE-VAL DE LOIRE,0,0,0,370.8,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
45,France,FR,FRC,BOURGOGNE-FRANCHE-COMTE,0,0,0,616.3,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
46,France,FR,FRD,NORMANDIE,0,0,0,335.8,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
47,France,FR,FRE,HAUTS-DE-FRANCE,0,0,0,490.8,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
48,France,FR,FRF,GRAND EST,0,0,0,445.3,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
49,France,FR,FRG,PAYS-DE-LA-LOIRE,0,0,0,329.9,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
50,France,FR,FRH,BRETAGNE,0,0,0,205.7,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
51,France,FR,FRI,NOUVELLE-AQUITAINE,0,0,0,299.1,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
52,France,FR,FRJ,OCCITANIE,0,0,0,340.4,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
53,France,FR,FRK,AUVERGNE-RHONE-ALPES,0,0,0,752,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
54,France,FR,FRL,PROVENCE-ALPES-COTE-D'AZUR,0,0,0,451.2,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
55,France,FR,FRM,CORSE,0,0,0,179.1,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
56,France,FR,FRY1,GUADELOUPE,0,0,0,57.4,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
57,France,FR,FRY2,MARTINIQUE,0,0,0,155.2,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
58,France,FR,FRY3,GUYANE,0,0,0,117.6,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
59,France,FR,FRY4,REUNION,0,0,0,137.6,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
60,France,FR,FRY5,MAYOTTE,0,0,0,134.4,105938,67012883,1184.66623798293,13.3443509653234,FALSE,13.3443509653234,1184.66623798293,Red,2020-47
61,Germany,DE,DE1,Baden-Wurttemberg,15093,31396,11069533,283.625334510498,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
62,Germany,DE,DE2,Bayern,25074,49167,13076721,375.988751308528,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
63,Germany,DE,DE3,Berlin,8270,16849,3644826,462.271724356663,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
64,Germany,DE,DE4,Brandenburg,2607,5077,2511917,202.116550825525,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
65,Germany,DE,DE5,Bremen,1030,2053,682986,300.591813009344,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
66,Germany,DE,DE6,Hamburg,2534,5502,1841179,298.830260392933,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
67,Germany,DE,DE7,Hessen,11394,22153,6265809,353.553707111085,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
68,Germany,DE,DE8,Mecklenburg-Vorpommern,783,1461,1609675,90.7636634724401,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
69,Germany,DE,DE9,Niedersachsen,8322,17185,7982448,215.284834927832,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
70,Germany,DE,DEA,Nordrhein-Westfalen,29582,60855,17932651,339.353060515146,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
71,Germany,DE,DEB,Rheinland-Pfalz,5816,12038,4084844,294.699136613295,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
72,Germany,DE,DEC,Saarland,1261,2921,990509,294.898885320578,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
73,Germany,DE,DED,Sachsen,8844,17588,4077937,431.296510956398,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
74,Germany,DE,DEE,Sachsen-Anhalt,1948,3403,2208321,154.098973835778,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
75,Germany,DE,DEF,Schleswig-Holstein,1433,2842,2896712,98.1112378448393,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
76,Germany,DE,DEG,Thuringen,2950,4997,2143145,233.162011903068,127766,83019213,1668.21986134704,9.22536162138081,FALSE,9.22536162138081,1668.21986134704,Red,2020-47
77,Greece,EL,EL30,Attiki,3181,7411,3742235,198.036734732052,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
78,Greece,EL,EL41,Voreio Aigaio,232,464,221098,209.861690291183,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
79,Greece,EL,EL42,Notio Aigaio,122,222,344027,64.5298188804948,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
80,Greece,EL,EL43,Kriti,305,608,634930,95.7585875608335,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
81,Greece,EL,EL51,"Anatoliki Makedonia, Thraki",1498,3135,599723,522.741332248388,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
82,Greece,EL,EL52,Kentriki Makedonia,7118,14640,1873777,781.309622222922,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
83,Greece,EL,EL53,Dytiki Makedonia,626,1188,267008,444.930488974113,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
84,Greece,EL,EL54,Ipeiros,152,353,333696,105.784906022248,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
85,Greece,EL,EL61,Thessalia,2036,3970,718640,552.432372258711,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
86,Greece,EL,EL62,Ionia Nisia,79,171,203869,83.8773918545733,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
87,Greece,EL,EL63,Dytiki Ellada,460,799,655189,121.949544329957,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
88,Greece,EL,EL64,Sterea Ellada,263,625,555960,112.418159579826,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
89,Greece,EL,EL65,Peloponnisos,192,443,574447,77.1176453180189,17611,10724599,1332.42277869783,12.3242615310328,FALSE,12.3242615310328,1332.42277869783,Red,2020-47
90,Hungary,HU,HU11,Budapest,5604,12383,1752286,706.676878089536,33657,9772756,1554.67915089664,22.1522361536183,FALSE,22.1522361536183,1554.67915089664,Red,2020-47
91,Hungary,HU,HU12,Pest,4052,8422,1278874,658.548066502251,33657,9772756,1554.67915089664,22.1522361536183,FALSE,22.1522361536183,1554.67915089664,Red,2020-47
92,Hungary,HU,HU21,Kozep-Dunantul,3380,6977,1058236,659.304729757823,33657,9772756,1554.67915089664,22.1522361536183,FALSE,22.1522361536183,1554.67915089664,Red,2020-47
93,Hungary,HU,HU22,Nyugat-Dunantul,3565,8115,989343,820.241311658343,33657,9772756,1554.67915089664,22.1522361536183,FALSE,22.1522361536183,1554.67915089664,Red,2020-47
94,Hungary,HU,HU23,Del-Dunantul,1887,3925,879596,446.227586300984,33657,9772756,1554.67915089664,22.1522361536183,FALSE,22.1522361536183,1554.67915089664,Red,2020-47
95,Hungary,HU,HU31,Eszak-Magyarorszag,3096,7083,1126360,628.839802549806,33657,9772756,1554.67915089664,22.1522361536183,FALSE,22.1522361536183,1554.67915089664,Red,2020-47
96,Hungary,HU,HU32,Eszak-Alfold,3913,8584,1450960,591.608314495231,33657,9772756,1554.67915089664,22.1522361536183,FALSE,22.1522361536183,1554.67915089664,Red,2020-47
97,Hungary,HU,HU33,Del-Alfold,3725,7474,1237101,604.154389981093,33657,9772756,1554.67915089664,22.1522361536183,FALSE,22.1522361536183,1554.67915089664,Red,2020-47
98,Iceland,IS,IS,Island,83,197,356991,55.1834640088966,83,356991,1967.83672417512,1.18149466192171,FALSE,1.18149466192171,1967.83672417512,Orange,2020-47
99,Ireland,IE,IE04,Northern And Western,346,854,867947,98.3931046480949,2617,4904240,1587.23879744874,3.36193828524447,FALSE,3.36193828524447,1587.23879744874,Orange,2020-47
100,Ireland,IE,IE05,Southern,622,1340,1624381,82.492961934423,2617,4904240,1587.23879744874,3.36193828524447,FALSE,3.36193828524447,1587.23879744874,Orange,2020-47
101,Ireland,IE,IE06,Eastern And Midland,937,2222,2411912,92.1260808852064,2617,4904240,1587.23879744874,3.36193828524447,FALSE,3.36193828524447,1587.23879744874,Orange,2020-47
102,Isle of Man,IM,IM,Isle of Man,6,12,84077,14.2726310405937,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
103,Italy,IT,ITC1,Piemonte,22364,50650,4356406,1162.65563861587,235979,60359546,2501.99032312138,15.6257821863474,TRUE,15.3524037042376,3343.83434418188,Red,2020-47
104,Italy,IT,ITC2,Valle D'aosta/vallee D'aoste,754,1763,125666,1402.92521445737,235979,60359546,2501.99032312138,15.6257821863474,TRUE,16.3522012578616,3669.25023474926,Red,2020-47
105,Italy,IT,ITC3,Liguria,4670,11444,1550640,738.017850693907,235979,60359546,2501.99032312138,15.6257821863474,TRUE,12.4802907613779,2413.13264200588,Red,2020-47
106,Italy,IT,ITC4,Lombardia,51991,111368,10060574,1106.97461198536,235979,60359546,2501.99032312138,15.6257821863474,TRUE,20.9339781041001,2468.61660179628,Red,2020-47
107,Italy,IT,ITF1,Abruzzo,4465,9145,1311580,697.25064426112,235979,60359546,2501.99032312138,15.6257821863474,TRUE,14.1458623748574,2406.56307659464,Red,2020-47
108,Italy,IT,ITF2,Molise,879,1460,305617,477.722116243534,235979,60359546,2501.99032312138,15.6257821863474,TRUE,11.6795110284348,2462.55934715674,Red,2020-47
109,Italy,IT,ITF3,Campania,23165,48392,5801692,834.101500045159,235979,60359546,2501.99032312138,15.6257821863474,TRUE,14.0448416355435,2842.89479689718,Red,2020-47
110,Italy,IT,ITF4,Puglia,9005,18056,4029053,448.145010750665,235979,60359546,2501.99032312138,15.6257821863474,TRUE,15.8299054248849,1411.89505325445,Red,2020-47
111,Italy,IT,ITF5,Basilicata,1522,2973,562869,528.18684276448,235979,60359546,2501.99032312138,15.6257821863474,TRUE,11.9569486998193,2261.44982224994,Red,2020-47
112,Italy,IT,ITF6,Calabria,3827,6309,1947131,324.015179256044,235979,60359546,2501.99032312138,15.6257821863474,TRUE,16.517047906776,1189.95588894635,Red,2020-47
113,Italy,IT,ITG1,Sicilia,11385,22084,4999891,441.689628833909,235979,60359546,2501.99032312138,15.6257821863474,TRUE,17.3216486375462,1314.56865759674,Red,2020-47
114,Italy,IT,ITG2,Sardegna,3404,6410,1639591,390.951157941218,235979,60359546,2501.99032312138,15.6257821863474,TRUE,12.9056718228693,1608.6938754848,Red,2020-47
115,Italy,IT,ITH1,Provincia Autonoma Di Bolzano/bozen,3614,7751,531178,1459.20953051519,235979,60359546,2501.99032312138,15.6257821863474,TRUE,18.9790988341561,3584.86232487038,Red,2020-47
116,Italy,IT,ITH2,Provincia Autonoma Di Trento,1476,3082,541098,569.582589475474,235979,60359546,2501.99032312138,15.6257821863474,TRUE,6.62210058773386,4119.21685166088,Red,2020-47
117,Italy,IT,ITH3,Veneto,22380,43730,4905854,891.384048526516,235979,60359546,2501.99032312138,15.6257821863474,TRUE,20.399420284571,2236.28750468318,Red,2020-47
118,Italy,IT,ITH4,Friuli-Venezia Giulia,5642,9987,1215220,821.82650055134,235979,60359546,2501.99032312138,15.6257821863474,TRUE,12.7872716558633,3630.78290350718,Red,2020-47
119,Italy,IT,ITH5,Emilia-Romagna,17007,34641,4459477,776.795126424018,235979,60359546,2501.99032312138,15.6257821863474,TRUE,12.9229576833355,2951.08596815277,Red,2020-47
120,Italy,IT,ITI1,Toscana,14192,30838,3729641,826.835612328372,235979,60359546,2501.99032312138,15.6257821863474,TRUE,11.2753938681306,3374.77521294945,Red,2020-47
121,Italy,IT,ITI2,Umbria,2715,6621,882015,750.667505654666,235979,60359546,2501.99032312138,15.6257821863474,TRUE,9.15405104689976,3362.64122492248,Red,2020-47
122,Italy,IT,ITI3,Marche,3157,7704,1525271,505.090570790371,235979,60359546,2501.99032312138,15.6257821863474,TRUE,14.2168783211745,1455.87243184982,Red,2020-47
123,Italy,IT,ITI4,Lazio,18300,37014,5879082,629.588088752632,235979,60359546,2501.99032312138,15.6257821863474,TRUE,10.126105986576,3073.96630970618,Red,2020-47
124,Latvia,LV,LV00,Latvija,2702,5031,1919968,262.035617260288,2513,1919968,1973.00163336056,6.63393257833742,TRUE,7.13286344077506,1973.00163336056,Red,2020-47
125,Liechtenstein,LI,LI0,Liechtenstein,169,341,38378,888.529886914378,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
126,Lithuania,LT,LT01,Sostines Regionas,3127,5962,810538,735.560825032263,11353,2794184,2808.58382984084,14.4666590211145,TRUE,13.4390579336428,2870.68589011249,Red,2020-47
127,Lithuania,LT,LT02,Vidurio Ir Vakaru Lietuvos Regionas,9131,16455,1983646,829.533092094053,11353,2794184,2808.58382984084,14.4666590211145,TRUE,16.5389700954555,2783.20829422185,Red,2020-47
128,Luxembourg,LU,LU0,Luxembourg,4019,7884,613894,1284.26080072455,3831,613894,11350.4937334458,5.49799081515499,FALSE,5.49799081515499,11350.4937334458,Red,2020-47
129,Malta,MT,MT0,Malta,1000,1894,493559,383.743382250146,0,0,0,0,FALSE,0,0,Grey - no data,2020-47
130,Netherlands,NL,NL11,Groningen,664,1173,583990,200.859603760338,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
131,Netherlands,NL,NL12,Friesland (Nl),749,1395,647672,215.386800726294,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
132,Netherlands,NL,NL13,Drenthe,673,1235,492167,250.931086399535,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
133,Netherlands,NL,NL21,Overijssel,2521,5159,1156431,446.113948865086,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
134,Netherlands,NL,NL22,Gelderland,4098,7944,2071972,383.402864517474,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
135,Netherlands,NL,NL23,Flevoland,1251,2238,416546,537.275595012316,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
136,Netherlands,NL,NL31,Utrecht,2955,5884,1306912,450.221591048211,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
137,Netherlands,NL,NL32,Noord-Holland,5839,12109,2853359,424.377023711352,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
138,Netherlands,NL,NL33,Zuid-Holland,9068,19005,3709139,512.383062484312,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
139,Netherlands,NL,NL34,Zeeland,606,1257,383032,328.171014432215,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
140,Netherlands,NL,NL41,Noord-Brabant,6189,12616,2544806,495.754882690468,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
141,Netherlands,NL,NL42,Limburg (Nl),2076,4216,1116137,377.731407524345,36751,17282163,1716.25507756176,12.3905113180448,FALSE,12.3905113180448,1716.25507756176,Red,2020-47
142,Norway,NO,NOCSR03,Oslo,1187,2326,681071,341.520928067705,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Red,2020-47
143,Norway,NO,NOCSR11,Rogaland,102,268,475654,56.3434765606933,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Orange,2020-47
144,Norway,NO,NOCSR15,Møre og Romsdal,62,103,264970,38.872325168887,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Orange,2020-47
145,Norway,NO,NOCSR18,Nordland,45,101,242126,41.7138184251175,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Orange,2020-47
146,Norway,NO,NOCSR30,Viken,1337,2703,1227305,220.23865298357,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Red,2020-47
147,Norway,NO,NOCSR34,Innlandet,105,222,371054,59.8295665859956,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Orange,2020-47
148,Norway,NO,NOCSR38,Vestfold og Telemark,144,316,417711,75.6503898628478,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Orange,2020-47
149,Norway,NO,NOCSR42,Agder,89,233,305244,76.3323767215736,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Orange,2020-47
150,Norway,NO,NOCSR46,Vestland,407,1177,633117,185.905606704606,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Red,2020-47
151,Norway,NO,NOCSR50,Trøndelag,63,151,465634,32.4289033876392,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Orange,2020-47
152,Norway,NO,NOCSR54,Troms og Finnmark,59,140,244326,57.3004919656524,4212,5328212,2547.1959449061,3.10344827586207,FALSE,3.10344827586207,2547.1959449061,Orange,2020-47
153,Poland,PL,PL21,Malopolskie,12059,24765,3360545,736.934038972845,152357,37972812,864.170923133109,46.4290720706994,TRUE,73.9317025320336,485.367700774726,Red,2020-47
154,Poland,PL,PL22,Slaskie,16267,38436,4488998,856.226712509117,152357,37972812,864.170923133109,46.4290720706994,TRUE,37.0690244513821,977.567822485107,Red,2020-47
