date	voivodeship	region	infected_total
19.04.2020	Mazowieckie	Powiat pruszkowski	104
20.04.2020	Mazowieckie	Powiat pruszkowski	106
21.04.2020	Mazowieckie	Powiat pruszkowski	106
22.04.2020	Mazowieckie	Powiat pruszkowski	107
23.04.2020	Mazowieckie	Powiat pruszkowski	117
24.04.2020	Mazowieckie	Powiat pruszkowski	117
25.04.2020	Mazowieckie	Powiat pruszkowski	119
26.04.2020	Mazowieckie	Powiat pruszkowski	120
27.04.2020	Mazowieckie	Powiat pruszkowski	121
28.04.2020	Mazowieckie	Powiat pruszkowski	121
29.04.2020	Mazowieckie	Powiat pruszkowski	126
30.04.2020	Mazowieckie	Powiat pruszkowski	126
01.05.2020	Mazowieckie	Powiat pruszkowski	129
02.05.2020	Mazowieckie	Powiat pruszkowski	129
03.05.2020	Mazowieckie	Powiat pruszkowski	129
04.05.2020	Mazowieckie	Powiat pruszkowski	129
05.05.2020	Mazowieckie	Powiat pruszkowski	130
06.05.2020	Mazowieckie	Powiat pruszkowski	134
07.05.2020	Mazowieckie	Powiat pruszkowski	135
08.05.2020	Mazowieckie	Powiat pruszkowski	135
09.05.2020	Mazowieckie	Powiat pruszkowski	137
10.05.2020	Mazowieckie	Powiat pruszkowski	142
11.05.2020	Mazowieckie	Powiat pruszkowski	142
12.05.2020	Mazowieckie	Powiat pruszkowski	143
13.05.2020	Mazowieckie	Powiat pruszkowski	145
14.05.2020	Mazowieckie	Powiat pruszkowski	145
15.05.2020	Mazowieckie	Powiat pruszkowski	145
16.05.2020	Mazowieckie	Powiat pruszkowski	146
17.05.2020	Mazowieckie	Powiat pruszkowski	146
18.05.2020	Mazowieckie	Powiat pruszkowski	146
19.05.2020	Mazowieckie	Powiat pruszkowski	149
20.05.2020	Mazowieckie	Powiat pruszkowski	152
21.05.2020	Mazowieckie	Powiat pruszkowski	152
22.05.2020	Mazowieckie	Powiat pruszkowski	153
23.05.2020	Mazowieckie	Powiat pruszkowski	153
24.05.2020	Mazowieckie	Powiat pruszkowski	154
25.05.2020	Mazowieckie	Powiat pruszkowski	154
26.05.2020	Mazowieckie	Powiat pruszkowski	155
27.05.2020	Mazowieckie	Powiat pruszkowski	156
28.05.2020	Mazowieckie	Powiat pruszkowski	157
29.05.2020	Mazowieckie	Powiat pruszkowski	157
30.05.2020	Mazowieckie	Powiat pruszkowski	157
31.05.2020	Mazowieckie	Powiat pruszkowski	158
01.06.2020	Mazowieckie	Powiat pruszkowski	158
02.06.2020	Mazowieckie	Powiat pruszkowski	159
03.06.2020	Mazowieckie	Powiat pruszkowski	160
04.06.2020	Mazowieckie	Powiat pruszkowski	162
05.06.2020	Mazowieckie	Powiat pruszkowski	164
06.06.2020	Mazowieckie	Powiat pruszkowski	164
07.06.2020	Mazowieckie	Powiat pruszkowski	165
08.06.2020	Mazowieckie	Powiat pruszkowski	166
09.06.2020	Mazowieckie	Powiat pruszkowski	167
10.06.2020	Mazowieckie	Powiat pruszkowski	168
11.06.2020	Mazowieckie	Powiat pruszkowski	170
12.06.2020	Mazowieckie	Powiat pruszkowski	174
13.06.2020	Mazowieckie	Powiat pruszkowski	178
14.06.2020	Mazowieckie	Powiat pruszkowski	180
15.06.2020	Mazowieckie	Powiat pruszkowski	184
16.06.2020	Mazowieckie	Powiat pruszkowski	185
17.06.2020	Mazowieckie	Powiat pruszkowski	189
18.06.2020	Mazowieckie	Powiat pruszkowski	191
19.06.2020	Mazowieckie	Powiat pruszkowski	194
20.06.2020	Mazowieckie	Powiat pruszkowski	195
21.06.2020	Mazowieckie	Powiat pruszkowski	195
22.06.2020	Mazowieckie	Powiat pruszkowski	195
23.06.2020	Mazowieckie	Powiat pruszkowski	195
24.06.2020	Mazowieckie	Powiat pruszkowski	195
25.06.2020	Mazowieckie	Powiat pruszkowski	195
26.06.2020	Mazowieckie	Powiat pruszkowski	195
27.06.2020	Mazowieckie	Powiat pruszkowski	195
28.06.2020	Mazowieckie	Powiat pruszkowski	196
29.06.2020	Mazowieckie	Powiat pruszkowski	197
30.06.2020	Mazowieckie	Powiat pruszkowski	197
01.07.2020	Mazowieckie	Powiat pruszkowski	198
02.07.2020	Mazowieckie	Powiat pruszkowski	198
03.07.2020	Mazowieckie	Powiat pruszkowski	198
04.07.2020	Mazowieckie	Powiat pruszkowski	198
05.07.2020	Mazowieckie	Powiat pruszkowski	198
06.07.2020	Mazowieckie	Powiat pruszkowski	198
07.07.2020	Mazowieckie	Powiat pruszkowski	198
08.07.2020	Mazowieckie	Powiat pruszkowski	198
09.07.2020	Mazowieckie	Powiat pruszkowski	199
10.07.2020	Mazowieckie	Powiat pruszkowski	205
11.07.2020	Mazowieckie	Powiat pruszkowski	209
12.07.2020	Mazowieckie	Powiat pruszkowski	209
13.07.2020	Mazowieckie	Powiat pruszkowski	209
14.07.2020	Mazowieckie	Powiat pruszkowski	209
15.07.2020	Mazowieckie	Powiat pruszkowski	210
16.07.2020	Mazowieckie	Powiat pruszkowski	211
17.07.2020	Mazowieckie	Powiat pruszkowski	211
18.07.2020	Mazowieckie	Powiat pruszkowski	211
19.07.2020	Mazowieckie	Powiat pruszkowski	213
20.07.2020	Mazowieckie	Powiat pruszkowski	215
21.07.2020	Mazowieckie	Powiat pruszkowski	215
22.07.2020	Mazowieckie	Powiat pruszkowski	215
23.07.2020	Mazowieckie	Powiat pruszkowski	215
24.07.2020	Mazowieckie	Powiat pruszkowski	217
25.07.2020	Mazowieckie	Powiat pruszkowski	218
26.07.2020	Mazowieckie	Powiat pruszkowski	220
27.07.2020	Mazowieckie	Powiat pruszkowski	221
28.07.2020	Mazowieckie	Powiat pruszkowski	223
29.07.2020	Mazowieckie	Powiat pruszkowski	225
30.07.2020	Mazowieckie	Powiat pruszkowski	226
31.07.2020	Mazowieckie	Powiat pruszkowski	228
01.08.2020	Mazowieckie	Powiat pruszkowski	228
02.08.2020	Mazowieckie	Powiat pruszkowski	228
03.08.2020	Mazowieckie	Powiat pruszkowski	233
04.08.2020	Mazowieckie	Powiat pruszkowski	234
05.08.2020	Mazowieckie	Powiat pruszkowski	234
06.08.2020	Mazowieckie	Powiat pruszkowski	234
07.08.2020	Mazowieckie	Powiat pruszkowski	241
08.08.2020	Mazowieckie	Powiat pruszkowski	248
09.08.2020	Mazowieckie	Powiat pruszkowski	256
10.08.2020	Mazowieckie	Powiat pruszkowski	261
11.08.2020	Mazowieckie	Powiat pruszkowski	263
12.08.2020	Mazowieckie	Powiat pruszkowski	265
13.08.2020	Mazowieckie	Powiat pruszkowski	278
14.08.2020	Mazowieckie	Powiat pruszkowski	279
15.08.2020	Mazowieckie	Powiat pruszkowski	279
16.08.2020	Mazowieckie	Powiat pruszkowski	280
17.08.2020	Mazowieckie	Powiat pruszkowski	282
18.08.2020	Mazowieckie	Powiat pruszkowski	285
19.08.2020	Mazowieckie	Powiat pruszkowski	290
20.08.2020	Mazowieckie	Powiat pruszkowski	290
21.08.2020	Mazowieckie	Powiat pruszkowski	303
22.08.2020	Mazowieckie	Powiat pruszkowski	303
23.08.2020	Mazowieckie	Powiat pruszkowski	303
24.08.2020	Mazowieckie	Powiat pruszkowski	305
25.08.2020	Mazowieckie	Powiat pruszkowski	308
26.08.2020	Mazowieckie	Powiat pruszkowski	312
27.08.2020	Mazowieckie	Powiat pruszkowski	317
28.08.2020	Mazowieckie	Powiat pruszkowski	322
29.08.2020	Mazowieckie	Powiat pruszkowski	328
30.08.2020	Mazowieckie	Powiat pruszkowski	332
31.08.2020	Mazowieckie	Powiat pruszkowski	335
01.09.2020	Mazowieckie	Powiat pruszkowski	336
02.09.2020	Mazowieckie	Powiat pruszkowski	340
03.09.2020	Mazowieckie	Powiat pruszkowski	342
04.09.2020	Mazowieckie	Powiat pruszkowski	345
05.09.2020	Mazowieckie	Powiat pruszkowski	346
06.09.2020	Mazowieckie	Powiat pruszkowski	348
07.09.2020	Mazowieckie	Powiat pruszkowski	349
08.09.2020	Mazowieckie	Powiat pruszkowski	350
09.09.2020	Mazowieckie	Powiat pruszkowski	352
10.09.2020	Mazowieckie	Powiat pruszkowski	356
11.09.2020	Mazowieckie	Powiat pruszkowski	359
12.09.2020	Mazowieckie	Powiat pruszkowski	362
13.09.2020	Mazowieckie	Powiat pruszkowski	364
14.09.2020	Mazowieckie	Powiat pruszkowski	369
15.09.2020	Mazowieckie	Powiat pruszkowski	372
16.09.2020	Mazowieckie	Powiat pruszkowski	376
17.09.2020	Mazowieckie	Powiat pruszkowski	386
18.09.2020	Mazowieckie	Powiat pruszkowski	392
19.09.2020	Mazowieckie	Powiat pruszkowski	396
20.09.2020	Mazowieckie	Powiat pruszkowski	397
21.09.2020	Mazowieckie	Powiat pruszkowski	400
22.09.2020	Mazowieckie	Powiat pruszkowski	407
23.09.2020	Mazowieckie	Powiat pruszkowski	413
24.09.2020	Mazowieckie	Powiat pruszkowski	419
25.09.2020	Mazowieckie	Powiat pruszkowski	420
26.09.2020	Mazowieckie	Powiat pruszkowski	424
27.09.2020	Mazowieckie	Powiat pruszkowski	426
28.09.2020	Mazowieckie	Powiat pruszkowski	426
29.09.2020	Mazowieckie	Powiat pruszkowski	431
30.09.2020	Mazowieckie	Powiat pruszkowski	437
01.10.2020	Mazowieckie	Powiat pruszkowski	437
02.10.2020	Mazowieckie	Powiat pruszkowski	448
03.10.2020	Mazowieckie	Powiat pruszkowski	455
04.10.2020	Mazowieckie	Powiat pruszkowski	461
05.10.2020	Mazowieckie	Powiat pruszkowski	464
06.10.2020	Mazowieckie	Powiat pruszkowski	470
07.10.2020	Mazowieckie	Powiat pruszkowski	482
08.10.2020	Mazowieckie	Powiat pruszkowski	495
09.10.2020	Mazowieckie	Powiat pruszkowski	510
10.10.2020	Mazowieckie	Powiat pruszkowski	522
11.10.2020	Mazowieckie	Powiat pruszkowski	535
12.10.2020	Mazowieckie	Powiat pruszkowski	551
13.10.2020	Mazowieckie	Powiat pruszkowski	573
14.10.2020	Mazowieckie	Powiat pruszkowski	596
15.10.2020	Mazowieckie	Powiat pruszkowski	625
16.10.2020	Mazowieckie	Powiat pruszkowski	640
17.10.2020	Mazowieckie	Powiat pruszkowski	643
18.10.2020	Mazowieckie	Powiat pruszkowski	677
19.10.2020	Mazowieckie	Powiat pruszkowski	709
20.10.2020	Mazowieckie	Powiat pruszkowski	739
21.10.2020	Mazowieckie	Powiat pruszkowski	790
22.10.2020	Mazowieckie	Powiat pruszkowski	827
23.10.2020	Mazowieckie	Powiat pruszkowski	879
24.10.2020	Mazowieckie	Powiat pruszkowski	910
25.10.2020	Mazowieckie	Powiat pruszkowski	948
26.10.2020	Mazowieckie	Powiat pruszkowski	1018
27.10.2020	Mazowieckie	Powiat pruszkowski	1041
28.10.2020	Mazowieckie	Powiat pruszkowski	1107
29.10.2020	Mazowieckie	Powiat pruszkowski	1193
30.10.2020	Mazowieckie	Powiat pruszkowski	1313
31.10.2020	Mazowieckie	Powiat pruszkowski	1463
01.11.2020	Mazowieckie	Powiat pruszkowski	1583
02.11.2020	Mazowieckie	Powiat pruszkowski	1740
03.11.2020	Mazowieckie	Powiat pruszkowski	1811
04.11.2020	Mazowieckie	Powiat pruszkowski	1934
05.11.2020	Mazowieckie	Powiat pruszkowski	2023
06.11.2020	Mazowieckie	Powiat pruszkowski	2132
07.11.2020	Mazowieckie	Powiat pruszkowski	2271
08.11.2020	Mazowieckie	Powiat pruszkowski	2348
09.11.2020	Mazowieckie	Powiat pruszkowski	2419
10.11.2020	Mazowieckie	Powiat pruszkowski	2505
11.11.2020	Mazowieckie	Powiat pruszkowski	2599
12.11.2020	Mazowieckie	Powiat pruszkowski	2683
13.11.2020	Mazowieckie	Powiat pruszkowski	2787
14.11.2020	Mazowieckie	Powiat pruszkowski	2836
15.11.2020	Mazowieckie	Powiat pruszkowski	2971
16.11.2020	Mazowieckie	Powiat pruszkowski	3019
17.11.2020	Mazowieckie	Powiat pruszkowski	3059
18.11.2020	Mazowieckie	Powiat pruszkowski	3200
19.11.2020	Mazowieckie	Powiat pruszkowski	3281
20.11.2020	Mazowieckie	Powiat pruszkowski	3385
21.11.2020	Mazowieckie	Powiat pruszkowski	3485
22.11.2020	Mazowieckie	Powiat pruszkowski	3520
23.11.2020	Mazowieckie	Powiat pruszkowski	3550
04.03.2020	Mazowieckie	Powiat przasnyski	0
05.03.2020	Mazowieckie	Powiat przasnyski	0
06.03.2020	Mazowieckie	Powiat przasnyski	0
07.03.2020	Mazowieckie	Powiat przasnyski	0
08.03.2020	Mazowieckie	Powiat przasnyski	0
09.03.2020	Mazowieckie	Powiat przasnyski	0
10.03.2020	Mazowieckie	Powiat przasnyski	0
11.03.2020	Mazowieckie	Powiat przasnyski	0
12.03.2020	Mazowieckie	Powiat przasnyski	0
13.03.2020	Mazowieckie	Powiat przasnyski	0
14.03.2020	Mazowieckie	Powiat przasnyski	0
15.03.2020	Mazowieckie	Powiat przasnyski	0
16.03.2020	Mazowieckie	Powiat przasnyski	0
17.03.2020	Mazowieckie	Powiat przasnyski	0
18.03.2020	Mazowieckie	Powiat przasnyski	0
19.03.2020	Mazowieckie	Powiat przasnyski	NA
20.03.2020	Mazowieckie	Powiat przasnyski	NA
21.03.2020	Mazowieckie	Powiat przasnyski	NA
22.03.2020	Mazowieckie	Powiat przasnyski	NA
23.03.2020	Mazowieckie	Powiat przasnyski	NA
24.03.2020	Mazowieckie	Powiat przasnyski	NA
25.03.2020	Mazowieckie	Powiat przasnyski	NA
26.03.2020	Mazowieckie	Powiat przasnyski	NA
27.03.2020	Mazowieckie	Powiat przasnyski	NA
28.03.2020	Mazowieckie	Powiat przasnyski	NA
29.03.2020	Mazowieckie	Powiat przasnyski	NA
30.03.2020	Mazowieckie	Powiat przasnyski	NA
31.03.2020	Mazowieckie	Powiat przasnyski	NA
01.04.2020	Mazowieckie	Powiat przasnyski	NA
02.04.2020	Mazowieckie	Powiat przasnyski	NA
03.04.2020	Mazowieckie	Powiat przasnyski	NA
04.04.2020	Mazowieckie	Powiat przasnyski	NA
05.04.2020	Mazowieckie	Powiat przasnyski	NA
06.04.2020	Mazowieckie	Powiat przasnyski	NA
07.04.2020	Mazowieckie	Powiat przasnyski	NA
08.04.2020	Mazowieckie	Powiat przasnyski	1
09.04.2020	Mazowieckie	Powiat przasnyski	1
10.04.2020	Mazowieckie	Powiat przasnyski	1
11.04.2020	Mazowieckie	Powiat przasnyski	1
12.04.2020	Mazowieckie	Powiat przasnyski	1
13.04.2020	Mazowieckie	Powiat przasnyski	1
14.04.2020	Mazowieckie	Powiat przasnyski	2
15.04.2020	Mazowieckie	Powiat przasnyski	2
16.04.2020	Mazowieckie	Powiat przasnyski	2
17.04.2020	Mazowieckie	Powiat przasnyski	2
18.04.2020	Mazowieckie	Powiat przasnyski	2
19.04.2020	Mazowieckie	Powiat przasnyski	2
20.04.2020	Mazowieckie	Powiat przasnyski	2
21.04.2020	Mazowieckie	Powiat przasnyski	2
22.04.2020	Mazowieckie	Powiat przasnyski	2
23.04.2020	Mazowieckie	Powiat przasnyski	2
24.04.2020	Mazowieckie	Powiat przasnyski	2
25.04.2020	Mazowieckie	Powiat przasnyski	2
26.04.2020	Mazowieckie	Powiat przasnyski	2
27.04.2020	Mazowieckie	Powiat przasnyski	2
28.04.2020	Mazowieckie	Powiat przasnyski	3
29.04.2020	Mazowieckie	Powiat przasnyski	3
30.04.2020	Mazowieckie	Powiat przasnyski	3
01.05.2020	Mazowieckie	Powiat przasnyski	3
02.05.2020	Mazowieckie	Powiat przasnyski	3
03.05.2020	Mazowieckie	Powiat przasnyski	3
04.05.2020	Mazowieckie	Powiat przasnyski	3
05.05.2020	Mazowieckie	Powiat przasnyski	3
06.05.2020	Mazowieckie	Powiat przasnyski	3
07.05.2020	Mazowieckie	Powiat przasnyski	11
08.05.2020	Mazowieckie	Powiat przasnyski	11
09.05.2020	Mazowieckie	Powiat przasnyski	11
10.05.2020	Mazowieckie	Powiat przasnyski	11
11.05.2020	Mazowieckie	Powiat przasnyski	11
12.05.2020	Mazowieckie	Powiat przasnyski	11
13.05.2020	Mazowieckie	Powiat przasnyski	11
14.05.2020	Mazowieckie	Powiat przasnyski	11
15.05.2020	Mazowieckie	Powiat przasnyski	11
16.05.2020	Mazowieckie	Powiat przasnyski	12
17.05.2020	Mazowieckie	Powiat przasnyski	13
18.05.2020	Mazowieckie	Powiat przasnyski	13
19.05.2020	Mazowieckie	Powiat przasnyski	13
20.05.2020	Mazowieckie	Powiat przasnyski	13
21.05.2020	Mazowieckie	Powiat przasnyski	13
22.05.2020	Mazowieckie	Powiat przasnyski	13
23.05.2020	Mazowieckie	Powiat przasnyski	13
24.05.2020	Mazowieckie	Powiat przasnyski	13
25.05.2020	Mazowieckie	Powiat przasnyski	13
26.05.2020	Mazowieckie	Powiat przasnyski	13
27.05.2020	Mazowieckie	Powiat przasnyski	13
28.05.2020	Mazowieckie	Powiat przasnyski	13
29.05.2020	Mazowieckie	Powiat przasnyski	13
30.05.2020	Mazowieckie	Powiat przasnyski	13
31.05.2020	Mazowieckie	Powiat przasnyski	13
01.06.2020	Mazowieckie	Powiat przasnyski	13
02.06.2020	Mazowieckie	Powiat przasnyski	13
03.06.2020	Mazowieckie	Powiat przasnyski	13
04.06.2020	Mazowieckie	Powiat przasnyski	13
05.06.2020	Mazowieckie	Powiat przasnyski	13
06.06.2020	Mazowieckie	Powiat przasnyski	13
07.06.2020	Mazowieckie	Powiat przasnyski	13
08.06.2020	Mazowieckie	Powiat przasnyski	13
09.06.2020	Mazowieckie	Powiat przasnyski	13
10.06.2020	Mazowieckie	Powiat przasnyski	13
11.06.2020	Mazowieckie	Powiat przasnyski	13
12.06.2020	Mazowieckie	Powiat przasnyski	13
13.06.2020	Mazowieckie	Powiat przasnyski	13
14.06.2020	Mazowieckie	Powiat przasnyski	13
15.06.2020	Mazowieckie	Powiat przasnyski	13
16.06.2020	Mazowieckie	Powiat przasnyski	13
17.06.2020	Mazowieckie	Powiat przasnyski	13
18.06.2020	Mazowieckie	Powiat przasnyski	13
19.06.2020	Mazowieckie	Powiat przasnyski	13
20.06.2020	Mazowieckie	Powiat przasnyski	13
21.06.2020	Mazowieckie	Powiat przasnyski	13
22.06.2020	Mazowieckie	Powiat przasnyski	13
23.06.2020	Mazowieckie	Powiat przasnyski	13
24.06.2020	Mazowieckie	Powiat przasnyski	13
25.06.2020	Mazowieckie	Powiat przasnyski	13
26.06.2020	Mazowieckie	Powiat przasnyski	13
27.06.2020	Mazowieckie	Powiat przasnyski	13
28.06.2020	Mazowieckie	Powiat przasnyski	13
29.06.2020	Mazowieckie	Powiat przasnyski	13
30.06.2020	Mazowieckie	Powiat przasnyski	13
01.07.2020	Mazowieckie	Powiat przasnyski	13
02.07.2020	Mazowieckie	Powiat przasnyski	13
03.07.2020	Mazowieckie	Powiat przasnyski	13
04.07.2020	Mazowieckie	Powiat przasnyski	13
05.07.2020	Mazowieckie	Powiat przasnyski	13
06.07.2020	Mazowieckie	Powiat przasnyski	13
07.07.2020	Mazowieckie	Powiat przasnyski	13
08.07.2020	Mazowieckie	Powiat przasnyski	13
09.07.2020	Mazowieckie	Powiat przasnyski	13
10.07.2020	Mazowieckie	Powiat przasnyski	13
11.07.2020	Mazowieckie	Powiat przasnyski	13
12.07.2020	Mazowieckie	Powiat przasnyski	13
13.07.2020	Mazowieckie	Powiat przasnyski	13
14.07.2020	Mazowieckie	Powiat przasnyski	13
15.07.2020	Mazowieckie	Powiat przasnyski	13
16.07.2020	Mazowieckie	Powiat przasnyski	13
17.07.2020	Mazowieckie	Powiat przasnyski	13
18.07.2020	Mazowieckie	Powiat przasnyski	13
19.07.2020	Mazowieckie	Powiat przasnyski	13
20.07.2020	Mazowieckie	Powiat przasnyski	13
21.07.2020	Mazowieckie	Powiat przasnyski	13
22.07.2020	Mazowieckie	Powiat przasnyski	13
23.07.2020	Mazowieckie	Powiat przasnyski	13
24.07.2020	Mazowieckie	Powiat przasnyski	13
25.07.2020	Mazowieckie	Powiat przasnyski	13
26.07.2020	Mazowieckie	Powiat przasnyski	13
27.07.2020	Mazowieckie	Powiat przasnyski	13
28.07.2020	Mazowieckie	Powiat przasnyski	13
29.07.2020	Mazowieckie	Powiat przasnyski	13
30.07.2020	Mazowieckie	Powiat przasnyski	13
31.07.2020	Mazowieckie	Powiat przasnyski	13
01.08.2020	Mazowieckie	Powiat przasnyski	13
02.08.2020	Mazowieckie	Powiat przasnyski	13
03.08.2020	Mazowieckie	Powiat przasnyski	13
04.08.2020	Mazowieckie	Powiat przasnyski	13
05.08.2020	Mazowieckie	Powiat przasnyski	13
06.08.2020	Mazowieckie	Powiat przasnyski	13
07.08.2020	Mazowieckie	Powiat przasnyski	13
08.08.2020	Mazowieckie	Powiat przasnyski	13
09.08.2020	Mazowieckie	Powiat przasnyski	13
10.08.2020	Mazowieckie	Powiat przasnyski	13
11.08.2020	Mazowieckie	Powiat przasnyski	14
12.08.2020	Mazowieckie	Powiat przasnyski	15
13.08.2020	Mazowieckie	Powiat przasnyski	15
14.08.2020	Mazowieckie	Powiat przasnyski	15
15.08.2020	Mazowieckie	Powiat przasnyski	15
16.08.2020	Mazowieckie	Powiat przasnyski	15
17.08.2020	Mazowieckie	Powiat przasnyski	15
18.08.2020	Mazowieckie	Powiat przasnyski	15
19.08.2020	Mazowieckie	Powiat przasnyski	15
20.08.2020	Mazowieckie	Powiat przasnyski	15
21.08.2020	Mazowieckie	Powiat przasnyski	15
22.08.2020	Mazowieckie	Powiat przasnyski	16
23.08.2020	Mazowieckie	Powiat przasnyski	16
24.08.2020	Mazowieckie	Powiat przasnyski	16
25.08.2020	Mazowieckie	Powiat przasnyski	17
26.08.2020	Mazowieckie	Powiat przasnyski	17
27.08.2020	Mazowieckie	Powiat przasnyski	17
28.08.2020	Mazowieckie	Powiat przasnyski	18
29.08.2020	Mazowieckie	Powiat przasnyski	19
30.08.2020	Mazowieckie	Powiat przasnyski	19
31.08.2020	Mazowieckie	Powiat przasnyski	22
01.09.2020	Mazowieckie	Powiat przasnyski	22
02.09.2020	Mazowieckie	Powiat przasnyski	25
03.09.2020	Mazowieckie	Powiat przasnyski	25
04.09.2020	Mazowieckie	Powiat przasnyski	25
05.09.2020	Mazowieckie	Powiat przasnyski	25
06.09.2020	Mazowieckie	Powiat przasnyski	25
07.09.2020	Mazowieckie	Powiat przasnyski	29
08.09.2020	Mazowieckie	Powiat przasnyski	30
09.09.2020	Mazowieckie	Powiat przasnyski	30
10.09.2020	Mazowieckie	Powiat przasnyski	30
11.09.2020	Mazowieckie	Powiat przasnyski	30
12.09.2020	Mazowieckie	Powiat przasnyski	30
13.09.2020	Mazowieckie	Powiat przasnyski	32
14.09.2020	Mazowieckie	Powiat przasnyski	32
15.09.2020	Mazowieckie	Powiat przasnyski	32
16.09.2020	Mazowieckie	Powiat przasnyski	32
17.09.2020	Mazowieckie	Powiat przasnyski	33
18.09.2020	Mazowieckie	Powiat przasnyski	33
19.09.2020	Mazowieckie	Powiat przasnyski	34
20.09.2020	Mazowieckie	Powiat przasnyski	40
21.09.2020	Mazowieckie	Powiat przasnyski	61
22.09.2020	Mazowieckie	Powiat przasnyski	60
23.09.2020	Mazowieckie	Powiat przasnyski	66
24.09.2020	Mazowieckie	Powiat przasnyski	70
25.09.2020	Mazowieckie	Powiat przasnyski	71
26.09.2020	Mazowieckie	Powiat przasnyski	71
27.09.2020	Mazowieckie	Powiat przasnyski	93
28.09.2020	Mazowieckie	Powiat przasnyski	93
29.09.2020	Mazowieckie	Powiat przasnyski	94
30.09.2020	Mazowieckie	Powiat przasnyski	100
01.10.2020	Mazowieckie	Powiat przasnyski	102
02.10.2020	Mazowieckie	Powiat przasnyski	105
03.10.2020	Mazowieckie	Powiat przasnyski	109
04.10.2020	Mazowieckie	Powiat przasnyski	110
05.10.2020	Mazowieckie	Powiat przasnyski	112
06.10.2020	Mazowieckie	Powiat przasnyski	117
07.10.2020	Mazowieckie	Powiat przasnyski	119
08.10.2020	Mazowieckie	Powiat przasnyski	128
09.10.2020	Mazowieckie	Powiat przasnyski	130
10.10.2020	Mazowieckie	Powiat przasnyski	144
11.10.2020	Mazowieckie	Powiat przasnyski	173
12.10.2020	Mazowieckie	Powiat przasnyski	180
13.10.2020	Mazowieckie	Powiat przasnyski	184
14.10.2020	Mazowieckie	Powiat przasnyski	184
15.10.2020	Mazowieckie	Powiat przasnyski	186
16.10.2020	Mazowieckie	Powiat przasnyski	205
17.10.2020	Mazowieckie	Powiat przasnyski	214
18.10.2020	Mazowieckie	Powiat przasnyski	224
19.10.2020	Mazowieckie	Powiat przasnyski	229
20.10.2020	Mazowieckie	Powiat przasnyski	250
21.10.2020	Mazowieckie	Powiat przasnyski	257
22.10.2020	Mazowieckie	Powiat przasnyski	278
23.10.2020	Mazowieckie	Powiat przasnyski	293
24.10.2020	Mazowieckie	Powiat przasnyski	332
25.10.2020	Mazowieckie	Powiat przasnyski	358
26.10.2020	Mazowieckie	Powiat przasnyski	378
27.10.2020	Mazowieckie	Powiat przasnyski	399
28.10.2020	Mazowieckie	Powiat przasnyski	401
29.10.2020	Mazowieckie	Powiat przasnyski	424
30.10.2020	Mazowieckie	Powiat przasnyski	445
31.10.2020	Mazowieckie	Powiat przasnyski	462
01.11.2020	Mazowieckie	Powiat przasnyski	481
02.11.2020	Mazowieckie	Powiat przasnyski	488
03.11.2020	Mazowieckie	Powiat przasnyski	502
04.11.2020	Mazowieckie	Powiat przasnyski	525
05.11.2020	Mazowieckie	Powiat przasnyski	545
06.11.2020	Mazowieckie	Powiat przasnyski	562
07.11.2020	Mazowieckie	Powiat przasnyski	582
08.11.2020	Mazowieckie	Powiat przasnyski	602
09.11.2020	Mazowieckie	Powiat przasnyski	613
10.11.2020	Mazowieckie	Powiat przasnyski	620
11.11.2020	Mazowieckie	Powiat przasnyski	643
12.11.2020	Mazowieckie	Powiat przasnyski	661
13.11.2020	Mazowieckie	Powiat przasnyski	671
14.11.2020	Mazowieckie	Powiat przasnyski	692
15.11.2020	Mazowieckie	Powiat przasnyski	707
16.11.2020	Mazowieckie	Powiat przasnyski	719
17.11.2020	Mazowieckie	Powiat przasnyski	725
18.11.2020	Mazowieckie	Powiat przasnyski	737
19.11.2020	Mazowieckie	Powiat przasnyski	756
20.11.2020	Mazowieckie	Powiat przasnyski	769
21.11.2020	Mazowieckie	Powiat przasnyski	783
22.11.2020	Mazowieckie	Powiat przasnyski	798
23.11.2020	Mazowieckie	Powiat przasnyski	804
04.03.2020	Mazowieckie	Powiat przysuski	0
05.03.2020	Mazowieckie	Powiat przysuski	0
06.03.2020	Mazowieckie	Powiat przysuski	0
07.03.2020	Mazowieckie	Powiat przysuski	0
08.03.2020	Mazowieckie	Powiat przysuski	0
09.03.2020	Mazowieckie	Powiat przysuski	0
10.03.2020	Mazowieckie	Powiat przysuski	0
11.03.2020	Mazowieckie	Powiat przysuski	0
12.03.2020	Mazowieckie	Powiat przysuski	0
13.03.2020	Mazowieckie	Powiat przysuski	NA
14.03.2020	Mazowieckie	Powiat przysuski	NA
15.03.2020	Mazowieckie	Powiat przysuski	NA
16.03.2020	Mazowieckie	Powiat przysuski	NA
17.03.2020	Mazowieckie	Powiat przysuski	NA
18.03.2020	Mazowieckie	Powiat przysuski	NA
19.03.2020	Mazowieckie	Powiat przysuski	NA
20.03.2020	Mazowieckie	Powiat przysuski	NA
21.03.2020	Mazowieckie	Powiat przysuski	NA
22.03.2020	Mazowieckie	Powiat przysuski	NA
23.03.2020	Mazowieckie	Powiat przysuski	NA
24.03.2020	Mazowieckie	Powiat przysuski	NA
25.03.2020	Mazowieckie	Powiat przysuski	NA
26.03.2020	Mazowieckie	Powiat przysuski	NA
27.03.2020	Mazowieckie	Powiat przysuski	NA
