id_living_municipality	id_working_municipality	number_of_people	living_municipality	living_voivodeship	working_municipality	working_voivodeship
1464011	1432065	15	Siedlce	Mazowieckie	Ożarów Mazowiecki - obszar wiejski	Mazowieckie
1464011	1433011	40	Siedlce	Mazowieckie	Węgrów	Mazowieckie
1464011	1463011	12	Siedlce	Mazowieckie	Radom	Mazowieckie
1464011	1465011	1382	Siedlce	Mazowieckie	Warszawa	Mazowieckie
1464011	2466011	16	Siedlce	Mazowieckie	Gliwice	Śląskie
1464011	2469011	17	Siedlce	Mazowieckie	Katowice	Śląskie
1465011	0219064	14	Warszawa	Mazowieckie	Strzegom - miasto	Dolnośląskie
1465011	0223022	10	Warszawa	Mazowieckie	Długołęka	Dolnośląskie
1465011	0223052	47	Warszawa	Mazowieckie	Kobierzyce	Dolnośląskie
1465011	0264011	554	Warszawa	Mazowieckie	Wrocław	Dolnośląskie
1465011	0402011	10	Warszawa	Mazowieckie	Brodnica	Kujawsko-pomorskie
1465011	0407011	18	Warszawa	Mazowieckie	Inowrocław	Kujawsko-pomorskie
1465011	0461011	84	Warszawa	Mazowieckie	Bydgoszcz	Kujawsko-pomorskie
1465011	0463011	113	Warszawa	Mazowieckie	Toruń	Kujawsko-pomorskie
1465011	0464011	27	Warszawa	Mazowieckie	Włocławek	Kujawsko-pomorskie
1465011	0602011	43	Warszawa	Mazowieckie	Biłgoraj	Lubelskie
1465011	0616011	10	Warszawa	Mazowieckie	Dęblin	Lubelskie
1465011	0661011	14	Warszawa	Mazowieckie	Biała Podlaska	Lubelskie
1465011	0663011	136	Warszawa	Mazowieckie	Lublin	Lubelskie
1465011	0811021	157	Warszawa	Mazowieckie	Żary	Lubuskie
1465011	0862011	43	Warszawa	Mazowieckie	Zielona Góra	Lubuskie
1465011	1001011	105	Warszawa	Mazowieckie	Bełchatów	Łódzkie
1465011	1001042	12	Warszawa	Mazowieckie	Kleszczów	Łódzkie
1465011	1002011	29	Warszawa	Mazowieckie	Kutno	Łódzkie
1465011	1006104	29	Warszawa	Mazowieckie	Rzgów - miasto	Łódzkie
1465011	1013011	10	Warszawa	Mazowieckie	Rawa Mazowiecka	Łódzkie
1465011	1016011	13	Warszawa	Mazowieckie	Tomaszów Mazowiecki	Łódzkie
1465011	1019011	14	Warszawa	Mazowieckie	Zduńska Wola	Łódzkie
1465011	1061011	313	Warszawa	Mazowieckie	Łódź	Łódzkie
1465011	1062011	40	Warszawa	Mazowieckie	Piotrków Trybunalski	Łódzkie
1465011	1063011	54	Warszawa	Mazowieckie	Skierniewice	Łódzkie
1465011	1206152	10	Warszawa	Mazowieckie	Wielka Wieś	Małopolskie
1465011	1206162	36	Warszawa	Mazowieckie	Zabierzów	Małopolskie
1465011	1211124	13	Warszawa	Mazowieckie	Rabka-Zdrój - miasto	Małopolskie
1465011	1212042	19	Warszawa	Mazowieckie	Klucze	Małopolskie
1465011	1216092	12	Warszawa	Mazowieckie	Tarnów	Małopolskie
1465011	1217011	10	Warszawa	Mazowieckie	Zakopane	Małopolskie
1465011	1218014	11	Warszawa	Mazowieckie	Andrychów - miasto	Małopolskie
1465011	1218094	26	Warszawa	Mazowieckie	Wadowice - miasto	Małopolskie
1465011	1261011	471	Warszawa	Mazowieckie	Kraków	Małopolskie
1465011	1262011	39	Warszawa	Mazowieckie	Nowy Sącz	Małopolskie
1465011	1263011	10	Warszawa	Mazowieckie	Tarnów	Małopolskie
1465011	1402011	66	Warszawa	Mazowieckie	Ciechanów	Mazowieckie
1465011	1403011	69	Warszawa	Mazowieckie	Garwolin	Mazowieckie
1465011	1403042	13	Warszawa	Mazowieckie	Garwolin	Mazowieckie
1465011	1405011	101	Warszawa	Mazowieckie	Milanówek	Mazowieckie
1465011	1405021	43	Warszawa	Mazowieckie	Podkowa Leśna	Mazowieckie
1465011	1405044	375	Warszawa	Mazowieckie	Grodzisk Mazowiecki - miasto	Mazowieckie
1465011	1405045	100	Warszawa	Mazowieckie	Grodzisk Mazowiecki - obszar wiejski	Mazowieckie
1465011	1405052	41	Warszawa	Mazowieckie	Jaktorów	Mazowieckie
1465011	1405062	59	Warszawa	Mazowieckie	Żabia Wola	Mazowieckie
1465011	1406054	100	Warszawa	Mazowieckie	Grójec - miasto	Mazowieckie
1465011	1406055	49	Warszawa	Mazowieckie	Grójec - obszar wiejski	Mazowieckie
1465011	1406075	10	Warszawa	Mazowieckie	Mogielnica - obszar wiejski	Mazowieckie
1465011	1406114	21	Warszawa	Mazowieckie	Warka - miasto	Mazowieckie
1465011	1407054	11	Warszawa	Mazowieckie	Kozienice - miasto	Mazowieckie
1465011	1407055	19	Warszawa	Mazowieckie	Kozienice - obszar wiejski	Mazowieckie
1465011	1408011	337	Warszawa	Mazowieckie	Legionowo	Mazowieckie
1465011	1408022	148	Warszawa	Mazowieckie	Jabłonna	Mazowieckie
1465011	1408032	276	Warszawa	Mazowieckie	Nieporęt	Mazowieckie
1465011	1408044	19	Warszawa	Mazowieckie	Serock - miasto	Mazowieckie
1465011	1408045	79	Warszawa	Mazowieckie	Serock - obszar wiejski	Mazowieckie
1465011	1408052	108	Warszawa	Mazowieckie	Wieliszew	Mazowieckie
1465011	1412011	168	Warszawa	Mazowieckie	Mińsk Mazowiecki	Mazowieckie
1465011	1412052	42	Warszawa	Mazowieckie	Dębe Wielkie	Mazowieckie
1465011	1412074	19	Warszawa	Mazowieckie	Halinów - miasto	Mazowieckie
1465011	1412075	104	Warszawa	Mazowieckie	Halinów - obszar wiejski	Mazowieckie
1465011	1412112	30	Warszawa	Mazowieckie	Mińsk Mazowiecki	Mazowieckie
1465011	1412151	362	Warszawa	Mazowieckie	Sulejówek	Mazowieckie
1465011	1413011	15	Warszawa	Mazowieckie	Mława	Mazowieckie
1465011	1414011	323	Warszawa	Mazowieckie	Nowy Dwór Mazowiecki	Mazowieckie
1465011	1414022	299	Warszawa	Mazowieckie	Czosnów	Mazowieckie
1465011	1414032	14	Warszawa	Mazowieckie	Leoncin	Mazowieckie
1465011	1414052	11	Warszawa	Mazowieckie	Pomiechówek	Mazowieckie
1465011	1414064	28	Warszawa	Mazowieckie	Zakroczym - miasto	Mazowieckie
1465011	1415052	12	Warszawa	Mazowieckie	Kadzidło	Mazowieckie
1465011	1416011	61	Warszawa	Mazowieckie	Ostrów Mazowiecka	Mazowieckie
1465011	1416052	11	Warszawa	Mazowieckie	Małkinia Górna	Mazowieckie
1465011	1417011	470	Warszawa	Mazowieckie	Józefów	Mazowieckie
1465011	1417021	459	Warszawa	Mazowieckie	Otwock	Mazowieckie
1465011	1417032	68	Warszawa	Mazowieckie	Celestynów	Mazowieckie
1465011	1417044	165	Warszawa	Mazowieckie	Karczew - miasto	Mazowieckie
1465011	1417045	21	Warszawa	Mazowieckie	Karczew - obszar wiejski	Mazowieckie
1465011	1417052	21	Warszawa	Mazowieckie	Kołbiel	Mazowieckie
1465011	1417072	10	Warszawa	Mazowieckie	Sobienie-Jeziory	Mazowieckie
1465011	1417082	517	Warszawa	Mazowieckie	Wiązowna	Mazowieckie
1465011	1418014	64	Warszawa	Mazowieckie	Góra Kalwaria - miasto	Mazowieckie
1465011	1418015	156	Warszawa	Mazowieckie	Góra Kalwaria - obszar wiejski	Mazowieckie
1465011	1418024	743	Warszawa	Mazowieckie	Konstancin-Jeziorna - miasto	Mazowieckie
1465011	1418025	71	Warszawa	Mazowieckie	Konstancin-Jeziorna - obszar wiejski	Mazowieckie
1465011	1418032	827	Warszawa	Mazowieckie	Lesznowola	Mazowieckie
1465011	1418044	1617	Warszawa	Mazowieckie	Piaseczno - miasto	Mazowieckie
1465011	1418045	161	Warszawa	Mazowieckie	Piaseczno - obszar wiejski	Mazowieckie
1465011	1418052	21	Warszawa	Mazowieckie	Prażmów	Mazowieckie
1465011	1418064	15	Warszawa	Mazowieckie	Tarczyn - miasto	Mazowieckie
1465011	1418065	33	Warszawa	Mazowieckie	Tarczyn - obszar wiejski	Mazowieckie
1465011	1420011	45	Warszawa	Mazowieckie	Płońsk	Mazowieckie
1465011	1420122	18	Warszawa	Mazowieckie	Załuski	Mazowieckie
1465011	1421011	337	Warszawa	Mazowieckie	Piastów	Mazowieckie
1465011	1421021	1426	Warszawa	Mazowieckie	Pruszków	Mazowieckie
1465011	1421034	83	Warszawa	Mazowieckie	Brwinów - miasto	Mazowieckie
1465011	1421035	297	Warszawa	Mazowieckie	Brwinów - obszar wiejski	Mazowieckie
1465011	1421042	906	Warszawa	Mazowieckie	Michałowice	Mazowieckie
1465011	1421052	698	Warszawa	Mazowieckie	Nadarzyn	Mazowieckie
1465011	1421062	1250	Warszawa	Mazowieckie	Raszyn	Mazowieckie
1465011	1422011	16	Warszawa	Mazowieckie	Przasnysz	Mazowieckie
1465011	1424044	28	Warszawa	Mazowieckie	Pułtusk - miasto	Mazowieckie
1465011	1425011	12	Warszawa	Mazowieckie	Pionki	Mazowieckie
1465011	1426082	12	Warszawa	Mazowieckie	Siedlce	Mazowieckie
1465011	1428011	79	Warszawa	Mazowieckie	Sochaczew	Mazowieckie
1465011	1428072	85	Warszawa	Mazowieckie	Sochaczew	Mazowieckie
1465011	1428082	25	Warszawa	Mazowieckie	Teresin	Mazowieckie
1465011	1429011	26	Warszawa	Mazowieckie	Sokołów Podlaski	Mazowieckie
1465011	1432014	176	Warszawa	Mazowieckie	Błonie - miasto	Mazowieckie
1465011	1432015	189	Warszawa	Mazowieckie	Błonie - obszar wiejski	Mazowieckie
1465011	1432022	448	Warszawa	Mazowieckie	Izabelin	Mazowieckie
1465011	1432032	30	Warszawa	Mazowieckie	Kampinos	Mazowieckie
1465011	1432042	64	Warszawa	Mazowieckie	Leszno	Mazowieckie
1465011	1432054	747	Warszawa	Mazowieckie	Łomianki - miasto	Mazowieckie
1465011	1432055	289	Warszawa	Mazowieckie	Łomianki - obszar wiejski	Mazowieckie
1465011	1432064	940	Warszawa	Mazowieckie	Ożarów Mazowiecki - miasto	Mazowieckie
1465011	1432065	766	Warszawa	Mazowieckie	Ożarów Mazowiecki - obszar wiejski	Mazowieckie
1465011	1432072	679	Warszawa	Mazowieckie	Stare Babice	Mazowieckie
1465011	1433011	15	Warszawa	Mazowieckie	Węgrów	Mazowieckie
1465011	1433032	10	Warszawa	Mazowieckie	Korytnica	Mazowieckie
1465011	1434011	116	Warszawa	Mazowieckie	Kobyłka	Mazowieckie
1465011	1434021	755	Warszawa	Mazowieckie	Marki	Mazowieckie
1465011	1434031	522	Warszawa	Mazowieckie	Ząbki	Mazowieckie
1465011	1434041	482	Warszawa	Mazowieckie	Zielonka	Mazowieckie
1465011	1434052	32	Warszawa	Mazowieckie	Dąbrówka	Mazowieckie
1465011	1434072	25	Warszawa	Mazowieckie	Klembów	Mazowieckie
1465011	1434082	25	Warszawa	Mazowieckie	Poświętne	Mazowieckie
1465011	1434094	112	Warszawa	Mazowieckie	Radzymin - miasto	Mazowieckie
1465011	1434095	141	Warszawa	Mazowieckie	Radzymin - obszar wiejski	Mazowieckie
1465011	1434114	13	Warszawa	Mazowieckie	Tłuszcz - miasto	Mazowieckie
1465011	1434115	11	Warszawa	Mazowieckie	Tłuszcz - obszar wiejski	Mazowieckie
1465011	1434124	325	Warszawa	Mazowieckie	Wołomin - miasto	Mazowieckie
1465011	1434125	40	Warszawa	Mazowieckie	Wołomin - obszar wiejski	Mazowieckie
1465011	1435054	119	Warszawa	Mazowieckie	Wyszków - miasto	Mazowieckie
1465011	1438011	75	Warszawa	Mazowieckie	Żyrardów	Mazowieckie
1465011	1438024	76	Warszawa	Mazowieckie	Mszczonów - miasto	Mazowieckie
1465011	1438025	15	Warszawa	Mazowieckie	Mszczonów - obszar wiejski	Mazowieckie
1465011	1438032	21	Warszawa	Mazowieckie	Puszcza Mariańska	Mazowieckie
1465011	1438042	43	Warszawa	Mazowieckie	Radziejowice	Mazowieckie
1465011	1461011	30	Warszawa	Mazowieckie	Ostrołęka	Mazowieckie
1465011	1462011	127	Warszawa	Mazowieckie	Płock	Mazowieckie
1465011	1463011	214	Warszawa	Mazowieckie	Radom	Mazowieckie
1465011	1464011	127	Warszawa	Mazowieckie	Siedlce	Mazowieckie
1465011	1605024	10	Warszawa	Mazowieckie	Krapkowice - miasto	Opolskie
1465011	1661011	60	Warszawa	Mazowieckie	Opole	Opolskie
1465011	1811011	11	Warszawa	Mazowieckie	Mielec	Podkarpackie
1465011	1818011	27	Warszawa	Mazowieckie	Stalowa Wola	Podkarpackie
1465011	1863011	89	Warszawa	Mazowieckie	Rzeszów	Podkarpackie
1465011	2014052	12	Warszawa	Mazowieckie	Zambrów	Podlaskie
1465011	2061011	129	Warszawa	Mazowieckie	Białystok	Podlaskie
1465011	2062011	18	Warszawa	Mazowieckie	Łomża	Podlaskie
1465011	2205085	10	Warszawa	Mazowieckie	Żukowo - obszar wiejski	Pomorskie
1465011	2208021	99	Warszawa	Mazowieckie	Łeba	Pomorskie
1465011	2213031	16	Warszawa	Mazowieckie	Starogard Gdański	Pomorskie
1465011	2214011	19	Warszawa	Mazowieckie	Tczew	Pomorskie
1465011	2261011	253	Warszawa	Mazowieckie	Gdańsk	Pomorskie
1465011	2262011	111	Warszawa	Mazowieckie	Gdynia	Pomorskie
1465011	2264011	36	Warszawa	Mazowieckie	Sopot	Pomorskie
1465011	2403011	13	Warszawa	Mazowieckie	Cieszyn	Śląskie
1465011	2408021	14	Warszawa	Mazowieckie	Mikołów	Śląskie
1465011	2410054	229	Warszawa	Mazowieckie	Pszczyna - miasto	Śląskie
1465011	2415041	59	Warszawa	Mazowieckie	Wodzisław Śląski	Śląskie
1465011	2417011	15	Warszawa	Mazowieckie	Żywiec	Śląskie
1465011	2461011	85	Warszawa	Mazowieckie	Bielsko-Biała	Śląskie
1465011	2463011	47	Warszawa	Mazowieckie	Chorzów	Śląskie
1465011	2464011	162	Warszawa	Mazowieckie	Częstochowa	Śląskie
1465011	2465011	26	Warszawa	Mazowieckie	Dąbrowa Górnicza	Śląskie
1465011	2466011	95	Warszawa	Mazowieckie	Gliwice	Śląskie
1465011	2469011	382	Warszawa	Mazowieckie	Katowice	Śląskie
1465011	2472011	11	Warszawa	Mazowieckie	Ruda Śląska	Śląskie
1465011	2475011	96	Warszawa	Mazowieckie	Sosnowiec	Śląskie
1465011	2477011	44	Warszawa	Mazowieckie	Tychy	Śląskie
1465011	2478011	41	Warszawa	Mazowieckie	Zabrze	Śląskie
1465011	2605034	10	Warszawa	Mazowieckie	Końskie - miasto	Świętokrzyskie
1465011	2610011	51	Warszawa	Mazowieckie	Skarżysko-Kamienna	Świętokrzyskie
1465011	2661011	65	Warszawa	Mazowieckie	Kielce	Świętokrzyskie
1465011	2862011	39	Warszawa	Mazowieckie	Olsztyn	Warmińsko-mazurskie
1465011	3010112	21	Warszawa	Mazowieckie	Stare Miasto	Wielkopolskie
1465011	3010125	26	Warszawa	Mazowieckie	Ślesin - obszar wiejski	Wielkopolskie
1465011	3017011	11	Warszawa	Mazowieckie	Ostrów Wielkopolski	Wielkopolskie
1465011	3021052	12	Warszawa	Mazowieckie	Dopiewo	Wielkopolskie
1465011	3021072	121	Warszawa	Mazowieckie	Komorniki	Wielkopolskie
1465011	3021084	150	Warszawa	Mazowieckie	Kostrzyn - miasto	Wielkopolskie
1465011	3021095	69	Warszawa	Mazowieckie	Kórnik - obszar wiejski	Wielkopolskie
1465011	3021165	14	Warszawa	Mazowieckie	Swarzędz - obszar wiejski	Wielkopolskie
1465011	3021172	54	Warszawa	Mazowieckie	Tarnowo Podgórne	Wielkopolskie
1465011	3061011	72	Warszawa	Mazowieckie	Kalisz	Wielkopolskie
1465011	3062011	16	Warszawa	Mazowieckie	Konin	Wielkopolskie
1465011	3064011	534	Warszawa	Mazowieckie	Poznań	Wielkopolskie
1465011	3208011	11	Warszawa	Mazowieckie	Kołobrzeg	Zachodniopomorskie
1465011	3214011	45	Warszawa	Mazowieckie	Stargard	Zachodniopomorskie
1465011	3217034	58	Warszawa	Mazowieckie	Mirosławiec - miasto	Zachodniopomorskie
1465011	3261011	58	Warszawa	Mazowieckie	Koszalin	Zachodniopomorskie
1465011	3262011	133	Warszawa	Mazowieckie	Szczecin	Zachodniopomorskie
1601011	0215011	325	Brzeg	Opolskie	Oława	Dolnośląskie
1601011	0215034	54	Brzeg	Opolskie	Jelcz-Laskowice - miasto	Dolnośląskie
1601011	0215035	66	Brzeg	Opolskie	Jelcz-Laskowice - obszar wiejski	Dolnośląskie
1601011	0215042	93	Brzeg	Opolskie	Oława	Dolnośląskie
1601011	0223052	18	Brzeg	Opolskie	Kobierzyce	Dolnośląskie
1601011	0264011	327	Brzeg	Opolskie	Wrocław	Dolnośląskie
1601011	0265011	19	Brzeg	Opolskie	Wałbrzych	Dolnośląskie
1601011	1261011	24	Brzeg	Opolskie	Kraków	Małopolskie
1601011	1413011	25	Brzeg	Opolskie	Mława	Mazowieckie
1601011	1465011	420	Brzeg	Opolskie	Warszawa	Mazowieckie
1601011	1601022	708	Brzeg	Opolskie	Skarbimierz	Opolskie
1601011	1601034	12	Brzeg	Opolskie	Grodków - miasto	Opolskie
1601011	1601035	10	Brzeg	Opolskie	Grodków - obszar wiejski	Opolskie
1601011	1601044	50	Brzeg	Opolskie	Lewin Brzeski - miasto	Opolskie
1601011	1601045	53	Brzeg	Opolskie	Lewin Brzeski - obszar wiejski	Opolskie
1601011	1601052	89	Brzeg	Opolskie	Lubsza	Opolskie
1601011	1601062	38	Brzeg	Opolskie	Olszanka	Opolskie
1601011	1604024	16	Brzeg	Opolskie	Kluczbork - miasto	Opolskie
1601011	1605024	12	Brzeg	Opolskie	Krapkowice - miasto	Opolskie
1601011	1606024	10	Brzeg	Opolskie	Namysłów - miasto	Opolskie
1601011	1609032	13	Brzeg	Opolskie	Dobrzeń Wielki	Opolskie
1601011	1609092	27	Brzeg	Opolskie	Popielów	Opolskie
1601011	1661011	794	Brzeg	Opolskie	Opole	Opolskie
1601011	2472011	11	Brzeg	Opolskie	Ruda Śląska	Śląskie
1601011	2477011	10	Brzeg	Opolskie	Tychy	Śląskie
1601011	3021172	46	Brzeg	Opolskie	Tarnowo Podgórne	Wielkopolskie
1601011	3030054	17	Brzeg	Opolskie	Września - miasto	Wielkopolskie
1601011	3064011	46	Brzeg	Opolskie	Poznań	Wielkopolskie
1601022	0215011	128	Skarbimierz	Opolskie	Oława	Dolnośląskie
1601022	0215034	15	Skarbimierz	Opolskie	Jelcz-Laskowice - miasto	Dolnośląskie
1601022	0215035	18	Skarbimierz	Opolskie	Jelcz-Laskowice - obszar wiejski	Dolnośląskie
1601022	0215042	51	Skarbimierz	Opolskie	Oława	Dolnośląskie
1601022	0264011	86	Skarbimierz	Opolskie	Wrocław	Dolnośląskie
1601022	0265011	12	Skarbimierz	Opolskie	Wałbrzych	Dolnośląskie
1601022	0407064	26	Skarbimierz	Opolskie	Kruszwica - miasto	Kujawsko-pomorskie
1601022	1465011	103	Skarbimierz	Opolskie	Warszawa	Mazowieckie
1601022	1601011	362	Skarbimierz	Opolskie	Brzeg	Opolskie
1601022	1601044	23	Skarbimierz	Opolskie	Lewin Brzeski - miasto	Opolskie
1601022	1601045	19	Skarbimierz	Opolskie	Lewin Brzeski - obszar wiejski	Opolskie
1601022	1601052	14	Skarbimierz	Opolskie	Lubsza	Opolskie
1601022	1601062	14	Skarbimierz	Opolskie	Olszanka	Opolskie
1601022	1661011	192	Skarbimierz	Opolskie	Opole	Opolskie
1601022	2472011	12	Skarbimierz	Opolskie	Ruda Śląska	Śląskie
1601022	3021172	12	Skarbimierz	Opolskie	Tarnowo Podgórne	Wielkopolskie
1601034	0215011	54	Grodków - miasto	Opolskie	Oława	Dolnośląskie
1601034	0215034	32	Grodków - miasto	Opolskie	Jelcz-Laskowice - miasto	Dolnośląskie
1601034	0215042	12	Grodków - miasto	Opolskie	Oława	Dolnośląskie
1601034	0219052	37	Grodków - miasto	Opolskie	Marcinowice	Dolnośląskie
1601034	0264011	29	Grodków - miasto	Opolskie	Wrocław	Dolnośląskie
1601034	0265011	11	Grodków - miasto	Opolskie	Wałbrzych	Dolnośląskie
1601034	1261011	11	Grodków - miasto	Opolskie	Kraków	Małopolskie
1601034	1465011	132	Grodków - miasto	Opolskie	Warszawa	Mazowieckie
1601034	1601011	35	Grodków - miasto	Opolskie	Brzeg	Opolskie
1601034	1601022	68	Grodków - miasto	Opolskie	Skarbimierz	Opolskie
1601034	1601035	101	Grodków - miasto	Opolskie	Grodków - obszar wiejski	Opolskie
1601034	1607054	27	Grodków - miasto	Opolskie	Nysa - miasto	Opolskie
1601034	1607092	17	Grodków - miasto	Opolskie	Skoroszyce	Opolskie
1601034	1661011	175	Grodków - miasto	Opolskie	Opole	Opolskie
1601035	0215011	112	Grodków - obszar wiejski	Opolskie	Oława	Dolnośląskie
1601035	0215034	31	Grodków - obszar wiejski	Opolskie	Jelcz-Laskowice - miasto	Dolnośląskie
1601035	0215042	11	Grodków - obszar wiejski	Opolskie	Oława	Dolnośląskie
1601035	0217032	11	Grodków - obszar wiejski	Opolskie	Przeworno	Dolnośląskie
1601035	0217045	10	Grodków - obszar wiejski	Opolskie	Strzelin - obszar wiejski	Dolnośląskie
1601035	0223052	11	Grodków - obszar wiejski	Opolskie	Kobierzyce	Dolnośląskie
1601035	0264011	49	Grodków - obszar wiejski	Opolskie	Wrocław	Dolnośląskie
1601035	0265011	13	Grodków - obszar wiejski	Opolskie	Wałbrzych	Dolnośląskie
1601035	1261011	24	Grodków - obszar wiejski	Opolskie	Kraków	Małopolskie
1601035	1413011	22	Grodków - obszar wiejski	Opolskie	Mława	Mazowieckie
1601035	1465011	195	Grodków - obszar wiejski	Opolskie	Warszawa	Mazowieckie
1601035	1601011	90	Grodków - obszar wiejski	Opolskie	Brzeg	Opolskie
1601035	1601022	102	Grodków - obszar wiejski	Opolskie	Skarbimierz	Opolskie
1601035	1601034	478	Grodków - obszar wiejski	Opolskie	Grodków - miasto	Opolskie
1601035	1607054	39	Grodków - obszar wiejski	Opolskie	Nysa - miasto	Opolskie
1601035	1607092	17	Grodków - obszar wiejski	Opolskie	Skoroszyce	Opolskie
1601035	1609074	22	Grodków - obszar wiejski	Opolskie	Niemodlin - miasto	Opolskie
1601035	1609075	12	Grodków - obszar wiejski	Opolskie	Niemodlin - obszar wiejski	Opolskie
1601035	1661011	235	Grodków - obszar wiejski	Opolskie	Opole	Opolskie
1601035	3064011	14	Grodków - obszar wiejski	Opolskie	Poznań	Wielkopolskie
1601044	0215011	14	Lewin Brzeski - miasto	Opolskie	Oława	Dolnośląskie
1601044	0264011	18	Lewin Brzeski - miasto	Opolskie	Wrocław	Dolnośląskie
1601044	1465011	40	Lewin Brzeski - miasto	Opolskie	Warszawa	Mazowieckie
1601044	1601011	71	Lewin Brzeski - miasto	Opolskie	Brzeg	Opolskie
1601044	1601022	75	Lewin Brzeski - miasto	Opolskie	Skarbimierz	Opolskie
1601044	1601045	37	Lewin Brzeski - miasto	Opolskie	Lewin Brzeski - obszar wiejski	Opolskie
1601044	1609075	11	Lewin Brzeski - miasto	Opolskie	Niemodlin - obszar wiejski	Opolskie
1601044	1661011	435	Lewin Brzeski - miasto	Opolskie	Opole	Opolskie
1601045	0215011	17	Lewin Brzeski - obszar wiejski	Opolskie	Oława	Dolnośląskie
1601045	0264011	35	Lewin Brzeski - obszar wiejski	Opolskie	Wrocław	Dolnośląskie
1601045	1465011	53	Lewin Brzeski - obszar wiejski	Opolskie	Warszawa	Mazowieckie
1601045	1601011	103	Lewin Brzeski - obszar wiejski	Opolskie	Brzeg	Opolskie
1601045	1601022	67	Lewin Brzeski - obszar wiejski	Opolskie	Skarbimierz	Opolskie
1601045	1601034	14	Lewin Brzeski - obszar wiejski	Opolskie	Grodków - miasto	Opolskie
1601045	1601044	121	Lewin Brzeski - obszar wiejski	Opolskie	Lewin Brzeski - miasto	Opolskie
1601045	1601062	12	Lewin Brzeski - obszar wiejski	Opolskie	Olszanka	Opolskie
1601045	1605015	10	Lewin Brzeski - obszar wiejski	Opolskie	Gogolin - obszar wiejski	Opolskie
1601045	1609022	12	Lewin Brzeski - obszar wiejski	Opolskie	Dąbrowa	Opolskie
1601045	1609032	16	Lewin Brzeski - obszar wiejski	Opolskie	Dobrzeń Wielki	Opolskie
1601045	1609075	15	Lewin Brzeski - obszar wiejski	Opolskie	Niemodlin - obszar wiejski	Opolskie
1601045	1609092	14	Lewin Brzeski - obszar wiejski	Opolskie	Popielów	Opolskie
1601045	1661011	554	Lewin Brzeski - obszar wiejski	Opolskie	Opole	Opolskie
1601052	0215011	103	Lubsza	Opolskie	Oława	Dolnośląskie
1601052	0215034	45	Lubsza	Opolskie	Jelcz-Laskowice - miasto	Dolnośląskie
1601052	0215035	21	Lubsza	Opolskie	Jelcz-Laskowice - obszar wiejski	Dolnośląskie
1601052	0215042	47	Lubsza	Opolskie	Oława	Dolnośląskie
1601052	0264011	76	Lubsza	Opolskie	Wrocław	Dolnośląskie
1601052	0265011	16	Lubsza	Opolskie	Wałbrzych	Dolnośląskie
1601052	0407064	17	Lubsza	Opolskie	Kruszwica - miasto	Kujawsko-pomorskie
1601052	1261011	10	Lubsza	Opolskie	Kraków	Małopolskie
1601052	1465011	107	Lubsza	Opolskie	Warszawa	Mazowieckie
1601052	1601011	384	Lubsza	Opolskie	Brzeg	Opolskie
1601052	1601022	144	Lubsza	Opolskie	Skarbimierz	Opolskie
1601052	1606024	14	Lubsza	Opolskie	Namysłów - miasto	Opolskie
1601052	1609032	17	Lubsza	Opolskie	Dobrzeń Wielki	Opolskie
1601052	1609092	44	Lubsza	Opolskie	Popielów	Opolskie
1601052	1661011	233	Lubsza	Opolskie	Opole	Opolskie
1601052	3030054	11	Lubsza	Opolskie	Września - miasto	Wielkopolskie
1601062	0215011	39	Olszanka	Opolskie	Oława	Dolnośląskie
1601062	0264011	37	Olszanka	Opolskie	Wrocław	Dolnośląskie
