"","time_usec","domain","count"
"552",2020-02-22,"instagram.com",0
"553",2020-02-24,"stackoverflow.com",0
"554",2020-02-24,"wikipedia.org",2
"555",2020-02-24,"github.com",0
"556",2020-02-24,"pw.edu.pl",13
"557",2020-02-24,"youtube.com",0
"558",2020-02-24,"google.com",8
"559",2020-02-24,"facebook.com",10
"560",2020-02-24,"instagram.com",0
"561",2020-02-25,"stackoverflow.com",0
"562",2020-02-25,"wikipedia.org",13
"563",2020-02-25,"github.com",0
"564",2020-02-25,"pw.edu.pl",12
"565",2020-02-25,"youtube.com",0
"566",2020-02-25,"google.com",23
"567",2020-02-25,"facebook.com",8
"568",2020-02-25,"instagram.com",0
"569",2020-02-26,"stackoverflow.com",0
"570",2020-02-26,"wikipedia.org",8
"571",2020-02-26,"github.com",0
"572",2020-02-26,"pw.edu.pl",15
"573",2020-02-26,"youtube.com",0
"574",2020-02-26,"google.com",16
"575",2020-02-26,"facebook.com",0
"576",2020-02-26,"instagram.com",0
"577",2020-02-27,"stackoverflow.com",0
"578",2020-02-27,"wikipedia.org",0
"579",2020-02-27,"github.com",0
"580",2020-02-27,"pw.edu.pl",21
"581",2020-02-27,"youtube.com",0
"582",2020-02-27,"google.com",0
"583",2020-02-27,"facebook.com",18
"584",2020-02-27,"instagram.com",0
"585",2020-02-28,"stackoverflow.com",0
"586",2020-02-28,"wikipedia.org",4
"587",2020-02-28,"github.com",16
"588",2020-02-28,"pw.edu.pl",7
"589",2020-02-28,"youtube.com",2
"590",2020-02-28,"google.com",21
"591",2020-02-28,"facebook.com",9
"592",2020-02-28,"instagram.com",0
"593",2020-02-29,"stackoverflow.com",0
"594",2020-02-29,"wikipedia.org",8
"595",2020-02-29,"github.com",0
"596",2020-02-29,"pw.edu.pl",0
"597",2020-02-29,"youtube.com",4
"598",2020-02-29,"google.com",5
"599",2020-02-29,"facebook.com",0
"600",2020-02-29,"instagram.com",0
"601",2020-03-03,"stackoverflow.com",0
"602",2020-03-03,"wikipedia.org",0
"603",2020-03-03,"github.com",0
"604",2020-03-03,"pw.edu.pl",0
"605",2020-03-03,"youtube.com",0
"606",2020-03-03,"google.com",8
"607",2020-03-03,"facebook.com",0
"608",2020-03-03,"instagram.com",0
"609",2020-03-04,"stackoverflow.com",0
"610",2020-03-04,"wikipedia.org",1
"611",2020-03-04,"github.com",0
"612",2020-03-04,"pw.edu.pl",10
"613",2020-03-04,"youtube.com",0
"614",2020-03-04,"google.com",21
"615",2020-03-04,"facebook.com",11
"616",2020-03-04,"instagram.com",0
"617",2020-03-05,"stackoverflow.com",0
"618",2020-03-05,"wikipedia.org",1
"619",2020-03-05,"github.com",0
"620",2020-03-05,"pw.edu.pl",13
"621",2020-03-05,"youtube.com",0
"622",2020-03-05,"google.com",10
"623",2020-03-05,"facebook.com",23
"624",2020-03-05,"instagram.com",0
"625",2020-03-06,"stackoverflow.com",0
"626",2020-03-06,"wikipedia.org",0
"627",2020-03-06,"github.com",0
"628",2020-03-06,"pw.edu.pl",1
"629",2020-03-06,"youtube.com",0
"630",2020-03-06,"google.com",0
