"","time_usec","domain","count"
"369",2020-02-05,"stackoverflow.com",0
"370",2020-02-05,"wikipedia.org",27
"371",2020-02-05,"github.com",9
"372",2020-02-05,"pw.edu.pl",129
"373",2020-02-05,"youtube.com",95
"374",2020-02-05,"google.com",93
"375",2020-02-05,"facebook.com",39
"376",2020-02-05,"instagram.com",0
"377",2020-02-06,"stackoverflow.com",0
"378",2020-02-06,"wikipedia.org",17
"379",2020-02-06,"github.com",0
"380",2020-02-06,"pw.edu.pl",13
"381",2020-02-06,"youtube.com",95
"382",2020-02-06,"google.com",130
"383",2020-02-06,"facebook.com",32
"384",2020-02-06,"instagram.com",0
"385",2020-02-07,"stackoverflow.com",0
"386",2020-02-07,"wikipedia.org",1
"387",2020-02-07,"github.com",0
"388",2020-02-07,"pw.edu.pl",4
"389",2020-02-07,"youtube.com",80
"390",2020-02-07,"google.com",34
"391",2020-02-07,"facebook.com",15
"392",2020-02-07,"instagram.com",0
"393",2020-02-08,"stackoverflow.com",0
"394",2020-02-08,"wikipedia.org",2
"395",2020-02-08,"github.com",0
"396",2020-02-08,"pw.edu.pl",27
"397",2020-02-08,"youtube.com",94
"398",2020-02-08,"google.com",55
"399",2020-02-08,"facebook.com",37
"400",2020-02-08,"instagram.com",0
"401",2020-02-09,"stackoverflow.com",0
"402",2020-02-09,"wikipedia.org",5
"403",2020-02-09,"github.com",0
"404",2020-02-09,"pw.edu.pl",0
"405",2020-02-09,"youtube.com",105
"406",2020-02-09,"google.com",46
"407",2020-02-09,"facebook.com",71
"408",2020-02-09,"instagram.com",0
"409",2020-02-10,"stackoverflow.com",0
"410",2020-02-10,"wikipedia.org",8
"411",2020-02-10,"github.com",0
"412",2020-02-10,"pw.edu.pl",63
"413",2020-02-10,"youtube.com",169
"414",2020-02-10,"google.com",123
"415",2020-02-10,"facebook.com",25
"416",2020-02-10,"instagram.com",0
"417",2020-02-11,"stackoverflow.com",0
"418",2020-02-11,"wikipedia.org",3
"419",2020-02-11,"github.com",0
"420",2020-02-11,"pw.edu.pl",17
"421",2020-02-11,"youtube.com",100
"422",2020-02-11,"google.com",81
"423",2020-02-11,"facebook.com",8
"424",2020-02-11,"instagram.com",0
"425",2020-02-12,"stackoverflow.com",0
"426",2020-02-12,"wikipedia.org",14
"427",2020-02-12,"github.com",0
"428",2020-02-12,"pw.edu.pl",11
"429",2020-02-12,"youtube.com",125
"430",2020-02-12,"google.com",65
"431",2020-02-12,"facebook.com",11
"432",2020-02-12,"instagram.com",0
"433",2020-02-13,"stackoverflow.com",0
"434",2020-02-13,"wikipedia.org",15
"435",2020-02-13,"github.com",0
"436",2020-02-13,"pw.edu.pl",10
"437",2020-02-13,"youtube.com",57
"438",2020-02-13,"google.com",39
"439",2020-02-13,"facebook.com",5
"440",2020-02-13,"instagram.com",0
"441",2020-02-14,"stackoverflow.com",0
"442",2020-02-14,"wikipedia.org",48
"443",2020-02-14,"github.com",0
"444",2020-02-14,"pw.edu.pl",150
"445",2020-02-14,"youtube.com",182
"446",2020-02-14,"google.com",86
"447",2020-02-14,"facebook.com",29
"448",2020-02-14,"instagram.com",0
"449",2020-02-15,"stackoverflow.com",0
"450",2020-02-15,"wikipedia.org",2
"451",2020-02-15,"github.com",0
"452",2020-02-15,"pw.edu.pl",0
"453",2020-02-15,"youtube.com",45
"454",2020-02-15,"google.com",19
"455",2020-02-15,"facebook.com",13
"456",2020-02-15,"instagram.com",0
"457",2020-02-16,"stackoverflow.com",0
"458",2020-02-16,"wikipedia.org",17
"459",2020-02-16,"github.com",0
"460",2020-02-16,"pw.edu.pl",4
"461",2020-02-16,"youtube.com",206
"462",2020-02-16,"google.com",89
"463",2020-02-16,"facebook.com",9
"464",2020-02-16,"instagram.com",0
"465",2020-02-17,"stackoverflow.com",0
"466",2020-02-17,"wikipedia.org",7
"467",2020-02-17,"github.com",0
"468",2020-02-17,"pw.edu.pl",0
"469",2020-02-17,"youtube.com",74
"470",2020-02-17,"google.com",68
"471",2020-02-17,"facebook.com",2
"472",2020-02-17,"instagram.com",0
"473",2020-02-18,"stackoverflow.com",0
"474",2020-02-18,"wikipedia.org",4
"475",2020-02-18,"github.com",0
"476",2020-02-18,"pw.edu.pl",0
"477",2020-02-18,"youtube.com",52
"478",2020-02-18,"google.com",54
"479",2020-02-18,"facebook.com",3
"480",2020-02-18,"instagram.com",0
"481",2020-02-19,"stackoverflow.com",0
"482",2020-02-19,"wikipedia.org",9
"483",2020-02-19,"github.com",0
"484",2020-02-19,"pw.edu.pl",5
"485",2020-02-19,"youtube.com",190
"486",2020-02-19,"google.com",152
"487",2020-02-19,"facebook.com",8
"488",2020-02-19,"instagram.com",0
"489",2020-02-20,"stackoverflow.com",0
"490",2020-02-20,"wikipedia.org",3
"491",2020-02-20,"github.com",0
"492",2020-02-20,"pw.edu.pl",228
"493",2020-02-20,"youtube.com",149
"494",2020-02-20,"google.com",149
"495",2020-02-20,"facebook.com",16
"496",2020-02-20,"instagram.com",0
"497",2020-02-21,"stackoverflow.com",0
"498",2020-02-21,"wikipedia.org",6
"499",2020-02-21,"github.com",0
"500",2020-02-21,"pw.edu.pl",10
"501",2020-02-21,"youtube.com",134
"502",2020-02-21,"google.com",84
"503",2020-02-21,"facebook.com",4
"504",2020-02-21,"instagram.com",0
"505",2020-02-22,"stackoverflow.com",0
"506",2020-02-22,"wikipedia.org",5
"507",2020-02-22,"github.com",0
"508",2020-02-22,"pw.edu.pl",35
"509",2020-02-22,"youtube.com",86
"510",2020-02-22,"google.com",126
"511",2020-02-22,"facebook.com",3
"512",2020-02-22,"instagram.com",0
"513",2020-02-23,"stackoverflow.com",0
"514",2020-02-23,"wikipedia.org",11
"515",2020-02-23,"github.com",0
"516",2020-02-23,"pw.edu.pl",13
"517",2020-02-23,"youtube.com",127
"518",2020-02-23,"google.com",189
"519",2020-02-23,"facebook.com",35
"520",2020-02-23,"instagram.com",0
"521",2020-02-24,"stackoverflow.com",0
"522",2020-02-24,"wikipedia.org",3
"523",2020-02-24,"github.com",0
"524",2020-02-24,"pw.edu.pl",0
"525",2020-02-24,"youtube.com",23
"526",2020-02-24,"google.com",49
"527",2020-02-24,"facebook.com",2
"528",2020-02-24,"instagram.com",0
"529",2020-02-25,"stackoverflow.com",0
