"","endTime","artistName","trackName","msPlayed","X","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"15","2019-12-17 12:58","Frank Ocean","Good Guy",66786,15,0.513,0.131,0,-12.787,1,0.467,0.983,0.00414,0.12,0.814,105.808,"audio_features","2JUqYobT8NvARdPmc4ES2x","spotify:track:2JUqYobT8NvARdPmc4ES2x","https://api.spotify.com/v1/tracks/2JUqYobT8NvARdPmc4ES2x","https://api.spotify.com/v1/audio-analysis/2JUqYobT8NvARdPmc4ES2x",66786,5
"16","2019-12-17 13:03","Frank Ocean","Nights",307151,16,0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815,"audio_features","7eqoqGkKwgOaWNNHx90uEZ","spotify:track:7eqoqGkKwgOaWNNHx90uEZ","https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ","https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ",307151,4
"17","2019-12-17 13:04","Frank Ocean","Solo (Reprise)",78742,17,0.541,0.747,7,-6.811,0,0.162,0.404,0,0.086,0.604,83.286,"audio_features","2qtoRFCOEL1gRn5q9DJC7F","spotify:track:2qtoRFCOEL1gRn5q9DJC7F","https://api.spotify.com/v1/tracks/2qtoRFCOEL1gRn5q9DJC7F","https://api.spotify.com/v1/audio-analysis/2qtoRFCOEL1gRn5q9DJC7F",78743,4
"18","2019-12-17 13:06","Frank Ocean","Pretty Sweet",105923,18,0.201,0.724,0,-6.744,1,0.0499,0.258,0.0281,0.296,0.167,154.395,"audio_features","17yrCsl1Ai6CZLBmGj6d6p","spotify:track:17yrCsl1Ai6CZLBmGj6d6p","https://api.spotify.com/v1/tracks/17yrCsl1Ai6CZLBmGj6d6p","https://api.spotify.com/v1/audio-analysis/17yrCsl1Ai6CZLBmGj6d6p",158478,4
"19","2019-12-17 15:09","Foo Fighters","Arlandria",267560,19,0.632,0.734,9,-5.179,1,0.0375,0.000128,1.04e-05,0.337,0.645,116.337,"audio_features","5TOYgNohZAFEPOtnchPhZS","spotify:track:5TOYgNohZAFEPOtnchPhZS","https://api.spotify.com/v1/tracks/5TOYgNohZAFEPOtnchPhZS","https://api.spotify.com/v1/audio-analysis/5TOYgNohZAFEPOtnchPhZS",267560,4
"20","2019-12-17 15:13","Kings of Leon","The Runner",256373,20,0.427,0.367,4,-9.128,1,0.0295,0.153,7.24e-06,0.134,0.14,141.45,"audio_features","5Svl1yLSGt9bPp2OX1xC4r","spotify:track:5Svl1yLSGt9bPp2OX1xC4r","https://api.spotify.com/v1/tracks/5Svl1yLSGt9bPp2OX1xC4r","https://api.spotify.com/v1/audio-analysis/5Svl1yLSGt9bPp2OX1xC4r",256373,3
"22","2019-12-17 15:15","Rews","Miss You In The Dark",69492,21,0.655,0.687,6,-6.958,1,0.0432,0.000122,0.12,0.278,0.398,99.953,"audio_features","1NnWRcLBld7UXnuThC7y9R","spotify:track:1NnWRcLBld7UXnuThC7y9R","https://api.spotify.com/v1/tracks/1NnWRcLBld7UXnuThC7y9R","https://api.spotify.com/v1/audio-analysis/1NnWRcLBld7UXnuThC7y9R",210255,4
"23","2019-12-17 15:15","Royal Blood","I Only Lie When I Love You",37365,22,0.65,0.886,11,-4.821,1,0.0483,0.00111,0.000129,0.334,0.88,124.013,"audio_features","1LbwMX3159t6QxG3u7DRWe","spotify:track:1LbwMX3159t6QxG3u7DRWe","https://api.spotify.com/v1/tracks/1LbwMX3159t6QxG3u7DRWe","https://api.spotify.com/v1/audio-analysis/1LbwMX3159t6QxG3u7DRWe",169720,4
"24","2019-12-17 15:16","Perry Como","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)",23257,23,0.724,0.276,7,-12.25,1,0.0599,0.76,0,0.116,0.718,112.874,"audio_features","2pXpURmn6zC5ZYDMms6fwa","spotify:track:2pXpURmn6zC5ZYDMms6fwa","https://api.spotify.com/v1/tracks/2pXpURmn6zC5ZYDMms6fwa","https://api.spotify.com/v1/audio-analysis/2pXpURmn6zC5ZYDMms6fwa",155933,4
"25","2019-12-17 15:18","Albert King","Santa Claus Wants Some Lovin'",166926,24,0.799,0.652,5,-12.852,0,0.0402,0.55,9.95e-05,0.132,0.84,101.837,"audio_features","12sgnJNJGqosdt971lC7ov","spotify:track:12sgnJNJGqosdt971lC7ov","https://api.spotify.com/v1/tracks/12sgnJNJGqosdt971lC7ov","https://api.spotify.com/v1/audio-analysis/12sgnJNJGqosdt971lC7ov",233533,4
"26","2019-12-17 16:01","The Beatles","Come Together - Remastered 2009",231857,25,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,"audio_features","2EqlS6tkEnglzr7tkKAAYD","spotify:track:2EqlS6tkEnglzr7tkKAAYD","https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD","https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD",259947,4
"27","2019-12-17 23:00","The Beatles","Come Together - Remastered 2009",29251,26,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,"audio_features","2EqlS6tkEnglzr7tkKAAYD","spotify:track:2EqlS6tkEnglzr7tkKAAYD","https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD","https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD",259947,4
"28","2019-12-17 23:05","The Animals","House of the Rising Sun",269906,27,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,"audio_features","7BY005dacJkbO6EPiOh2wb","spotify:track:7BY005dacJkbO6EPiOh2wb","https://api.spotify.com/v1/tracks/7BY005dacJkbO6EPiOh2wb","https://api.spotify.com/v1/audio-analysis/7BY005dacJkbO6EPiOh2wb",271280,3
"30","2019-12-17 23:13","The Beatles","Here Comes The Sun - Remastered 2009",185733,28,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,"audio_features","6dGnYIeXmHdcikdzNNDMm2","spotify:track:6dGnYIeXmHdcikdzNNDMm2","https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2","https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2",185733,4
"31","2019-12-17 23:20","Pink Floyd","Comfortably Numb - 2011 Remastered Version",382296,29,0.523,0.3,11,-16.083,0,0.0339,0.116,1.91e-05,0.096,0.194,125.567,"audio_features","74tWcMU0HBcjxUTUBHuXWl","spotify:track:74tWcMU0HBcjxUTUBHuXWl","https://api.spotify.com/v1/tracks/74tWcMU0HBcjxUTUBHuXWl","https://api.spotify.com/v1/audio-analysis/74tWcMU0HBcjxUTUBHuXWl",195467,4
"32","2019-12-17 23:27","Bob Dylan","If You Ever Go to Houston",17480,30,0.585,0.578,10,-8.012,1,0.0324,0.34,0,0.0946,0.635,105.328,"audio_features","7lLbE90f0JwqowKNSlBxYD","spotify:track:7lLbE90f0JwqowKNSlBxYD","https://api.spotify.com/v1/tracks/7lLbE90f0JwqowKNSlBxYD","https://api.spotify.com/v1/audio-analysis/7lLbE90f0JwqowKNSlBxYD",348400,4
"33","2019-12-17 23:27","Dire Straits","Brothers In Arms",424000,31,0.22,0.44,8,-9.456,0,0.0352,0.503,0.862,0.12,0.13,79.095,"audio_features","26tWBbtjvgi0tipRL2VQ2X","spotify:track:26tWBbtjvgi0tipRL2VQ2X","https://api.spotify.com/v1/tracks/26tWBbtjvgi0tipRL2VQ2X","https://api.spotify.com/v1/audio-analysis/26tWBbtjvgi0tipRL2VQ2X",419400,4
"34","2019-12-17 23:33","Aerosmith","Gotta Love It",350520,32,0.519,0.957,9,-4.173,1,0.06,0.00229,0.00113,0.24,0.585,90.974,"audio_features","2BTiYYpWyRhqmslXR9nwmL","spotify:track:2BTiYYpWyRhqmslXR9nwmL","https://api.spotify.com/v1/tracks/2BTiYYpWyRhqmslXR9nwmL","https://api.spotify.com/v1/audio-analysis/2BTiYYpWyRhqmslXR9nwmL",358107,4
"35","2019-12-18 07:10","Nirvana","Come As You Are",218920,33,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,"audio_features","4P5KoWXOxwuobLmHXLMobV","spotify:track:4P5KoWXOxwuobLmHXLMobV","https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV","https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV",218920,4
"36","2019-12-18 07:13","Sex Pistols","God Save The Queen",199453,34,0.274,0.908,9,-5.419,1,0.0691,0.00103,0.00219,0.154,0.483,148.246,"audio_features","6ui6l3ZNvlrGQZArwo8195","spotify:track:6ui6l3ZNvlrGQZArwo8195","https://api.spotify.com/v1/tracks/6ui6l3ZNvlrGQZArwo8195","https://api.spotify.com/v1/audio-analysis/6ui6l3ZNvlrGQZArwo8195",200080,4
"37","2019-12-18 07:14","Green Day","American Idiot",2457,35,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,"audio_features","6nTiIhLmQ3FWhvrGafw2zj","spotify:track:6nTiIhLmQ3FWhvrGafw2zj","https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj","https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj",176346,4
"38","2019-12-18 07:16","Stormzy","Big Michael",146066,36,0.651,0.677,2,-5.14,1,0.543,0.517,1.56e-06,0.167,0.42,147.848,"audio_features","4zrQ9UIhPD6lL6VBISJ5aE","spotify:track:4zrQ9UIhPD6lL6VBISJ5aE","https://api.spotify.com/v1/tracks/4zrQ9UIhPD6lL6VBISJ5aE","https://api.spotify.com/v1/audio-analysis/4zrQ9UIhPD6lL6VBISJ5aE",146067,4
"39","2019-12-18 07:20","Stormzy","Audacity (feat. Headie One)",245920,37,0.678,0.516,1,-4.601,1,0.444,0.0523,0,0.13,0.11,133.939,"audio_features","6Oq4fiDzKaFMU89dTvM24u","spotify:track:6Oq4fiDzKaFMU89dTvM24u","https://api.spotify.com/v1/tracks/6Oq4fiDzKaFMU89dTvM24u","https://api.spotify.com/v1/audio-analysis/6Oq4fiDzKaFMU89dTvM24u",245920,4
"40","2019-12-18 07:24","Stormzy","Crown",213463,38,0.542,0.581,9,-5.687,1,0.159,0.701,1.02e-06,0.0741,0.0857,108.909,"audio_features","4CEGyF5A5u5BjweVvkgCsn","spotify:track:4CEGyF5A5u5BjweVvkgCsn","https://api.spotify.com/v1/tracks/4CEGyF5A5u5BjweVvkgCsn","https://api.spotify.com/v1/audio-analysis/4CEGyF5A5u5BjweVvkgCsn",213464,4
"41","2019-12-18 07:27","Stormzy","Rainfall (feat. Tiana Major9)",197946,39,0.548,0.67,4,-5.275,0,0.404,0.176,0,0.0863,0.297,108.048,"audio_features","0AtMTwBF9dmAd2kjgKXpSu","spotify:track:0AtMTwBF9dmAd2kjgKXpSu","https://api.spotify.com/v1/tracks/0AtMTwBF9dmAd2kjgKXpSu","https://api.spotify.com/v1/audio-analysis/0AtMTwBF9dmAd2kjgKXpSu",197947,4
"42","2019-12-18 07:33","Stormzy","Rachael's Little Brother",337800,40,0.575,0.629,5,-7.461,1,0.376,0.124,0,0.378,0.21,83.035,"audio_features","2bH4EXqG4bm7EsKRSKC29R","spotify:track:2bH4EXqG4bm7EsKRSKC29R","https://api.spotify.com/v1/tracks/2bH4EXqG4bm7EsKRSKC29R","https://api.spotify.com/v1/audio-analysis/2bH4EXqG4bm7EsKRSKC29R",337800,4
"43","2019-12-18 07:35","Stormzy","Handsome",152733,41,0.762,0.559,1,-6.854,1,0.153,0.173,0,0.127,0.282,139.955,"audio_features","766N0mjf1KzAAYsA1eAJaN","spotify:track:766N0mjf1KzAAYsA1eAJaN","https://api.spotify.com/v1/tracks/766N0mjf1KzAAYsA1eAJaN","https://api.spotify.com/v1/audio-analysis/766N0mjf1KzAAYsA1eAJaN",152733,4
"44","2019-12-18 07:39","Stormzy","Do Better",249346,42,0.337,0.724,1,-6.139,1,0.338,0.301,0,0.0859,0.518,59.143,"audio_features","0nLfmQWIqjZkCQNhfP0EHv","spotify:track:0nLfmQWIqjZkCQNhfP0EHv","https://api.spotify.com/v1/tracks/0nLfmQWIqjZkCQNhfP0EHv","https://api.spotify.com/v1/audio-analysis/0nLfmQWIqjZkCQNhfP0EHv",249347,4
"45","2019-12-18 07:42","Stormzy","Don't Forget to Breathe (feat. Yebba) [Interlude]",141360,43,0.388,0.215,5,-12.424,0,0.0321,0.952,0,0.134,0.283,54.33,"audio_features","2ixNRyMUQnlcmnox8xBTL5","spotify:track:2ixNRyMUQnlcmnox8xBTL5","https://api.spotify.com/v1/tracks/2ixNRyMUQnlcmnox8xBTL5","https://api.spotify.com/v1/audio-analysis/2ixNRyMUQnlcmnox8xBTL5",141360,3
"46","2019-12-18 07:46","Stormzy","One Second (feat. H.E.R.)",240893,44,0.495,0.497,5,-8.367,0,0.0847,0.457,6.55e-05,0.115,0.259,125.075,"audio_features","2DdI0KRBuxV5Km0bkm67yh","spotify:track:2DdI0KRBuxV5Km0bkm67yh","https://api.spotify.com/v1/tracks/2DdI0KRBuxV5Km0bkm67yh","https://api.spotify.com/v1/audio-analysis/2DdI0KRBuxV5Km0bkm67yh",240893,5
"47","2019-12-18 07:48","Stormzy","Pop Boy (feat. Aitch)",152906,45,0.883,0.802,9,-3.234,1,0.313,0.0209,0,0.198,0.715,109.914,"audio_features","3KcSwX6pyUnfJ0YZlcJE7d","spotify:track:3KcSwX6pyUnfJ0YZlcJE7d","https://api.spotify.com/v1/tracks/3KcSwX6pyUnfJ0YZlcJE7d","https://api.spotify.com/v1/audio-analysis/3KcSwX6pyUnfJ0YZlcJE7d",151944,4
"48","2019-12-18 07:52","Stormzy","Own It (feat. Ed Sheeran & Burna Boy)",216706,46,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104,"audio_features","4QPEwDdOMhY7rNS05mTyMR","spotify:track:4QPEwDdOMhY7rNS05mTyMR","https://api.spotify.com/v1/tracks/4QPEwDdOMhY7rNS05mTyMR","https://api.spotify.com/v1/audio-analysis/4QPEwDdOMhY7rNS05mTyMR",216707,4
"49","2019-12-18 07:55","Stormzy","Wiley Flow",207365,47,0.716,0.68,5,-4.721,0,0.309,0.241,0,0.202,0.475,140.417,"audio_features","5Rbj8akony3l0NNM5TjH1F","spotify:track:5Rbj8akony3l0NNM5TjH1F","https://api.spotify.com/v1/tracks/5Rbj8akony3l0NNM5TjH1F","https://api.spotify.com/v1/audio-analysis/5Rbj8akony3l0NNM5TjH1F",207366,4
"50","2019-12-18 07:58","Stormzy","Bronze",145120,48,0.799,0.481,1,-7.159,1,0.236,0.133,1.29e-06,0.112,0.0576,147.096,"audio_features","2ECa2abJzm8ogoS4KZGCPl","spotify:track:2ECa2abJzm8ogoS4KZGCPl","https://api.spotify.com/v1/tracks/2ECa2abJzm8ogoS4KZGCPl","https://api.spotify.com/v1/audio-analysis/2ECa2abJzm8ogoS4KZGCPl",145120,4
"51","2019-12-18 08:01","Stormzy","Superheroes",211666,49,0.841,0.711,2,-3.896,1,0.274,0.158,0,0.182,0.448,106.034,"audio_features","02t2kfqtYpPW8718hxnBcV","spotify:track:02t2kfqtYpPW8718hxnBcV","https://api.spotify.com/v1/tracks/02t2kfqtYpPW8718hxnBcV","https://api.spotify.com/v1/audio-analysis/02t2kfqtYpPW8718hxnBcV",211667,4
"52","2019-12-18 08:04","Stormzy","Lessons",187933,50,0.637,0.509,9,-7.985,0,0.38,0.574,0,0.154,0.461,94.202,"audio_features","5iVGN1Th2DqyWVNIBM8Vwk","spotify:track:5iVGN1Th2DqyWVNIBM8Vwk","https://api.spotify.com/v1/tracks/5iVGN1Th2DqyWVNIBM8Vwk","https://api.spotify.com/v1/audio-analysis/5iVGN1Th2DqyWVNIBM8Vwk",187933,4
"53","2019-12-18 08:06","Stormzy","Vossi Bop",104374,51,0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,"audio_features","44ZJ4hLD5onikKsVLQaILr","spotify:track:44ZJ4hLD5onikKsVLQaILr","https://api.spotify.com/v1/tracks/44ZJ4hLD5onikKsVLQaILr","https://api.spotify.com/v1/audio-analysis/44ZJ4hLD5onikKsVLQaILr",196267,4
"54","2019-12-18 22:49","Ludwig van Beethoven","Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",315426,52,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,"audio_features","3DNRdudZ2SstnDCVKFdXxG","spotify:track:3DNRdudZ2SstnDCVKFdXxG","https://api.spotify.com/v1/tracks/3DNRdudZ2SstnDCVKFdXxG","https://api.spotify.com/v1/audio-analysis/3DNRdudZ2SstnDCVKFdXxG",315427,3
"55","2019-12-18 22:52","Ludwig van Beethoven","Für Elise, WoO 59",188466,53,0.303,0.108,9,-27.433,0,0.0473,0.994,0.877,0.0805,0.18,126.931,"audio_features","6MQAB3vorg90FA3tQpbYXK","spotify:track:6MQAB3vorg90FA3tQpbYXK","https://api.spotify.com/v1/tracks/6MQAB3vorg90FA3tQpbYXK","https://api.spotify.com/v1/audio-analysis/6MQAB3vorg90FA3tQpbYXK",188467,3
"56","2019-12-18 23:00","Ludwig van Beethoven","Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",442800,54,0.259,0.00341,1,-39.682,0,0.0493,0.995,0.931,0.0709,0.362,138.532,"audio_features","4Gu7oJwPBMYtkXId4bYxP2","spotify:track:4Gu7oJwPBMYtkXId4bYxP2","https://api.spotify.com/v1/tracks/4Gu7oJwPBMYtkXId4bYxP2","https://api.spotify.com/v1/audio-analysis/4Gu7oJwPBMYtkXId4bYxP2",361027,3
"57","2019-12-18 23:07","Philharmonie Leipzig","Symphonie No. 9 für Solisten, Chor und Orchester in D Minor, Op. 125: I. Allegro ma non troppo, un poco maestoso - Live",441127,55,0.219,0.105,10,-21.974,1,0.0373,0.937,0.869,0.121,0.106,76.61,"audio_features","34CoxbMmQ4U1r9uVGY9aFJ","spotify:track:34CoxbMmQ4U1r9uVGY9aFJ","https://api.spotify.com/v1/tracks/34CoxbMmQ4U1r9uVGY9aFJ","https://api.spotify.com/v1/audio-analysis/34CoxbMmQ4U1r9uVGY9aFJ",868352,4
"58","2019-12-19 10:32","Dawid Podsiadlo","Cantate Tutti",19014,56,0.871,0.521,9,-8.926,0,0.0697,0.172,0.00621,0.0855,0.798,134.005,"audio_features","0NY8633mlPb98s9ZQ68Zd3","spotify:track:0NY8633mlPb98s9ZQ68Zd3","https://api.spotify.com/v1/tracks/0NY8633mlPb98s9ZQ68Zd3","https://api.spotify.com/v1/audio-analysis/0NY8633mlPb98s9ZQ68Zd3",186987,4
"59","2019-12-19 10:34","Dawid Podsiadlo","Dzins (PEJZAZ remix )",132519,57,0.616,0.537,0,-10.48,1,0.0401,0.0336,0.725,0.147,0.47,129.978,"audio_features","5Sejvpu4vvQwq2s1d6xtHT","spotify:track:5Sejvpu4vvQwq2s1d6xtHT","https://api.spotify.com/v1/tracks/5Sejvpu4vvQwq2s1d6xtHT","https://api.spotify.com/v1/audio-analysis/5Sejvpu4vvQwq2s1d6xtHT",258147,4
"60","2019-12-19 10:39","Dawid Podsiadlo","Dzins",311800,58,0.651,0.641,0,-7.916,1,0.0318,0.0118,0.000284,0.418,0.214,130.007,"audio_features","0Jb5dS1yA86aEoW9An0RyW","spotify:track:0Jb5dS1yA86aEoW9An0RyW","https://api.spotify.com/v1/tracks/0Jb5dS1yA86aEoW9An0RyW","https://api.spotify.com/v1/audio-analysis/0Jb5dS1yA86aEoW9An0RyW",311800,4
"61","2019-12-19 10:42","Dawid Podsiadlo","Malomiasteczkowy",203253,59,0.573,0.833,6,-8.18,0,0.0469,0.0131,0.000126,0.791,0.451,167.977,"audio_features","77vLpSAMNzeYL4EBeZxWqI","spotify:track:77vLpSAMNzeYL4EBeZxWqI","https://api.spotify.com/v1/tracks/77vLpSAMNzeYL4EBeZxWqI","https://api.spotify.com/v1/audio-analysis/77vLpSAMNzeYL4EBeZxWqI",203253,4
"62","2019-12-19 10:46","Dawid Podsiadlo","Najnowszy Klip",229666,60,0.719,0.673,8,-8.083,1,0.0343,0.0661,1.34e-06,0.135,0.345,94.008,"audio_features","35UvOH0tRlSCdtWtaXuiWh","spotify:track:35UvOH0tRlSCdtWtaXuiWh","https://api.spotify.com/v1/tracks/35UvOH0tRlSCdtWtaXuiWh","https://api.spotify.com/v1/audio-analysis/35UvOH0tRlSCdtWtaXuiWh",229667,4
"63","2019-12-19 10:50","Dawid Podsiadlo","Trofea",224986,61,0.758,0.673,0,-7.51,1,0.0579,0.00885,1.31e-05,0.158,0.635,109.908,"audio_features","3pe05XBTPu2wpWwkVPzuUX","spotify:track:3pe05XBTPu2wpWwkVPzuUX","https://api.spotify.com/v1/tracks/3pe05XBTPu2wpWwkVPzuUX","https://api.spotify.com/v1/audio-analysis/3pe05XBTPu2wpWwkVPzuUX",224987,4
