Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
19301240,SDGAIRBOD,COUNTRY,MRT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 4–6],4.93866,3.68068,6.0691,,2018-05-30T09:10:02.9+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301243,SDGAIRBOD,COUNTRY,MUS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,48[ 34–81],47.68457,33.81485,81.21654,,2018-05-30T09:10:02.987+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301246,SDGAIRBOD,COUNTRY,MUS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,9[ 4–18],9.27157,4.29452,17.92957,,2018-05-30T09:10:03.067+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301249,SDGAIRBOD,COUNTRY,MWI,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,54[ 49–59],53.97266,48.81715,58.64812,,2018-05-30T09:10:03.18+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301252,SDGAIRBOD,COUNTRY,MWI,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 3–5],4.01809,2.85529,4.84256,,2018-05-30T09:10:03.253+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301255,SDGAIRBOD,COUNTRY,MYS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,35[ 27–58],35.19356,26.72595,57.91468,,2018-05-30T09:10:03.33+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301258,SDGAIRBOD,COUNTRY,MYS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,3[ 1–5],2.88999,1.29476,5.33972,,2018-05-30T09:10:03.413+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301261,SDGAIRBOD,COUNTRY,NAM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,75[ 63–87],74.79065,63.26528,87.44886,,2018-05-30T09:10:03.483+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301264,SDGAIRBOD,COUNTRY,NAM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,9[ 6–12],9.39931,6.40162,12.15026,,2018-05-30T09:10:03.573+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301267,SDGAIRBOD,COUNTRY,NER,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,140[ 125–152],139.59137,124.62366,152.06024,,2018-05-30T09:10:03.663+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301270,SDGAIRBOD,COUNTRY,NER,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 5–8],6.51168,5.05334,7.57961,,2018-05-30T09:10:03.75+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301273,SDGAIRBOD,COUNTRY,NGA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,159[ 141–174],158.62488,140.6431,173.96748,,2018-05-30T09:10:03.827+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301276,SDGAIRBOD,COUNTRY,NGA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 6–8],6.83305,5.50474,7.91204,,2018-05-30T09:10:03.98+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301279,SDGAIRBOD,COUNTRY,NIC,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,43[ 37–49],42.80965,36.91702,48.56016,,2018-05-30T09:10:04.137+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301282,SDGAIRBOD,COUNTRY,NIC,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,6[ 4–8],6.13637,4.23484,7.92222,,2018-05-30T09:10:04.253+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301291,SDGAIRBOD,COUNTRY,NLD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,31[ 24–40],31.31677,23.60406,40.49934,,2018-05-30T09:10:04.487+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301294,SDGAIRBOD,COUNTRY,NLD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 3–12],6.93478,2.66813,12.36407,,2018-05-30T09:10:04.567+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301297,SDGAIRBOD,COUNTRY,NOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,19[ 12–27],18.67412,12.309,27.08198,,2018-05-30T09:10:04.64+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301300,SDGAIRBOD,COUNTRY,NOR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 1–8],3.62104,0.85382,7.72323,,2018-05-30T09:10:04.727+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301303,SDGAIRBOD,COUNTRY,NPL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,133[ 121–145],133.14172,121.08085,145.38356,,2018-05-30T09:10:04.853+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301306,SDGAIRBOD,COUNTRY,NPL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,31[ 25–36],30.87026,24.88458,35.98804,,2018-05-30T09:10:04.927+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301315,SDGAIRBOD,COUNTRY,NZL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,14[ 9–20],13.59947,8.83772,20.43633,,2018-05-30T09:10:05.17+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301318,SDGAIRBOD,COUNTRY,NZL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,2[ 0–5],2.064,0.32905,4.90106,,2018-05-30T09:10:05.247+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301321,SDGAIRBOD,COUNTRY,OMN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,22[ 18–34],22.0785,18.43795,34.36105,,2018-05-30T09:10:05.34+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301324,SDGAIRBOD,COUNTRY,OMN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,1[ 0–1],0.78502,0.44522,1.2821,,2018-05-30T09:10:05.43+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301327,SDGAIRBOD,COUNTRY,PAK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,113[ 99–127],113.03244,99.06229,126.53107,,2018-05-30T09:10:05.51+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301330,SDGAIRBOD,COUNTRY,PAK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,16[ 11–19],15.61447,11.24736,19.36204,,2018-05-30T09:10:05.63+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301333,SDGAIRBOD,COUNTRY,PAN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,26[ 20–34],26.37075,19.92514,34.00843,,2018-05-30T09:10:05.823+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301336,SDGAIRBOD,COUNTRY,PAN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 2–7],4.6521,2.44406,7.16733,,2018-05-30T09:10:05.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301339,SDGAIRBOD,COUNTRY,PER,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,58[ 48–69],58.27189,47.67518,68.52489,,2018-05-30T09:10:06.007+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301342,SDGAIRBOD,COUNTRY,PER,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,6[ 4–7],5.61005,3.82103,7.40185,,2018-05-30T09:10:06.113+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301345,SDGAIRBOD,COUNTRY,PHL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,117[ 95–134],116.72905,94.68261,133.79688,,2018-05-30T09:10:06.2+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301348,SDGAIRBOD,COUNTRY,PHL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,11[ 7–15],11.19784,6.82702,14.80572,,2018-05-30T09:10:06.27+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301357,SDGAIRBOD,COUNTRY,PNG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,90[ 79–98],89.55867,78.89758,97.87499,,2018-05-30T09:10:06.513+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301360,SDGAIRBOD,COUNTRY,PNG,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,10[ 7–13],9.98151,6.55447,12.58257,,2018-05-30T09:10:06.713+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301363,SDGAIRBOD,COUNTRY,POL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,76[ 61–92],76.30011,60.64437,92.21938,,2018-05-30T09:10:06.79+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301366,SDGAIRBOD,COUNTRY,POL,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,8[ 4–12],7.57788,3.88625,12.24468,,2018-05-30T09:10:06.897+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301369,SDGAIRBOD,COUNTRY,PRK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,231[ 197–257],230.92873,197.44174,257.38083,,2018-05-30T09:10:06.99+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301372,SDGAIRBOD,COUNTRY,PRK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,72[ 54–86],71.76842,54.15069,85.91573,,2018-05-30T09:10:07.06+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301375,SDGAIRBOD,COUNTRY,PRT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,28[ 19–43],28.31037,19.22766,43.24957,,2018-05-30T09:10:07.143+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301378,SDGAIRBOD,COUNTRY,PRT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 1–8],3.8768,1.09247,7.69645,,2018-05-30T09:10:07.26+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301381,SDGAIRBOD,COUNTRY,PRY,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,46[ 38–53],45.54725,37.50906,53.46178,,2018-05-30T09:10:07.373+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301384,SDGAIRBOD,COUNTRY,PRY,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 3–7],4.99575,3.05227,7.08968,,2018-05-30T09:10:07.46+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301387,SDGAIRBOD,COUNTRY,QAT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,13[ 11–15],12.84385,11.45877,14.80888,,2018-05-30T09:10:07.583+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301390,SDGAIRBOD,COUNTRY,QAT,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,1[ 0–1],0.58469,0.38589,0.80427,,2018-05-30T09:10:07.767+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301393,SDGAIRBOD,COUNTRY,ROU,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,123[ 81–204],123.36003,81.11706,204.21982,,2018-05-30T09:10:07.853+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301396,SDGAIRBOD,COUNTRY,ROU,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,9[ 4–17],9.16362,4.0719,16.82103,,2018-05-30T09:10:07.93+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301399,SDGAIRBOD,COUNTRY,RUS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,86[ 68–109],85.92071,67.81712,108.96349,,2018-05-30T09:10:08+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301402,SDGAIRBOD,COUNTRY,RUS,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,3[ 2–5],3.32695,1.56543,5.4522,,2018-05-30T09:10:08.077+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301405,SDGAIRBOD,COUNTRY,RWA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,59[ 54–64],59.05943,53.90675,63.90521,,2018-05-30T09:10:08.163+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301408,SDGAIRBOD,COUNTRY,RWA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,6[ 5–7],5.92539,4.52337,6.93655,,2018-05-30T09:10:08.25+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301411,SDGAIRBOD,COUNTRY,SAU,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,39[ 34–55],39.44778,34.1456,55.21307,,2018-05-30T09:10:08.33+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301414,SDGAIRBOD,COUNTRY,SAU,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,2[ 1–3],2.04003,1.2966,2.99123,,2018-05-30T09:10:08.413+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301417,SDGAIRBOD,COUNTRY,SDN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,105[ 92–116],104.95635,92.47071,116.45341,,2018-05-30T09:10:08.49+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301420,SDGAIRBOD,COUNTRY,SDN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 5–9],7.30784,5.38795,8.99198,,2018-05-30T09:10:08.573+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301423,SDGAIRBOD,COUNTRY,SEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,74[ 64–85],74.30325,64.10543,84.53519,,2018-05-30T09:10:08.647+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301426,SDGAIRBOD,COUNTRY,SEN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,6[ 5–8],6.28005,4.61501,7.71256,,2018-05-30T09:10:08.727+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301429,SDGAIRBOD,COUNTRY,SGP,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,39[ 30–51],39.32656,29.64552,50.63519,,2018-05-30T09:10:08.8+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301432,SDGAIRBOD,COUNTRY,SGP,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,2[ 1–3],1.804,0.85733,2.98421,,2018-05-30T09:10:08.88+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301435,SDGAIRBOD,COUNTRY,SLB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,67[ 60–73],66.89928,60.42309,72.72423,,2018-05-30T09:10:08.96+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301438,SDGAIRBOD,COUNTRY,SLB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,10[ 6–12],9.52305,5.60003,12.26869,,2018-05-30T09:10:09.033+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301441,SDGAIRBOD,COUNTRY,SLE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,148[ 135–160],147.98648,135.11635,160.12993,,2018-05-30T09:10:09.107+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301444,SDGAIRBOD,COUNTRY,SLE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,9[ 6–10],8.68055,6.46269,10.31952,,2018-05-30T09:10:09.183+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301447,SDGAIRBOD,COUNTRY,SLV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,42[ 33–53],42.42486,32.93034,52.94937,,2018-05-30T09:10:09.26+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301450,SDGAIRBOD,COUNTRY,SLV,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 3–7],4.53087,2.80375,6.57393,,2018-05-30T09:10:09.33+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301459,SDGAIRBOD,COUNTRY,SOM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,152[ 136–166],152.04871,135.65439,166.38646,,2018-05-30T09:10:09.707+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301462,SDGAIRBOD,COUNTRY,SOM,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 4–6],5.08541,3.55711,6.15118,,2018-05-30T09:10:09.783+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301465,SDGAIRBOD,COUNTRY,SRB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,122[ 83–166],121.52152,83.4992,165.63327,,2018-05-30T09:10:09.853+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301468,SDGAIRBOD,COUNTRY,SRB,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,16[ 9–24],15.98665,9.24643,23.54638,,2018-05-30T09:10:09.937+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301471,SDGAIRBOD,COUNTRY,SSD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,109[ 98–119],109.18971,98.45662,118.67323,,2018-05-30T09:10:10.01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301474,SDGAIRBOD,COUNTRY,SSD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,6[ 4–7],5.53587,4.13969,6.5219,,2018-05-30T09:10:10.08+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301477,SDGAIRBOD,COUNTRY,STP,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,82[ 65–93],81.86382,65.02423,92.82372,,2018-05-30T09:10:10.173+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301480,SDGAIRBOD,COUNTRY,STP,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,14[ 10–18],14.25738,10.00765,17.60249,,2018-05-30T09:10:10.25+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301483,SDGAIRBOD,COUNTRY,SUR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,51[ 42–60],50.6272,42.3317,60.3275,,2018-05-30T09:10:10.33+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301486,SDGAIRBOD,COUNTRY,SUR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,3[ 2–5],3.24436,1.94585,4.68051,,2018-05-30T09:10:10.41+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301489,SDGAIRBOD,COUNTRY,SVK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,59[ 46–83],59.05878,46.113,82.69971,,2018-05-30T09:10:10.48+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301492,SDGAIRBOD,COUNTRY,SVK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,4[ 2–7],3.86049,1.87399,6.5912,,2018-05-30T09:10:10.553+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301495,SDGAIRBOD,COUNTRY,SVN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,57[ 42–78],56.76497,41.7907,78.35742,,2018-05-30T09:10:10.617+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301498,SDGAIRBOD,COUNTRY,SVN,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 3–9],5.37829,2.65358,8.70595,,2018-05-30T09:10:10.69+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301501,SDGAIRBOD,COUNTRY,SWE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,18[ 12–28],18.49115,11.57866,28.23257,,2018-05-30T09:10:10.763+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301504,SDGAIRBOD,COUNTRY,SWE,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,2[ 0–6],2.43732,0.39345,5.7414,,2018-05-30T09:10:10.837+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301507,SDGAIRBOD,COUNTRY,SWZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,69[ 58–79],68.64851,58.06669,78.50257,,2018-05-30T09:10:10.92+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301510,SDGAIRBOD,COUNTRY,SWZ,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,9[ 6–11],8.72343,5.79302,11.42629,,2018-05-30T09:10:11.01+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301513,SDGAIRBOD,COUNTRY,SYC,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,56[ 38–117],56.41708,38.49229,117.4942,,2018-05-30T09:10:11.133+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301516,SDGAIRBOD,COUNTRY,SYC,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,5[ 2–12],5.30874,2.31842,11.89261,,2018-05-30T09:10:11.21+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301519,SDGAIRBOD,COUNTRY,SYR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,44[ 38–50],43.56659,37.5736,50.48351,,2018-05-30T09:10:11.283+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301522,SDGAIRBOD,COUNTRY,SYR,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,2[ 1–3],2.09922,1.23669,3.02812,,2018-05-30T09:10:11.39+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301525,SDGAIRBOD,COUNTRY,TCD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,181[ 160–198],180.93909,160.43634,197.85732,,2018-05-30T09:10:11.467+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301528,SDGAIRBOD,COUNTRY,TCD,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 6–8],7.26438,5.67533,8.46846,,2018-05-30T09:10:11.54+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301531,SDGAIRBOD,COUNTRY,TGO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,115[ 104–125],114.8542,104.08393,124.55685,,2018-05-30T09:10:11.61+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301534,SDGAIRBOD,COUNTRY,TGO,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,8[ 6–10],8.22773,6.17908,9.71348,,2018-05-30T09:10:11.69+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301537,SDGAIRBOD,COUNTRY,THA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,85[ 64–107],84.6127,63.7815,107.11293,,2018-05-30T09:10:11.76+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301540,SDGAIRBOD,COUNTRY,THA,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,14[ 9–20],14.29635,9.03045,20.00733,,2018-05-30T09:10:11.83+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301543,SDGAIRBOD,COUNTRY,TJK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE000,,,,,70[ 55–89],70.49281,55.2817,88.98878,,2018-05-30T09:10:11.923+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
19301546,SDGAIRBOD,COUNTRY,TJK,YEAR,2016,SEX,BTSX,ENVCAUSE,ENVCAUSE118,,,,,7[ 4–9],6.78859,4.25848,9.40337,,2018-05-30T09:10:12+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
