"","date","pos","artistName","no","color"
"2536",2020-09-10,6,"            Bedoes",160,"#FDB462"
"2537",2020-09-10,7,"    Dorian Electra",138,"#FB8072"
"2538",2020-09-10,8,"        Charli XCX",124,"#FCCDE5"
"2539",2020-09-10,9,"     Billie Eilish",120,"#BC80BD"
"2540",2020-09-10,10,"     Glass Animals",114,"#FFED6F"
"2541",2020-09-11,1,"       Oliver Tree",435,"#80B1D3"
"2542",2020-09-11,2,"        The Weeknd",239,"#80B1D3"
"2543",2020-09-11,3,"     TUZZA Globale",234,"#BC80BD"
"2544",2020-09-11,4,"           PRO8L3M",198,"#FDB462"
"2545",2020-09-11,5,"         clipping.",179,"#D9D9D9"
"2546",2020-09-11,6,"            Bedoes",160,"#FDB462"
"2547",2020-09-11,7,"    Dorian Electra",138,"#FB8072"
"2548",2020-09-11,8,"        Charli XCX",124,"#FCCDE5"
"2549",2020-09-11,9,"     Billie Eilish",120,"#BC80BD"
"2550",2020-09-11,10,"     Glass Animals",114,"#FFED6F"
"2551",2020-09-12,1,"       Oliver Tree",435,"#80B1D3"
"2552",2020-09-12,2,"        The Weeknd",239,"#80B1D3"
"2553",2020-09-12,3,"     TUZZA Globale",234,"#BC80BD"
"2554",2020-09-12,4,"           PRO8L3M",198,"#FDB462"
"2555",2020-09-12,5,"         clipping.",179,"#D9D9D9"
"2556",2020-09-12,6,"            Bedoes",160,"#FDB462"
"2557",2020-09-12,7,"    Dorian Electra",138,"#FB8072"
"2558",2020-09-12,8,"        Charli XCX",124,"#FCCDE5"
"2559",2020-09-12,9,"     Billie Eilish",120,"#BC80BD"
"2560",2020-09-12,10,"     Glass Animals",114,"#FFED6F"
"2561",2020-09-13,1,"       Oliver Tree",443,"#80B1D3"
"2562",2020-09-13,2,"        The Weeknd",239,"#80B1D3"
"2563",2020-09-13,3,"     TUZZA Globale",234,"#BC80BD"
"2564",2020-09-13,4,"           PRO8L3M",198,"#FDB462"
"2565",2020-09-13,5,"         clipping.",179,"#D9D9D9"
"2566",2020-09-13,6,"            Bedoes",160,"#FDB462"
"2567",2020-09-13,7,"    Dorian Electra",138,"#FB8072"
"2568",2020-09-13,8,"        Charli XCX",128,"#FCCDE5"
"2569",2020-09-13,9,"     Billie Eilish",120,"#BC80BD"
"2570",2020-09-13,10,"     Glass Animals",114,"#FFED6F"
"2571",2020-09-14,1,"       Oliver Tree",445,"#80B1D3"
"2572",2020-09-14,2,"        The Weeknd",239,"#80B1D3"
"2573",2020-09-14,3,"     TUZZA Globale",234,"#BC80BD"
"2574",2020-09-14,4,"           PRO8L3M",198,"#FDB462"
"2575",2020-09-14,5,"         clipping.",185,"#D9D9D9"
"2576",2020-09-14,6,"            Bedoes",160,"#FDB462"
"2577",2020-09-14,7,"    Dorian Electra",138,"#FB8072"
"2578",2020-09-14,8,"        Charli XCX",130,"#FCCDE5"
"2579",2020-09-14,9,"     Billie Eilish",120,"#BC80BD"
"2580",2020-09-14,10,"     Glass Animals",114,"#FFED6F"
"2581",2020-09-15,1,"       Oliver Tree",453,"#80B1D3"
"2582",2020-09-15,2,"        The Weeknd",240,"#80B1D3"
"2583",2020-09-15,3,"     TUZZA Globale",234,"#BC80BD"
"2584",2020-09-15,4,"           PRO8L3M",198,"#FDB462"
"2585",2020-09-15,5,"         clipping.",187,"#D9D9D9"
"2586",2020-09-15,6,"            Bedoes",160,"#FDB462"
"2587",2020-09-15,7,"    Dorian Electra",139,"#FB8072"
"2588",2020-09-15,8,"        Charli XCX",130,"#FCCDE5"
"2589",2020-09-15,9,"     Billie Eilish",120,"#BC80BD"
"2590",2020-09-15,10,"     Glass Animals",116,"#FFED6F"
"2591",2020-09-16,1,"       Oliver Tree",455,"#80B1D3"
"2592",2020-09-16,2,"        The Weeknd",240,"#80B1D3"
"2593",2020-09-16,3,"     TUZZA Globale",234,"#BC80BD"
"2594",2020-09-16,4,"           PRO8L3M",202,"#FDB462"
"2595",2020-09-16,5,"         clipping.",189,"#D9D9D9"
"2596",2020-09-16,6,"            Bedoes",160,"#FDB462"
"2597",2020-09-16,7,"    Dorian Electra",139,"#FB8072"
"2598",2020-09-16,8,"        Charli XCX",130,"#FCCDE5"
"2599",2020-09-16,9,"     Billie Eilish",120,"#BC80BD"
"2600",2020-09-16,10,"     Glass Animals",117,"#FFED6F"
"2601",2020-09-17,1,"       Oliver Tree",455,"#80B1D3"
"2602",2020-09-17,2,"        The Weeknd",240,"#80B1D3"
"2603",2020-09-17,3,"     TUZZA Globale",234,"#BC80BD"
"2604",2020-09-17,4,"           PRO8L3M",202,"#FDB462"
"2605",2020-09-17,5,"         clipping.",189,"#D9D9D9"
"2606",2020-09-17,6,"            Bedoes",160,"#FDB462"
"2607",2020-09-17,7,"    Dorian Electra",139,"#FB8072"
"2608",2020-09-17,8,"        Charli XCX",130,"#FCCDE5"
"2609",2020-09-17,9,"     Billie Eilish",120,"#BC80BD"
"2610",2020-09-17,10,"     Glass Animals",117,"#FFED6F"
"2611",2020-09-18,1,"       Oliver Tree",456,"#80B1D3"
"2612",2020-09-18,2,"        The Weeknd",240,"#80B1D3"
"2613",2020-09-18,3,"     TUZZA Globale",234,"#BC80BD"
"2614",2020-09-18,4,"           PRO8L3M",202,"#FDB462"
"2615",2020-09-18,5,"         clipping.",189,"#D9D9D9"
"2616",2020-09-18,6,"            Bedoes",160,"#FDB462"
"2617",2020-09-18,7,"    Dorian Electra",139,"#FB8072"
"2618",2020-09-18,8,"        Charli XCX",130,"#FCCDE5"
"2619",2020-09-18,9,"     Billie Eilish",120,"#BC80BD"
"2620",2020-09-18,10,"     Glass Animals",119,"#FFED6F"
"2621",2020-09-19,1,"       Oliver Tree",458,"#80B1D3"
"2622",2020-09-19,2,"        The Weeknd",240,"#80B1D3"
"2623",2020-09-19,3,"     TUZZA Globale",234,"#BC80BD"
"2624",2020-09-19,4,"           PRO8L3M",202,"#FDB462"
"2625",2020-09-19,5,"         clipping.",189,"#D9D9D9"
"2626",2020-09-19,6,"            Bedoes",160,"#FDB462"
"2627",2020-09-19,7,"    Dorian Electra",140,"#FB8072"
"2628",2020-09-19,8,"        Charli XCX",130,"#FCCDE5"
"2629",2020-09-19,9,"     Billie Eilish",120,"#BC80BD"
"2630",2020-09-19,10,"     Glass Animals",120,"#FFED6F"
"2631",2020-09-20,1,"       Oliver Tree",458,"#80B1D3"
"2632",2020-09-20,2,"        The Weeknd",240,"#80B1D3"
"2633",2020-09-20,3,"     TUZZA Globale",234,"#BC80BD"
"2634",2020-09-20,4,"           PRO8L3M",202,"#FDB462"
"2635",2020-09-20,5,"         clipping.",189,"#D9D9D9"
"2636",2020-09-20,6,"            Bedoes",160,"#FDB462"
"2637",2020-09-20,7,"    Dorian Electra",140,"#FB8072"
"2638",2020-09-20,8,"        Charli XCX",130,"#FCCDE5"
"2639",2020-09-20,9,"     Glass Animals",124,"#FFED6F"
"2640",2020-09-20,10,"     Billie Eilish",120,"#BC80BD"
"2641",2020-09-21,1,"       Oliver Tree",458,"#80B1D3"
"2642",2020-09-21,2,"        The Weeknd",240,"#80B1D3"
"2643",2020-09-21,3,"     TUZZA Globale",234,"#BC80BD"
"2644",2020-09-21,4,"           PRO8L3M",202,"#FDB462"
"2645",2020-09-21,5,"         clipping.",189,"#D9D9D9"
"2646",2020-09-21,6,"            Bedoes",160,"#FDB462"
"2647",2020-09-21,7,"    Dorian Electra",140,"#FB8072"
"2648",2020-09-21,8,"        Charli XCX",130,"#FCCDE5"
"2649",2020-09-21,9,"     Glass Animals",124,"#FFED6F"
"2650",2020-09-21,10,"     Billie Eilish",120,"#BC80BD"
"2651",2020-09-22,1,"       Oliver Tree",460,"#80B1D3"
"2652",2020-09-22,2,"        The Weeknd",240,"#80B1D3"
"2653",2020-09-22,3,"     TUZZA Globale",234,"#BC80BD"
"2654",2020-09-22,4,"           PRO8L3M",203,"#FDB462"
"2655",2020-09-22,5,"         clipping.",189,"#D9D9D9"
"2656",2020-09-22,6,"            Bedoes",160,"#FDB462"
"2657",2020-09-22,7,"    Dorian Electra",143,"#FB8072"
"2658",2020-09-22,8,"        Charli XCX",130,"#FCCDE5"
"2659",2020-09-22,9,"     Glass Animals",125,"#FFED6F"
"2660",2020-09-22,10,"     Billie Eilish",121,"#BC80BD"
"2661",2020-09-23,1,"       Oliver Tree",461,"#80B1D3"
"2662",2020-09-23,2,"        The Weeknd",240,"#80B1D3"
"2663",2020-09-23,3,"     TUZZA Globale",234,"#BC80BD"
"2664",2020-09-23,4,"           PRO8L3M",207,"#FDB462"
"2665",2020-09-23,5,"         clipping.",189,"#D9D9D9"
"2666",2020-09-23,6,"            Bedoes",160,"#FDB462"
"2667",2020-09-23,7,"    Dorian Electra",143,"#FB8072"
"2668",2020-09-23,8,"        Charli XCX",130,"#FCCDE5"
"2669",2020-09-23,9,"     Glass Animals",126,"#FFED6F"
"2670",2020-09-23,10,"     Billie Eilish",121,"#BC80BD"
"2671",2020-09-24,1,"       Oliver Tree",461,"#80B1D3"
"2672",2020-09-24,2,"        The Weeknd",241,"#80B1D3"
"2673",2020-09-24,3,"     TUZZA Globale",234,"#BC80BD"
"2674",2020-09-24,4,"           PRO8L3M",207,"#FDB462"
"2675",2020-09-24,5,"         clipping.",189,"#D9D9D9"
"2676",2020-09-24,6,"            Bedoes",160,"#FDB462"
"2677",2020-09-24,7,"    Dorian Electra",143,"#FB8072"
"2678",2020-09-24,8,"        Charli XCX",130,"#FCCDE5"
"2679",2020-09-24,9,"     Glass Animals",126,"#FFED6F"
"2680",2020-09-24,10,"     Billie Eilish",121,"#BC80BD"
"2681",2020-09-25,1,"       Oliver Tree",461,"#80B1D3"
"2682",2020-09-25,2,"        The Weeknd",241,"#80B1D3"
"2683",2020-09-25,3,"     TUZZA Globale",234,"#BC80BD"
"2684",2020-09-25,4,"           PRO8L3M",207,"#FDB462"
"2685",2020-09-25,5,"         clipping.",192,"#D9D9D9"
"2686",2020-09-25,6,"            Bedoes",160,"#FDB462"
"2687",2020-09-25,7,"    Dorian Electra",143,"#FB8072"
"2688",2020-09-25,8,"        Charli XCX",130,"#FCCDE5"
"2689",2020-09-25,9,"     Glass Animals",126,"#FFED6F"
"2690",2020-09-25,10,"     Billie Eilish",121,"#BC80BD"
"2691",2020-09-26,1,"       Oliver Tree",461,"#80B1D3"
"2692",2020-09-26,2,"        The Weeknd",241,"#80B1D3"
"2693",2020-09-26,3,"     TUZZA Globale",234,"#BC80BD"
"2694",2020-09-26,4,"           PRO8L3M",207,"#FDB462"
"2695",2020-09-26,5,"         clipping.",192,"#D9D9D9"
"2696",2020-09-26,6,"            Bedoes",160,"#FDB462"
"2697",2020-09-26,7,"    Dorian Electra",143,"#FB8072"
"2698",2020-09-26,8,"        Charli XCX",130,"#FCCDE5"
"2699",2020-09-26,9,"     Glass Animals",126,"#FFED6F"
"2700",2020-09-26,10,"     Billie Eilish",121,"#BC80BD"
"2701",2020-09-27,1,"       Oliver Tree",461,"#80B1D3"
"2702",2020-09-27,2,"        The Weeknd",241,"#80B1D3"
"2703",2020-09-27,3,"     TUZZA Globale",234,"#BC80BD"
"2704",2020-09-27,4,"           PRO8L3M",207,"#FDB462"
"2705",2020-09-27,5,"         clipping.",192,"#D9D9D9"
"2706",2020-09-27,6,"            Bedoes",160,"#FDB462"
"2707",2020-09-27,7,"    Dorian Electra",143,"#FB8072"
"2708",2020-09-27,8,"        Charli XCX",130,"#FCCDE5"
"2709",2020-09-27,9,"     Glass Animals",126,"#FFED6F"
"2710",2020-09-27,10,"     Billie Eilish",121,"#BC80BD"
"2711",2020-09-28,1,"       Oliver Tree",475,"#80B1D3"
"2712",2020-09-28,2,"        The Weeknd",241,"#80B1D3"
"2713",2020-09-28,3,"     TUZZA Globale",234,"#BC80BD"
"2714",2020-09-28,4,"           PRO8L3M",207,"#FDB462"
"2715",2020-09-28,5,"         clipping.",198,"#D9D9D9"
"2716",2020-09-28,6,"            Bedoes",160,"#FDB462"
"2717",2020-09-28,7,"    Dorian Electra",143,"#FB8072"
"2718",2020-09-28,8,"        Charli XCX",130,"#FCCDE5"
"2719",2020-09-28,9,"     Glass Animals",126,"#FFED6F"
"2720",2020-09-28,10,"     Billie Eilish",121,"#BC80BD"
"2721",2020-09-29,1,"       Oliver Tree",475,"#80B1D3"
"2722",2020-09-29,2,"        The Weeknd",241,"#80B1D3"
"2723",2020-09-29,3,"     TUZZA Globale",234,"#BC80BD"
"2724",2020-09-29,4,"           PRO8L3M",207,"#FDB462"
"2725",2020-09-29,5,"         clipping.",198,"#D9D9D9"
"2726",2020-09-29,6,"            Bedoes",160,"#FDB462"
"2727",2020-09-29,7,"    Dorian Electra",143,"#FB8072"
"2728",2020-09-29,8,"        Charli XCX",130,"#FCCDE5"
"2729",2020-09-29,9,"     Glass Animals",126,"#FFED6F"
"2730",2020-09-29,10,"     Billie Eilish",121,"#BC80BD"
"2731",2020-09-30,1,"       Oliver Tree",476,"#80B1D3"
"2732",2020-09-30,2,"        The Weeknd",241,"#80B1D3"
"2733",2020-09-30,3,"     TUZZA Globale",234,"#BC80BD"
"2734",2020-09-30,4,"           PRO8L3M",207,"#FDB462"
"2735",2020-09-30,5,"         clipping.",203,"#D9D9D9"
"2736",2020-09-30,6,"            Bedoes",160,"#FDB462"
"2737",2020-09-30,7,"    Dorian Electra",147,"#FB8072"
"2738",2020-09-30,8,"        Charli XCX",130,"#FCCDE5"
"2739",2020-09-30,9,"     Glass Animals",126,"#FFED6F"
"2740",2020-09-30,10,"              Joji",123,"#FCCDE5"
"2741",2020-10-01,1,"       Oliver Tree",476,"#80B1D3"
"2742",2020-10-01,2,"        The Weeknd",241,"#80B1D3"
"2743",2020-10-01,3,"     TUZZA Globale",234,"#BC80BD"
"2744",2020-10-01,4,"           PRO8L3M",207,"#FDB462"
"2745",2020-10-01,5,"         clipping.",203,"#D9D9D9"
"2746",2020-10-01,6,"              Joji",171,"#FCCDE5"
"2747",2020-10-01,7,"            Bedoes",160,"#FDB462"
"2748",2020-10-01,8,"    Dorian Electra",147,"#FB8072"
"2749",2020-10-01,9,"        Charli XCX",130,"#FCCDE5"
"2750",2020-10-01,10,"     Glass Animals",126,"#FFED6F"
"2751",2020-10-02,1,"       Oliver Tree",476,"#80B1D3"
"2752",2020-10-02,2,"        The Weeknd",241,"#80B1D3"
"2753",2020-10-02,3,"     TUZZA Globale",234,"#BC80BD"
"2754",2020-10-02,4,"           PRO8L3M",207,"#FDB462"
"2755",2020-10-02,5,"         clipping.",203,"#D9D9D9"
"2756",2020-10-02,6,"              Joji",199,"#FCCDE5"
"2757",2020-10-02,7,"            Bedoes",160,"#FDB462"
"2758",2020-10-02,8,"    Dorian Electra",147,"#FB8072"
"2759",2020-10-02,9,"        Charli XCX",130,"#FCCDE5"
"2760",2020-10-02,10,"     Glass Animals",126,"#FFED6F"
"2761",2020-10-03,1,"       Oliver Tree",476,"#80B1D3"
"2762",2020-10-03,2,"        The Weeknd",241,"#80B1D3"
"2763",2020-10-03,3,"     TUZZA Globale",234,"#BC80BD"
"2764",2020-10-03,4,"              Joji",211,"#FCCDE5"
"2765",2020-10-03,5,"           PRO8L3M",207,"#FDB462"
"2766",2020-10-03,6,"         clipping.",203,"#D9D9D9"
"2767",2020-10-03,7,"            Bedoes",160,"#FDB462"
"2768",2020-10-03,8,"    Dorian Electra",147,"#FB8072"
"2769",2020-10-03,9,"        Charli XCX",130,"#FCCDE5"
"2770",2020-10-03,10,"     Glass Animals",126,"#FFED6F"
"2771",2020-10-04,1,"       Oliver Tree",477,"#80B1D3"
"2772",2020-10-04,2,"        The Weeknd",241,"#80B1D3"
"2773",2020-10-04,3,"     TUZZA Globale",235,"#BC80BD"
"2774",2020-10-04,4,"              Joji",212,"#FCCDE5"
"2775",2020-10-04,5,"           PRO8L3M",207,"#FDB462"
"2776",2020-10-04,6,"         clipping.",203,"#D9D9D9"
"2777",2020-10-04,7,"            Bedoes",160,"#FDB462"
"2778",2020-10-04,8,"    Dorian Electra",147,"#FB8072"
"2779",2020-10-04,9,"        Charli XCX",130,"#FCCDE5"
"2780",2020-10-04,10,"     Glass Animals",128,"#FFED6F"
"2781",2020-10-05,1,"       Oliver Tree",478,"#80B1D3"
"2782",2020-10-05,2,"        The Weeknd",241,"#80B1D3"
"2783",2020-10-05,3,"              Joji",236,"#FCCDE5"
"2784",2020-10-05,4,"     TUZZA Globale",235,"#BC80BD"
"2785",2020-10-05,5,"           PRO8L3M",207,"#FDB462"
"2786",2020-10-05,6,"         clipping.",203,"#D9D9D9"
"2787",2020-10-05,7,"            Bedoes",160,"#FDB462"
"2788",2020-10-05,8,"    Dorian Electra",147,"#FB8072"
"2789",2020-10-05,9,"        Charli XCX",134,"#FCCDE5"
"2790",2020-10-05,10,"     Glass Animals",128,"#FFED6F"
"2791",2020-10-06,1,"       Oliver Tree",479,"#80B1D3"
"2792",2020-10-06,2,"        The Weeknd",246,"#80B1D3"
"2793",2020-10-06,3,"              Joji",242,"#FCCDE5"
"2794",2020-10-06,4,"     TUZZA Globale",235,"#BC80BD"
"2795",2020-10-06,5,"           PRO8L3M",207,"#FDB462"
"2796",2020-10-06,6,"         clipping.",203,"#D9D9D9"
"2797",2020-10-06,7,"            Bedoes",160,"#FDB462"
"2798",2020-10-06,8,"    Dorian Electra",147,"#FB8072"
"2799",2020-10-06,9,"        Charli XCX",134,"#FCCDE5"
"2800",2020-10-06,10,"     Glass Animals",128,"#FFED6F"
"2801",2020-10-07,1,"       Oliver Tree",479,"#80B1D3"
"2802",2020-10-07,2,"        The Weeknd",255,"#80B1D3"
"2803",2020-10-07,3,"              Joji",242,"#FCCDE5"
"2804",2020-10-07,4,"     TUZZA Globale",235,"#BC80BD"
"2805",2020-10-07,5,"           PRO8L3M",207,"#FDB462"
"2806",2020-10-07,6,"         clipping.",203,"#D9D9D9"
"2807",2020-10-07,7,"            Bedoes",160,"#FDB462"
"2808",2020-10-07,8,"    Dorian Electra",147,"#FB8072"
"2809",2020-10-07,9,"        Charli XCX",134,"#FCCDE5"
"2810",2020-10-07,10,"     Glass Animals",128,"#FFED6F"
"2811",2020-10-08,1,"       Oliver Tree",480,"#80B1D3"
"2812",2020-10-08,2,"        The Weeknd",256,"#80B1D3"
"2813",2020-10-08,3,"              Joji",246,"#FCCDE5"
"2814",2020-10-08,4,"     TUZZA Globale",235,"#BC80BD"
"2815",2020-10-08,5,"           PRO8L3M",207,"#FDB462"
"2816",2020-10-08,6,"         clipping.",203,"#D9D9D9"
"2817",2020-10-08,7,"            Bedoes",160,"#FDB462"
"2818",2020-10-08,8,"    Dorian Electra",147,"#FB8072"
"2819",2020-10-08,9,"        Charli XCX",134,"#FCCDE5"
"2820",2020-10-08,10,"     Glass Animals",129,"#FFED6F"
"2821",2020-10-09,1,"       Oliver Tree",482,"#80B1D3"
"2822",2020-10-09,2,"        The Weeknd",259,"#80B1D3"
"2823",2020-10-09,3,"              Joji",254,"#FCCDE5"
"2824",2020-10-09,4,"     TUZZA Globale",235,"#BC80BD"
"2825",2020-10-09,5,"           PRO8L3M",207,"#FDB462"
"2826",2020-10-09,6,"         clipping.",203,"#D9D9D9"
"2827",2020-10-09,7,"            Bedoes",160,"#FDB462"
"2828",2020-10-09,8,"    Dorian Electra",148,"#FB8072"
"2829",2020-10-09,9,"        Charli XCX",134,"#FCCDE5"
"2830",2020-10-09,10,"     Glass Animals",129,"#FFED6F"
"2831",2020-10-10,1,"       Oliver Tree",486,"#80B1D3"
"2832",2020-10-10,2,"        The Weeknd",259,"#80B1D3"
"2833",2020-10-10,3,"              Joji",257,"#FCCDE5"
"2834",2020-10-10,4,"     TUZZA Globale",235,"#BC80BD"
"2835",2020-10-10,5,"           PRO8L3M",207,"#FDB462"
"2836",2020-10-10,6,"         clipping.",203,"#D9D9D9"
"2837",2020-10-10,7,"            Bedoes",160,"#FDB462"
"2838",2020-10-10,8,"    Dorian Electra",156,"#FB8072"
"2839",2020-10-10,9,"        Charli XCX",134,"#FCCDE5"
"2840",2020-10-10,10,"     Glass Animals",131,"#FFED6F"
"2841",2020-10-11,1,"       Oliver Tree",490,"#80B1D3"
"2842",2020-10-11,2,"              Joji",262,"#FCCDE5"
"2843",2020-10-11,3,"        The Weeknd",259,"#80B1D3"
"2844",2020-10-11,4,"     TUZZA Globale",235,"#BC80BD"
"2845",2020-10-11,5,"           PRO8L3M",207,"#FDB462"
"2846",2020-10-11,6,"         clipping.",203,"#D9D9D9"
"2847",2020-10-11,7,"            Bedoes",160,"#FDB462"
"2848",2020-10-11,8,"    Dorian Electra",156,"#FB8072"
"2849",2020-10-11,9,"        Charli XCX",134,"#FCCDE5"
"2850",2020-10-11,10,"     Glass Animals",134,"#FFED6F"
"2851",2020-10-12,1,"       Oliver Tree",490,"#80B1D3"
"2852",2020-10-12,2,"              Joji",262,"#FCCDE5"
"2853",2020-10-12,3,"        The Weeknd",260,"#80B1D3"
"2854",2020-10-12,4,"     TUZZA Globale",235,"#BC80BD"
"2855",2020-10-12,5,"           PRO8L3M",207,"#FDB462"
"2856",2020-10-12,6,"         clipping.",203,"#D9D9D9"
"2857",2020-10-12,7,"            Bedoes",160,"#FDB462"
"2858",2020-10-12,8,"    Dorian Electra",156,"#FB8072"
"2859",2020-10-12,9,"        Charli XCX",134,"#FCCDE5"
"2860",2020-10-12,10,"     Glass Animals",134,"#FFED6F"
"2861",2020-10-13,1,"       Oliver Tree",492,"#80B1D3"
"2862",2020-10-13,2,"              Joji",262,"#FCCDE5"
"2863",2020-10-13,3,"        The Weeknd",260,"#80B1D3"
"2864",2020-10-13,4,"     TUZZA Globale",235,"#BC80BD"
"2865",2020-10-13,5,"           PRO8L3M",213,"#FDB462"
"2866",2020-10-13,6,"         clipping.",204,"#D9D9D9"
"2867",2020-10-13,7,"            Bedoes",160,"#FDB462"
"2868",2020-10-13,8,"    Dorian Electra",156,"#FB8072"
"2869",2020-10-13,9,"        Charli XCX",134,"#FCCDE5"
"2870",2020-10-13,10,"     Glass Animals",134,"#FFED6F"
"2871",2020-10-14,1,"       Oliver Tree",492,"#80B1D3"
"2872",2020-10-14,2,"              Joji",262,"#FCCDE5"
"2873",2020-10-14,3,"        The Weeknd",260,"#80B1D3"
"2874",2020-10-14,4,"     TUZZA Globale",235,"#BC80BD"
"2875",2020-10-14,5,"           PRO8L3M",213,"#FDB462"
"2876",2020-10-14,6,"         clipping.",204,"#D9D9D9"
"2877",2020-10-14,7,"            Bedoes",160,"#FDB462"
"2878",2020-10-14,8,"    Dorian Electra",156,"#FB8072"
"2879",2020-10-14,9,"        Charli XCX",134,"#FCCDE5"
"2880",2020-10-14,10,"     Glass Animals",134,"#FFED6F"
"2881",2020-10-15,1,"       Oliver Tree",492,"#80B1D3"
"2882",2020-10-15,2,"              Joji",263,"#FCCDE5"
"2883",2020-10-15,3,"        The Weeknd",260,"#80B1D3"
"2884",2020-10-15,4,"     TUZZA Globale",235,"#BC80BD"
"2885",2020-10-15,5,"           PRO8L3M",230,"#FDB462"
"2886",2020-10-15,6,"         clipping.",208,"#D9D9D9"
"2887",2020-10-15,7,"            Bedoes",160,"#FDB462"
"2888",2020-10-15,8,"    Dorian Electra",156,"#FB8072"
"2889",2020-10-15,9,"        Charli XCX",134,"#FCCDE5"
"2890",2020-10-15,10,"     Glass Animals",134,"#FFED6F"
"2891",2020-10-16,1,"       Oliver Tree",492,"#80B1D3"
"2892",2020-10-16,2,"              Joji",263,"#FCCDE5"
"2893",2020-10-16,3,"        The Weeknd",260,"#80B1D3"
"2894",2020-10-16,4,"     TUZZA Globale",237,"#BC80BD"
"2895",2020-10-16,5,"           PRO8L3M",236,"#FDB462"
"2896",2020-10-16,6,"         clipping.",208,"#D9D9D9"
"2897",2020-10-16,7,"            Bedoes",160,"#FDB462"
"2898",2020-10-16,8,"    Dorian Electra",156,"#FB8072"
"2899",2020-10-16,9,"        Charli XCX",134,"#FCCDE5"
"2900",2020-10-16,10,"     Glass Animals",134,"#FFED6F"
"2901",2020-10-17,1,"       Oliver Tree",492,"#80B1D3"
"2902",2020-10-17,2,"              Joji",274,"#FCCDE5"
"2903",2020-10-17,3,"        The Weeknd",260,"#80B1D3"
"2904",2020-10-17,4,"           PRO8L3M",238,"#FDB462"
"2905",2020-10-17,5,"     TUZZA Globale",237,"#BC80BD"
"2906",2020-10-17,6,"         clipping.",208,"#D9D9D9"
"2907",2020-10-17,7,"            Bedoes",160,"#FDB462"
"2908",2020-10-17,8,"    Dorian Electra",156,"#FB8072"
"2909",2020-10-17,9,"        Charli XCX",134,"#FCCDE5"
"2910",2020-10-17,10,"     Glass Animals",134,"#FFED6F"
"2911",2020-10-18,1,"       Oliver Tree",492,"#80B1D3"
"2912",2020-10-18,2,"              Joji",274,"#FCCDE5"
"2913",2020-10-18,3,"        The Weeknd",260,"#80B1D3"
"2914",2020-10-18,4,"           PRO8L3M",239,"#FDB462"
"2915",2020-10-18,5,"     TUZZA Globale",237,"#BC80BD"
"2916",2020-10-18,6,"         clipping.",208,"#D9D9D9"
"2917",2020-10-18,7,"    Dorian Electra",175,"#FB8072"
"2918",2020-10-18,8,"            Bedoes",160,"#FDB462"
"2919",2020-10-18,9,"        Charli XCX",134,"#FCCDE5"
"2920",2020-10-18,10,"     Glass Animals",134,"#FFED6F"
"2921",2020-10-19,1,"       Oliver Tree",492,"#80B1D3"
"2922",2020-10-19,2,"              Joji",275,"#FCCDE5"
"2923",2020-10-19,3,"        The Weeknd",260,"#80B1D3"
"2924",2020-10-19,4,"           PRO8L3M",242,"#FDB462"
"2925",2020-10-19,5,"     TUZZA Globale",237,"#BC80BD"
"2926",2020-10-19,6,"         clipping.",208,"#D9D9D9"
"2927",2020-10-19,7,"    Dorian Electra",198,"#FB8072"
"2928",2020-10-19,8,"            Bedoes",160,"#FDB462"
"2929",2020-10-19,9,"        Charli XCX",134,"#FCCDE5"
"2930",2020-10-19,10,"     Glass Animals",134,"#FFED6F"
"2931",2020-10-20,1,"       Oliver Tree",492,"#80B1D3"
"2932",2020-10-20,2,"              Joji",289,"#FCCDE5"
"2933",2020-10-20,3,"        The Weeknd",260,"#80B1D3"
"2934",2020-10-20,4,"           PRO8L3M",242,"#FDB462"
"2935",2020-10-20,5,"     TUZZA Globale",237,"#BC80BD"
"2936",2020-10-20,6,"         clipping.",208,"#D9D9D9"
"2937",2020-10-20,7,"    Dorian Electra",200,"#FB8072"
"2938",2020-10-20,8,"            Bedoes",160,"#FDB462"
"2939",2020-10-20,9,"        Charli XCX",134,"#FCCDE5"
"2940",2020-10-20,10,"     Glass Animals",134,"#FFED6F"
"2941",2020-10-21,1,"       Oliver Tree",492,"#80B1D3"
"2942",2020-10-21,2,"              Joji",294,"#FCCDE5"
"2943",2020-10-21,3,"        The Weeknd",261,"#80B1D3"
"2944",2020-10-21,4,"           PRO8L3M",243,"#FDB462"
"2945",2020-10-21,5,"     TUZZA Globale",239,"#BC80BD"
"2946",2020-10-21,6,"         clipping.",208,"#D9D9D9"
"2947",2020-10-21,7,"    Dorian Electra",203,"#FB8072"
"2948",2020-10-21,8,"            Bedoes",160,"#FDB462"
"2949",2020-10-21,9,"        Charli XCX",134,"#FCCDE5"
"2950",2020-10-21,10,"     Glass Animals",134,"#FFED6F"
"2951",2020-10-22,1,"       Oliver Tree",492,"#80B1D3"
"2952",2020-10-22,2,"              Joji",294,"#FCCDE5"
"2953",2020-10-22,3,"        The Weeknd",261,"#80B1D3"
"2954",2020-10-22,4,"           PRO8L3M",243,"#FDB462"
"2955",2020-10-22,5,"     TUZZA Globale",239,"#BC80BD"
"2956",2020-10-22,6,"         clipping.",208,"#D9D9D9"
"2957",2020-10-22,7,"    Dorian Electra",203,"#FB8072"
"2958",2020-10-22,8,"            Bedoes",160,"#FDB462"
