"","date","pos","artistName","no","color"
"112",2020-01-12,2,"        Pink Floyd",25,"#D9D9D9"
"113",2020-01-12,3,"    Arctic Monkeys",14,"#FFED6F"
"114",2020-01-12,4,"             alt-J",3,"#B3DE69"
"115",2020-01-12,5,"          Bitamina",2,"#FFED6F"
"116",2020-01-12,6,"      Led Zeppelin",2,"#FCCDE5"
"117",2020-01-12,7,"  Michael Kiwanuka",2,"#80B1D3"
"118",2020-01-12,8,"             BOKKA",1,"#FDB462"
"119",2020-01-12,9," Cage The Elephant",1,"#BC80BD"
"120",2020-01-12,10,"     Clock Machine",1,"#FB8072"
"121",2020-01-13,1,"Red Hot Chili P...",27,"#80B1D3"
"122",2020-01-13,2,"        Pink Floyd",25,"#D9D9D9"
"123",2020-01-13,3,"    Arctic Monkeys",14,"#FFED6F"
"124",2020-01-13,4,"          schafter",6,"#FCCDE5"
"125",2020-01-13,5,"             alt-J",4,"#B3DE69"
"126",2020-01-13,6,"          Bitamina",4,"#FFED6F"
"127",2020-01-13,7,"       Artur Rojek",3,"#FFFFB3"
"128",2020-01-13,8,"     Clock Machine",2,"#FB8072"
"129",2020-01-13,9,"      Led Zeppelin",2,"#FCCDE5"
"130",2020-01-13,10,"  Michael Kiwanuka",2,"#80B1D3"
"131",2020-01-14,1,"      Lana Del Rey",33,"#FFED6F"
"132",2020-01-14,2,"Red Hot Chili P...",27,"#80B1D3"
"133",2020-01-14,3,"        Pink Floyd",25,"#D9D9D9"
"134",2020-01-14,4,"          schafter",20,"#FCCDE5"
"135",2020-01-14,5,"    Arctic Monkeys",14,"#FFED6F"
"136",2020-01-14,6,"             alt-J",4,"#B3DE69"
"137",2020-01-14,7,"          Bitamina",4,"#FFED6F"
"138",2020-01-14,8,"       Artur Rojek",3,"#FFFFB3"
"139",2020-01-14,9,"     Clock Machine",2,"#FB8072"
"140",2020-01-14,10,"      Led Zeppelin",2,"#FCCDE5"
"141",2020-01-15,1,"      Lana Del Rey",33,"#FFED6F"
"142",2020-01-15,2,"Red Hot Chili P...",27,"#80B1D3"
"143",2020-01-15,3,"        Pink Floyd",25,"#D9D9D9"
"144",2020-01-15,4,"          schafter",20,"#FCCDE5"
"145",2020-01-15,5,"    Arctic Monkeys",14,"#FFED6F"
"146",2020-01-15,6,"             alt-J",4,"#B3DE69"
"147",2020-01-15,7,"          Bitamina",4,"#FFED6F"
"148",2020-01-15,8,"     Stevie Wonder",4,"#BC80BD"
"149",2020-01-15,9,"       Artur Rojek",3,"#FFFFB3"
"150",2020-01-15,10,"     Clock Machine",2,"#FB8072"
"151",2020-01-16,1,"      Lana Del Rey",33,"#FFED6F"
"152",2020-01-16,2,"Red Hot Chili P...",27,"#80B1D3"
"153",2020-01-16,3,"        Pink Floyd",25,"#D9D9D9"
"154",2020-01-16,4,"          schafter",20,"#FCCDE5"
"155",2020-01-16,5,"    Arctic Monkeys",14,"#FFED6F"
"156",2020-01-16,6,"        Chet Faker",10,"#FDB462"
"157",2020-01-16,7,"             alt-J",4,"#B3DE69"
"158",2020-01-16,8,"          Bitamina",4,"#FFED6F"
"159",2020-01-16,9,"     Stevie Wonder",4,"#BC80BD"
"160",2020-01-16,10,"       Artur Rojek",3,"#FFFFB3"
"161",2020-01-17,1,"      Lana Del Rey",33,"#FFED6F"
"162",2020-01-17,2,"Red Hot Chili P...",27,"#80B1D3"
"163",2020-01-17,3,"        Pink Floyd",25,"#D9D9D9"
"164",2020-01-17,4,"              Mata",23,"#FDB462"
"165",2020-01-17,5,"          schafter",20,"#FCCDE5"
"166",2020-01-17,6,"    Arctic Monkeys",14,"#FFED6F"
"167",2020-01-17,7,"      Milky Chance",11,"#BEBADA"
"168",2020-01-17,8,"   Charles Bradley",10,"#CCEBC5"
"169",2020-01-17,9,"        Chet Faker",10,"#FDB462"
"170",2020-01-17,10,"         Daft Punk",5,"#FB8072"
"171",2020-01-18,1,"      Lana Del Rey",40,"#FFED6F"
"172",2020-01-18,2,"Red Hot Chili P...",27,"#80B1D3"
"173",2020-01-18,3,"   Charles Bradley",26,"#CCEBC5"
"174",2020-01-18,4,"        Pink Floyd",25,"#D9D9D9"
"175",2020-01-18,5,"              Mata",23,"#FDB462"
"176",2020-01-18,6,"          schafter",20,"#FCCDE5"
"177",2020-01-18,7,"    Arctic Monkeys",14,"#FFED6F"
"178",2020-01-18,8,"      Milky Chance",11,"#BEBADA"
"179",2020-01-18,9,"        Chet Faker",10,"#FDB462"
"180",2020-01-18,10,"          Bitamina",5,"#FFED6F"
"181",2020-01-19,1,"      Lana Del Rey",40,"#FFED6F"
"182",2020-01-19,2,"   Charles Bradley",39,"#CCEBC5"
"183",2020-01-19,3,"Red Hot Chili P...",27,"#80B1D3"
"184",2020-01-19,4,"              Mata",25,"#FDB462"
"185",2020-01-19,5,"        Pink Floyd",25,"#D9D9D9"
"186",2020-01-19,6,"          schafter",22,"#FCCDE5"
"187",2020-01-19,7,"    Arctic Monkeys",14,"#FFED6F"
"188",2020-01-19,8,"      Milky Chance",11,"#BEBADA"
"189",2020-01-19,9,"        Chet Faker",10,"#FDB462"
"190",2020-01-19,10,"    Taco Hemingway",10,"#FCCDE5"
"191",2020-01-20,1,"      Lana Del Rey",40,"#FFED6F"
"192",2020-01-20,2,"   Charles Bradley",39,"#CCEBC5"
"193",2020-01-20,3,"Red Hot Chili P...",27,"#80B1D3"
"194",2020-01-20,4,"              Mata",25,"#FDB462"
"195",2020-01-20,5,"        Pink Floyd",25,"#D9D9D9"
"196",2020-01-20,6,"          schafter",22,"#FCCDE5"
"197",2020-01-20,7,"  Michael Kiwanuka",19,"#80B1D3"
"198",2020-01-20,8,"    Arctic Monkeys",14,"#FFED6F"
"199",2020-01-20,9,"      Milky Chance",11,"#BEBADA"
"200",2020-01-20,10,"        Chet Faker",10,"#FDB462"
"201",2020-01-21,1,"      Lana Del Rey",40,"#FFED6F"
"202",2020-01-21,2,"   Charles Bradley",39,"#CCEBC5"
"203",2020-01-21,3,"          Bitamina",29,"#FFED6F"
"204",2020-01-21,4,"Red Hot Chili P...",27,"#80B1D3"
"205",2020-01-21,5,"              Mata",25,"#FDB462"
"206",2020-01-21,6,"        Pink Floyd",25,"#D9D9D9"
"207",2020-01-21,7,"          schafter",22,"#FCCDE5"
"208",2020-01-21,8,"  Michael Kiwanuka",19,"#80B1D3"
"209",2020-01-21,9,"    Arctic Monkeys",14,"#FFED6F"
"210",2020-01-21,10,"     Keith Jarrett",13,"#FFFFB3"
"211",2020-01-22,1,"              Mata",44,"#FDB462"
"212",2020-01-22,2,"      Lana Del Rey",40,"#FFED6F"
"213",2020-01-22,3,"   Charles Bradley",39,"#CCEBC5"
"214",2020-01-22,4,"       Mac DeMarco",32,"#8DD3C7"
"215",2020-01-22,5,"          Bitamina",29,"#FFED6F"
"216",2020-01-22,6,"Red Hot Chili P...",27,"#80B1D3"
"217",2020-01-22,7,"        Pink Floyd",25,"#D9D9D9"
"218",2020-01-22,8,"          schafter",24,"#FCCDE5"
"219",2020-01-22,9,"  Michael Kiwanuka",19,"#80B1D3"
"220",2020-01-22,10,"    Arctic Monkeys",14,"#FFED6F"
"221",2020-01-23,1,"              Mata",44,"#FDB462"
"222",2020-01-23,2,"      Lana Del Rey",40,"#FFED6F"
"223",2020-01-23,3,"   Charles Bradley",39,"#CCEBC5"
"224",2020-01-23,4,"       Mac DeMarco",32,"#8DD3C7"
"225",2020-01-23,5,"          Bitamina",29,"#FFED6F"
"226",2020-01-23,6,"Red Hot Chili P...",27,"#80B1D3"
"227",2020-01-23,7,"          schafter",26,"#FCCDE5"
"228",2020-01-23,8,"        Pink Floyd",25,"#D9D9D9"
"229",2020-01-23,9,"        Chet Faker",22,"#FDB462"
"230",2020-01-23,10,"  Michael Kiwanuka",19,"#80B1D3"
"231",2020-01-24,1,"              Mata",44,"#FDB462"
"232",2020-01-24,2,"      Lana Del Rey",40,"#FFED6F"
"233",2020-01-24,3,"   Charles Bradley",39,"#CCEBC5"
"234",2020-01-24,4,"       Mac DeMarco",32,"#8DD3C7"
"235",2020-01-24,5,"          Bitamina",29,"#FFED6F"
"236",2020-01-24,6,"Red Hot Chili P...",27,"#80B1D3"
"237",2020-01-24,7,"          schafter",26,"#FCCDE5"
"238",2020-01-24,8,"        Pink Floyd",25,"#D9D9D9"
"239",2020-01-24,9,"        Chet Faker",22,"#FDB462"
"240",2020-01-24,10,"  Michael Kiwanuka",19,"#80B1D3"
"241",2020-01-25,1,"              Mata",44,"#FDB462"
"242",2020-01-25,2,"      Lana Del Rey",40,"#FFED6F"
"243",2020-01-25,3,"   Charles Bradley",39,"#CCEBC5"
"244",2020-01-25,4,"       Mac DeMarco",32,"#8DD3C7"
"245",2020-01-25,5,"          Bitamina",29,"#FFED6F"
"246",2020-01-25,6,"  Michael Kiwanuka",29,"#80B1D3"
"247",2020-01-25,7,"Red Hot Chili P...",27,"#80B1D3"
"248",2020-01-25,8,"          schafter",26,"#FCCDE5"
"249",2020-01-25,9,"        Pink Floyd",25,"#D9D9D9"
"250",2020-01-25,10,"        Chet Faker",22,"#FDB462"
"251",2020-01-26,1,"   Charles Bradley",50,"#CCEBC5"
"252",2020-01-26,2,"              Mata",44,"#FDB462"
"253",2020-01-26,3,"      Lana Del Rey",40,"#FFED6F"
"254",2020-01-26,4,"       Mac DeMarco",32,"#8DD3C7"
"255",2020-01-26,5,"          Bitamina",29,"#FFED6F"
"256",2020-01-26,6,"  Michael Kiwanuka",29,"#80B1D3"
"257",2020-01-26,7,"Red Hot Chili P...",27,"#80B1D3"
"258",2020-01-26,8,"          schafter",26,"#FCCDE5"
"259",2020-01-26,9,"        Pink Floyd",25,"#D9D9D9"
"260",2020-01-26,10," Kamasi Washington",24,"#BC80BD"
"261",2020-01-27,1,"   Charles Bradley",50,"#CCEBC5"
"262",2020-01-27,2,"              Mata",44,"#FDB462"
"263",2020-01-27,3,"      Lana Del Rey",40,"#FFED6F"
"264",2020-01-27,4,"       Mac DeMarco",32,"#8DD3C7"
"265",2020-01-27,5,"          Bitamina",29,"#FFED6F"
"266",2020-01-27,6,"  Michael Kiwanuka",29,"#80B1D3"
"267",2020-01-27,7,"Red Hot Chili P...",27,"#80B1D3"
"268",2020-01-27,8,"          schafter",26,"#FCCDE5"
"269",2020-01-27,9,"        Pink Floyd",25,"#D9D9D9"
"270",2020-01-27,10," Kamasi Washington",24,"#BC80BD"
"271",2020-01-28,1,"   Charles Bradley",50,"#CCEBC5"
"272",2020-01-28,2,"              Mata",44,"#FDB462"
"273",2020-01-28,3,"      Lana Del Rey",40,"#FFED6F"
"274",2020-01-28,4,"       Mac DeMarco",32,"#8DD3C7"
"275",2020-01-28,5,"          Bitamina",29,"#FFED6F"
"276",2020-01-28,6,"  Michael Kiwanuka",29,"#80B1D3"
"277",2020-01-28,7,"Red Hot Chili P...",27,"#80B1D3"
"278",2020-01-28,8,"          schafter",26,"#FCCDE5"
"279",2020-01-28,9,"        Pink Floyd",25,"#D9D9D9"
"280",2020-01-28,10," Kamasi Washington",24,"#BC80BD"
"281",2020-01-29,1,"   Charles Bradley",50,"#CCEBC5"
"282",2020-01-29,2,"              Mata",44,"#FDB462"
"283",2020-01-29,3,"      Lana Del Rey",40,"#FFED6F"
"284",2020-01-29,4,"       Mac DeMarco",32,"#8DD3C7"
"285",2020-01-29,5,"  Michael Kiwanuka",30,"#80B1D3"
"286",2020-01-29,6,"          Bitamina",29,"#FFED6F"
"287",2020-01-29,7,"Red Hot Chili P...",27,"#80B1D3"
"288",2020-01-29,8,"          schafter",26,"#FCCDE5"
"289",2020-01-29,9,"        Pink Floyd",25,"#D9D9D9"
"290",2020-01-29,10," Kamasi Washington",24,"#BC80BD"
"291",2020-01-30,1,"   Charles Bradley",50,"#CCEBC5"
"292",2020-01-30,2,"              Mata",44,"#FDB462"
"293",2020-01-30,3,"      Lana Del Rey",40,"#FFED6F"
"294",2020-01-30,4,"       Mac DeMarco",32,"#8DD3C7"
"295",2020-01-30,5,"  Michael Kiwanuka",30,"#80B1D3"
"296",2020-01-30,6,"          Bitamina",29,"#FFED6F"
"297",2020-01-30,7,"Red Hot Chili P...",27,"#80B1D3"
"298",2020-01-30,8,"          schafter",26,"#FCCDE5"
"299",2020-01-30,9,"        Pink Floyd",25,"#D9D9D9"
"300",2020-01-30,10," Kamasi Washington",24,"#BC80BD"
"301",2020-01-31,1,"   Charles Bradley",50,"#CCEBC5"
"302",2020-01-31,2,"              Mata",44,"#FDB462"
"303",2020-01-31,3,"      Lana Del Rey",40,"#FFED6F"
"304",2020-01-31,4,"       Mac DeMarco",32,"#8DD3C7"
"305",2020-01-31,5,"  Michael Kiwanuka",30,"#80B1D3"
"306",2020-01-31,6,"          Bitamina",29,"#FFED6F"
"307",2020-01-31,7,"Red Hot Chili P...",27,"#80B1D3"
"308",2020-01-31,8,"          schafter",26,"#FCCDE5"
"309",2020-01-31,9,"        Pink Floyd",25,"#D9D9D9"
"310",2020-01-31,10," Kamasi Washington",24,"#BC80BD"
"311",2020-02-01,1,"   Charles Bradley",50,"#CCEBC5"
"312",2020-02-01,2,"              Mata",44,"#FDB462"
"313",2020-02-01,3,"      Lana Del Rey",40,"#FFED6F"
"314",2020-02-01,4,"  Michael Kiwanuka",38,"#80B1D3"
"315",2020-02-01,5,"       Mac DeMarco",32,"#8DD3C7"
"316",2020-02-01,6,"          Bitamina",29,"#FFED6F"
"317",2020-02-01,7,"Red Hot Chili P...",27,"#80B1D3"
"318",2020-02-01,8,"          schafter",26,"#FCCDE5"
"319",2020-02-01,9,"        Pink Floyd",25,"#D9D9D9"
"320",2020-02-01,10," Kamasi Washington",24,"#BC80BD"
"321",2020-02-02,1,"   Charles Bradley",55,"#CCEBC5"
"322",2020-02-02,2,"              Mata",44,"#FDB462"
"323",2020-02-02,3,"      Lana Del Rey",40,"#FFED6F"
"324",2020-02-02,4,"  Michael Kiwanuka",38,"#80B1D3"
"325",2020-02-02,5,"       Mac DeMarco",32,"#8DD3C7"
"326",2020-02-02,6,"          Bitamina",29,"#FFED6F"
"327",2020-02-02,7,"Red Hot Chili P...",27,"#80B1D3"
"328",2020-02-02,8,"          schafter",26,"#FCCDE5"
"329",2020-02-02,9,"        Pink Floyd",25,"#D9D9D9"
"330",2020-02-02,10," Kamasi Washington",24,"#BC80BD"
"331",2020-02-03,1,"   Charles Bradley",55,"#CCEBC5"
"332",2020-02-03,2,"              Mata",44,"#FDB462"
"333",2020-02-03,3,"      Lana Del Rey",40,"#FFED6F"
"334",2020-02-03,4,"  Michael Kiwanuka",38,"#80B1D3"
"335",2020-02-03,5,"        Chet Faker",35,"#FDB462"
"336",2020-02-03,6,"       Mac DeMarco",32,"#8DD3C7"
"337",2020-02-03,7,"          Bitamina",29,"#FFED6F"
"338",2020-02-03,8,"Red Hot Chili P...",27,"#80B1D3"
"339",2020-02-03,9,"          schafter",26,"#FCCDE5"
"340",2020-02-03,10,"        Pink Floyd",25,"#D9D9D9"
"341",2020-02-04,1,"   Charles Bradley",55,"#CCEBC5"
"342",2020-02-04,2,"              Mata",44,"#FDB462"
"343",2020-02-04,3,"      Lana Del Rey",40,"#FFED6F"
"344",2020-02-04,4,"  Michael Kiwanuka",38,"#80B1D3"
"345",2020-02-04,5,"        Chet Faker",35,"#FDB462"
"346",2020-02-04,6,"       Mac DeMarco",32,"#8DD3C7"
"347",2020-02-04,7,"     Meek, Oh Why?",32,"#8DD3C7"
"348",2020-02-04,8,"Red Hot Chili P...",31,"#80B1D3"
"349",2020-02-04,9,"          Bitamina",29,"#FFED6F"
"350",2020-02-04,10,"          schafter",26,"#FCCDE5"
"351",2020-02-05,1,"   Charles Bradley",55,"#CCEBC5"
"352",2020-02-05,2,"              Mata",44,"#FDB462"
"353",2020-02-05,3,"      Lana Del Rey",40,"#FFED6F"
"354",2020-02-05,4,"  Michael Kiwanuka",38,"#80B1D3"
"355",2020-02-05,5,"        Chet Faker",35,"#FDB462"
"356",2020-02-05,6,"       Mac DeMarco",32,"#8DD3C7"
"357",2020-02-05,7,"     Meek, Oh Why?",32,"#8DD3C7"
"358",2020-02-05,8,"Red Hot Chili P...",31,"#80B1D3"
"359",2020-02-05,9,"          Bitamina",29,"#FFED6F"
"360",2020-02-05,10,"          Coldplay",27,"#BEBADA"
"361",2020-02-06,1,"   Charles Bradley",55,"#CCEBC5"
"362",2020-02-06,2,"              Mata",44,"#FDB462"
"363",2020-02-06,3,"      Lana Del Rey",40,"#FFED6F"
"364",2020-02-06,4,"  Michael Kiwanuka",38,"#80B1D3"
"365",2020-02-06,5,"        Chet Faker",35,"#FDB462"
"366",2020-02-06,6,"       Mac DeMarco",32,"#8DD3C7"
"367",2020-02-06,7,"     Meek, Oh Why?",32,"#8DD3C7"
"368",2020-02-06,8,"Red Hot Chili P...",31,"#80B1D3"
"369",2020-02-06,9,"          Bitamina",29,"#FFED6F"
"370",2020-02-06,10,"          Coldplay",27,"#BEBADA"
"371",2020-02-07,1,"   Charles Bradley",55,"#CCEBC5"
"372",2020-02-07,2,"              Mata",44,"#FDB462"
"373",2020-02-07,3,"      Lana Del Rey",40,"#FFED6F"
"374",2020-02-07,4,"  Michael Kiwanuka",38,"#80B1D3"
"375",2020-02-07,5,"Nick Cave & The...",38,"#80B1D3"
"376",2020-02-07,6,"        Chet Faker",35,"#FDB462"
"377",2020-02-07,7,"       Mac DeMarco",32,"#8DD3C7"
"378",2020-02-07,8,"     Meek, Oh Why?",32,"#8DD3C7"
"379",2020-02-07,9,"Red Hot Chili P...",31,"#80B1D3"
"380",2020-02-07,10,"          Bitamina",29,"#FFED6F"
"381",2020-02-08,1,"   Charles Bradley",55,"#CCEBC5"
"382",2020-02-08,2,"              Mata",46,"#FDB462"
"383",2020-02-08,3,"      Lana Del Rey",40,"#FFED6F"
"384",2020-02-08,4,"  Michael Kiwanuka",38,"#80B1D3"
"385",2020-02-08,5,"Nick Cave & The...",38,"#80B1D3"
"386",2020-02-08,6,"        Chet Faker",35,"#FDB462"
"387",2020-02-08,7,"       Mac DeMarco",32,"#8DD3C7"
"388",2020-02-08,8,"     Meek, Oh Why?",32,"#8DD3C7"
"389",2020-02-08,9,"Red Hot Chili P...",31,"#80B1D3"
"390",2020-02-08,10,"          Bitamina",29,"#FFED6F"
"391",2020-02-09,1,"   Charles Bradley",55,"#CCEBC5"
"392",2020-02-09,2,"  Michael Kiwanuka",49,"#80B1D3"
"393",2020-02-09,3,"              Mata",48,"#FDB462"
"394",2020-02-09,4,"      Lana Del Rey",40,"#FFED6F"
"395",2020-02-09,5,"Nick Cave & The...",38,"#80B1D3"
"396",2020-02-09,6,"        Chet Faker",35,"#FDB462"
"397",2020-02-09,7,"       Mac DeMarco",32,"#8DD3C7"
"398",2020-02-09,8,"     Meek, Oh Why?",32,"#8DD3C7"
"399",2020-02-09,9,"Red Hot Chili P...",31,"#80B1D3"
"400",2020-02-09,10,"          Bitamina",29,"#FFED6F"
"401",2020-02-10,1,"   Charles Bradley",55,"#CCEBC5"
"402",2020-02-10,2,"  Michael Kiwanuka",49,"#80B1D3"
"403",2020-02-10,3,"              Mata",48,"#FDB462"
"404",2020-02-10,4,"      Lana Del Rey",40,"#FFED6F"
"405",2020-02-10,5,"Nick Cave & The...",38,"#80B1D3"
"406",2020-02-10,6,"        Chet Faker",35,"#FDB462"
"407",2020-02-10,7,"       Mac DeMarco",32,"#8DD3C7"
"408",2020-02-10,8,"     Meek, Oh Why?",32,"#8DD3C7"
"409",2020-02-10,9,"Red Hot Chili P...",31,"#80B1D3"
"410",2020-02-10,10,"          Bitamina",29,"#FFED6F"
"411",2020-02-11,1,"   Charles Bradley",55,"#CCEBC5"
"412",2020-02-11,2,"  Michael Kiwanuka",49,"#80B1D3"
"413",2020-02-11,3,"              Mata",48,"#FDB462"
"414",2020-02-11,4,"      Lana Del Rey",41,"#FFED6F"
"415",2020-02-11,5,"Nick Cave & The...",38,"#80B1D3"
"416",2020-02-11,6,"        Chet Faker",35,"#FDB462"
"417",2020-02-11,7,"       Mac DeMarco",35,"#8DD3C7"
"418",2020-02-11,8,"     Meek, Oh Why?",32,"#8DD3C7"
"419",2020-02-11,9,"Red Hot Chili P...",31,"#80B1D3"
"420",2020-02-11,10,"          Bitamina",29,"#FFED6F"
"421",2020-02-12,1,"   Charles Bradley",55,"#CCEBC5"
"422",2020-02-12,2,"              Mata",49,"#FDB462"
"423",2020-02-12,3,"  Michael Kiwanuka",49,"#80B1D3"
"424",2020-02-12,4,"       Mac DeMarco",45,"#8DD3C7"
"425",2020-02-12,5,"Nick Cave & The...",43,"#80B1D3"
"426",2020-02-12,6,"      Lana Del Rey",41,"#FFED6F"
"427",2020-02-12,7,"        Chet Faker",35,"#FDB462"
"428",2020-02-12,8,"     Meek, Oh Why?",32,"#8DD3C7"
"429",2020-02-12,9,"Red Hot Chili P...",31,"#80B1D3"
"430",2020-02-12,10,"          Bitamina",29,"#FFED6F"
"431",2020-02-13,1,"   Charles Bradley",61,"#CCEBC5"
"432",2020-02-13,2,"              Mata",49,"#FDB462"
"433",2020-02-13,3,"  Michael Kiwanuka",49,"#80B1D3"
"434",2020-02-13,4,"Nick Cave & The...",49,"#80B1D3"
"435",2020-02-13,5,"       Mac DeMarco",45,"#8DD3C7"
"436",2020-02-13,6,"      Lana Del Rey",41,"#FFED6F"
"437",2020-02-13,7,"        Chet Faker",35,"#FDB462"
"438",2020-02-13,8,"     Meek, Oh Why?",32,"#8DD3C7"
"439",2020-02-13,9,"Red Hot Chili P...",31,"#80B1D3"
"440",2020-02-13,10,"          Bitamina",29,"#FFED6F"
"441",2020-02-14,1,"   Charles Bradley",63,"#CCEBC5"
"442",2020-02-14,2,"  Michael Kiwanuka",50,"#80B1D3"
"443",2020-02-14,3,"              Mata",49,"#FDB462"
"444",2020-02-14,4,"Nick Cave & The...",49,"#80B1D3"
"445",2020-02-14,5,"       Mac DeMarco",45,"#8DD3C7"
"446",2020-02-14,6,"        Chet Faker",43,"#FDB462"
"447",2020-02-14,7,"      Lana Del Rey",41,"#FFED6F"
"448",2020-02-14,8,"    Taco Hemingway",36,"#FCCDE5"
"449",2020-02-14,9,"     Meek, Oh Why?",32,"#8DD3C7"
"450",2020-02-14,10,"Red Hot Chili P...",31,"#80B1D3"
"451",2020-02-15,1,"   Charles Bradley",63,"#CCEBC5"
"452",2020-02-15,2,"              Mata",50,"#FDB462"
