Zmienna;Jednostka terytorialna;Jednostka;Rodzaj obiektu noclegowego;Kraj turysty;Rok;Miesi¹c;Wartoœæ
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;7;54964
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;7;33635
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;7;3161
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;7;5867
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;7;11270
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;7;51481
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;7;11905
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;7;9294
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;7;31223
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;7;1177
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;7;15106
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;7;2274
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;7;522963
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;7;54913
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;7;4145599
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;7;5799
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;7;10884
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;7;39913
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;7;8531
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;7;23094
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;7;3217
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;7;13909
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;7;59378
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;7;2395
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;7;6899
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;7;80765
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;7;101371
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;7;13401
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;7;121988
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;7;50351
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;8;13422733
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;8;2210863
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;8;10267
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;8;18624
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;8;22331
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;8;34111
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;8;5992
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;8;2972
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;8;22452
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;8;3606
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;8;53730
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;8;24437
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;8;9258
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;8;24497
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;8;57809
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;8;8507
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;8;77219
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;8;45132
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;8;3322
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;8;10654
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;8;10980
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;8;77655
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;8;18472
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;8;10389
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;8;37410
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;8;1478
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;8;16208
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;8;4551
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;8;750582
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;8;46470
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;8;11211870
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;8;8306
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;8;12299
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;8;51000
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;8;9715
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;8;27410
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;8;3189
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;8;14628
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;8;47101
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;8;2818
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;8;7888
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;8;176513
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;8;113210
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;8;17677
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;8;129153
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;8;89143
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;8;6242349
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;8;1687850
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;8;8490
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;8;15992
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;8;19176
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;8;21943
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;8;5508
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;8;2637
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;8;20046
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;8;3495
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;8;31889
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;8;21575
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;8;7977
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;8;22720
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;8;46250
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;8;8012
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;8;68890
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;8;34503
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;8;3063
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;8;6049
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;8;9846
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;8;72920
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;8;17540
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;8;9140
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;8;31883
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;8;1329
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;8;14487
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;8;4476
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;8;505199
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;8;43165
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;8;4554499
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;8;7366
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;8;12018
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;8;40834
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;8;8612
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;8;23948
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;8;2662
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;8;12499
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;8;39688
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;8;2606
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;8;5956
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;8;84331
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;8;104336
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;8;14366
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;8;115706
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;8;77655
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;9;8329710
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;9;1818829
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;9;8627
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;9;12575
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;9;16015
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;9;22938
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;9;5920
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;9;3388
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;9;26493
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;9;629
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;9;29126
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;9;24322
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;9;5047
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;9;18898
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;9;45503
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;9;5061
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;9;44613
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;9;33249
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;9;2924
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;9;9577
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;9;12891
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;9;62197
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;9;12671
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;9;11028
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;9;21217
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;9;765
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;9;9409
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;9;1719
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;9;655537
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;9;55996
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;9;6510881
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;9;6304
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;9;9562
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;9;34133
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;9;8350
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;9;14669
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;9;3268
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;9;10887
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;9;45157
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;9;2574
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;9;6704
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;9;163063
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;9;102813
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;9;12900
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;9;129218
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;9;41605
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;9;4939760
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;9;1464613
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;9;7144
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;9;11224
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;9;14686
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;9;17357
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;9;5421
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;9;2894
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;9;23298
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;9;553
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;9;24583
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;9;22351
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;9;4642
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;9;17800
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;9;40487
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;9;4663
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;9;40281
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;9;29644
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;9;2691
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;9;6337
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;9;11912
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;9;59583
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;9;11962
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;9;9638
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;9;19123
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;9;746
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;9;8975
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;9;1547
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;9;474730
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;9;53269
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;9;3475147
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;9;5414
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;9;9346
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;9;29269
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;9;7369
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;9;13239
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;9;3013
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;9;10167
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;9;40033
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;9;2327
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;9;5322
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;9;88361
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;9;96389
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;9;11619
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;9;119375
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;9;37499
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;10;6881976
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;10;1661350
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;10;5182
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Austria;2019;10;10155
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Belgia;2019;10;13399
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bia³oruœ;2019;10;18381
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Brazylia;2019;10;4035
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Bu³garia;2019;10;4288
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Chiny (bez Tajwanu);2019;10;19664
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Cypr;2019;10;906
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Czechy;2019;10;32068
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Dania;2019;10;25124
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Estonia;2019;10;3849
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Finlandia;2019;10;18567
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Francja;2019;10;39790
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Grecja;2019;10;6307
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hiszpania;2019;10;29135
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Holandia;2019;10;27374
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Hong Kong;2019;10;2854
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Indie;2019;10;6245
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Irlandia;2019;10;13456
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Izrael;2019;10;38246
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Japonia;2019;10;12399
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Kanada;2019;10;6544
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Litwa;2019;10;20213
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Luksemburg;2019;10;3246
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;£otwa;2019;10;8771
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Malta;2019;10;712
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Niemcy;2019;10;592386
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Norwegia;2019;10;54951
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Polska;2019;10;5220626
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Portugalia;2019;10;6601
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Republika Korei;2019;10;9541
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rosja;2019;10;31365
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Rumunia;2019;10;9399
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owacja;2019;10;20695
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;S³owenia;2019;10;4190
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwajcaria;2019;10;10242
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Szwecja;2019;10;35508
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Tajwan;2019;10;2547
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Turcja;2019;10;9624
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ukraina;2019;10;165158
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;USA;2019;10;74349
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wêgry;2019;10;16258
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Wielka Brytania;2019;10;125994
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;W³ochy;2019;10;45572
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ogó³em;2019;10;4507327
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Zagranica;2019;10;1373885
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Australia;2019;10;4247
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Austria;2019;10;9553
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Belgia;2019;10;12595
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bia³oruœ;2019;10;13200
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Brazylia;2019;10;3669
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Bu³garia;2019;10;3513
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Chiny (bez Tajwanu);2019;10;18393
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Cypr;2019;10;905
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Czechy;2019;10;29199
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Dania;2019;10;23783
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Estonia;2019;10;3602
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Finlandia;2019;10;17503
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Francja;2019;10;33580
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Grecja;2019;10;5981
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hiszpania;2019;10;25974
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Holandia;2019;10;25781
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Hong Kong;2019;10;2700
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Indie;2019;10;5248
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Irlandia;2019;10;12713
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Izrael;2019;10;36522
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Japonia;2019;10;11762
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Kanada;2019;10;5910
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Litwa;2019;10;18405
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Luksemburg;2019;10;2873
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;£otwa;2019;10;8412
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Malta;2019;10;679
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Niemcy;2019;10;454632
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Norwegia;2019;10;52880
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Polska;2019;10;3133442
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Portugalia;2019;10;5716
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Republika Korei;2019;10;9187
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rosja;2019;10;27253
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Rumunia;2019;10;8225
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owacja;2019;10;19095
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;S³owenia;2019;10;4062
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwajcaria;2019;10;9728
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Szwecja;2019;10;33018
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Tajwan;2019;10;2323
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Turcja;2019;10;6555
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Ukraina;2019;10;97067
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;USA;2019;10;68200
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wêgry;2019;10;14316
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;Wielka Brytania;2019;10;118076
Noclegi udzielone turystom;Polska;osobonoc;obiekt hotelowy;W³ochy;2019;10;42316
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Ogó³em;2019;11;5952246
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Zagranica;2019;11;1305583
Noclegi udzielone turystom;Polska;osobonoc;ogó³em;Australia;2019;11;3733
